Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
040590 - Other,36,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","228,151",,,3,3,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"98,955",,,32,32,,,Russian Federation
040711 - - Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 - - Other,11,7.70,7.70,3,2,,,Russian Federation
040721 - - Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 - - Other,,7.70,7.70,2,1,,,Russian Federation
040790 - Others,,7.70,7.70,2,1,,,Russian Federation
040811 - - Dried,,0.00,0.00,2,1,,,Russian Federation
040819 - - Other,,0.00,0.00,3,2,,,Russian Federation
040891 - - Dried,0,0.00,0.00,2,1,,,Russian Federation
040899 - - Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"259,646",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2016,"529,570",5.34,5.34,171,162,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",1,,,2,2,,,Russian Federation
"040150 - Of a fat content, by weight, exceeding 10 %",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",716,,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,4,4,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,8,,,6,6,,,Russian Federation
040299 -- Other,"103,837",,,5,5,,,Russian Federation
040310 - Yogurt,,,,12,12,,,Russian Federation
040390 - Other,45,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","197,352",,,3,3,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",,,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,22,,,3,3,,,Russian Federation
040690 - Other cheese,241,,,32,32,,,Russian Federation
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 -- Other,,7.70,7.70,3,2,,,Russian Federation
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 -- Other,,7.70,7.70,2,1,,,Russian Federation
040790 - Others,,7.70,7.70,2,1,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"210,758",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","16,590",7.70,7.70,1,,,,Russian Federation
,2015,"1,321,599",5.34,5.34,171,162,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,,,4,4,,,Russian Federation
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Russian Federation
"040150 - Of a fat content, by weight, exceeding 10 %","3,909",,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","11,068",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,"1,314",,,4,4,,,Russian Federation
040229 -- Other,203,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,210,,,6,6,,,Russian Federation
040299 -- Other,"38,127",,,5,5,,,Russian Federation
040310 - Yogurt,"6,135",,,12,12,,,Russian Federation
040390 - Other,"2,925",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","47,355",,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,446,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","265,745",,,3,3,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,,,1,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","26,360",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"8,826",,,3,3,,,Russian Federation
040690 - Other cheese,"661,212",,,32,32,,,Russian Federation
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 -- Other,"53,257",7.70,7.70,3,2,,,Russian Federation
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 -- Other,,7.70,7.70,2,1,,,Russian Federation
040790 - Others,,7.70,7.70,2,1,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"167,973",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","26,533",7.70,7.70,1,,,,Russian Federation
,2014,"3,139,299",5.77,5.77,172,161,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",304,,,4,4,,,Russian Federation
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",68,,,2,2,,,Russian Federation
"040150 - Of a fat content, by weight, exceeding 10 %","53,512",,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","303,677",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,"90,434",,,4,4,,,Russian Federation
040229 -- Other,212,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,730,,,6,6,,,Russian Federation
040299 -- Other,"116,819",,,5,5,,,Russian Federation
040310 - Yogurt,"80,374",,,12,12,,,Russian Federation
040390 - Other,"13,680",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","371,849",,,24,24,,,Russian Federation
040490 - Other,"32,256",,,6,6,,,Russian Federation
040510 - Butter,"1,523",,,5,5,,,Russian Federation
040520 - Dairy spreads,787,,,3,3,,,Russian Federation
040590 - Other,"488,088",,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","476,986",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds","86,561",7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","62,424",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"867,417",7.70,7.70,33,32,,,Russian Federation
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 -- Other,,7.70,7.70,3,2,,,Russian Federation
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 -- Other,,7.70,7.70,2,1,,,Russian Federation
040790 - Others,,7.70,7.70,2,1,,,Russian Federation
040811 -- Dried,158,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"91,440",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2013,"3,285,266",5.77,4.35,172,161,18,14,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",53,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","12,483",,,4,4,,,Russian Federation
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","2,214",,,2,2,,,Russian Federation
"040150 - Of a fat content, by weight, exceeding 10 %",133,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","86,574",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,173,,,4,4,,,Russian Federation
040229 -- Other,"1,952",,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,"1,900",,,6,6,,,Russian Federation
040299 -- Other,"2,855",,,5,5,,,Russian Federation
040310 - Yogurt,"72,324",,,12,12,6,6,Russian Federation
040390 - Other,"28,406",,,18,18,6,6,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",13,,,24,24,,,Russian Federation
040490 - Other,"138,632",,,6,6,,,Russian Federation
040510 - Butter,"138,788",,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,2,2,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","473,413",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","109,973",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"5,325",,,3,3,,,Russian Federation
040690 - Other cheese,"1,917,676",7.70,7.70,33,32,,,Russian Federation
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 -- Other,,7.70,4.20,3,2,1,,Russian Federation
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 -- Other,,7.70,4.20,2,1,1,,Russian Federation
040790 - Others,,7.70,4.20,2,1,1,,Russian Federation
040811 -- Dried,"18,924",0.00,0.00,2,1,,,Russian Federation
040819 -- Other,664,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,"2,112",0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"270,677",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,2.60,1,,1,,Russian Federation
,2012,"88,393",5.77,4.35,172,161,18,14,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1 %",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",450,,,4,4,,,Russian Federation
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,2,2,,,Russian Federation
"040150 - Of a fat content, by weight, exceeding 10 %",180,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",604,,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,681,,,4,4,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,"2,147",,,6,6,,,Russian Federation
040299 -- Other,964,,,5,5,,,Russian Federation
040310 - Yogurt,"10,694",,,12,12,6,6,Russian Federation
040390 - Other,"3,329",,,18,18,6,6,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,"2,442",,,6,6,,,Russian Federation
040510 - Butter,"2,468",,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,2,2,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","43,959",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",501,,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"5,553",7.70,7.70,33,32,,,Russian Federation
040711 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040719 -- Other,,7.70,4.20,3,2,1,,Russian Federation
040721 -- Of fowls of the species Gallus domesticus,,,,1,1,,,Russian Federation
040729 -- Other,,7.70,4.20,2,1,1,,Russian Federation
040790 - Others,,7.70,4.20,2,1,1,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"14,422",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,2.60,1,,1,,Russian Federation
,2011,"261,334",5.34,4.39,166,157,16,14,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",223,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%","55,012",,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","1,879",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,"74,764",,,5,5,,,Russian Federation
040229 -- Other,111,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,70,,,6,6,,,Russian Federation
040299 -- Other,,,,5,5,,,Russian Federation
040310 - Yogurt,153,,,12,12,6,6,Russian Federation
040390 - Other,28,,,18,18,6,6,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,"61,888",,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,2,2,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",947,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",153,,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"59,731",7.70,7.70,33,32,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,4.20,4,3,1,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,111,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"6,264",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,2.60,1,,1,,Russian Federation
,2010,"1,049,013",5.34,5.34,166,157,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",941,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","12,647",,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",80,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","96,789",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,"8,034",,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Russian Federation
040299 -- Other,,,,5,5,,,Russian Federation
040310 - Yogurt,"10,486",,,12,12,,,Russian Federation
040390 - Other,"86,780",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","166,442",,,24,24,,,Russian Federation
040490 - Other,835,,,6,6,,,Russian Federation
040510 - Butter,"314,204",,,5,5,,,Russian Federation
040520 - Dairy spreads,"172,010",,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","20,999",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","2,837",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"117,841",7.70,7.70,33,32,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"38,087",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.",,7.70,7.70,1,,,,Russian Federation
,2009,"325,477",5.34,5.34,166,157,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %","11,786",,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%","12,232",,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","67,718",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,14,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Russian Federation
040299 -- Other,265,,,5,5,,,Russian Federation
040310 - Yogurt,572,,,12,12,,,Russian Federation
040390 - Other,"16,514",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",28,,,24,24,,,Russian Federation
040490 - Other,28,,,6,6,,,Russian Federation
040510 - Butter,265,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,730",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered",935,,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"138,601",7.70,7.70,33,32,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"42,193",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","32,596",7.70,7.70,1,,,,Russian Federation
,2008,"509,979",5.34,5.34,166,157,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",337,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%","5,361",,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","62,988",,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,6,6,,,Russian Federation
040299 -- Other,806,,,5,5,,,Russian Federation
040310 - Yogurt,308,,,12,12,,,Russian Federation
040390 - Other,"3,852",,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,"6,460",,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","33,867",,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds","30,556",7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","33,061",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"6,826",,,3,3,,,Russian Federation
040690 - Other cheese,"253,986",7.70,7.70,33,32,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"21,386",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","50,185",7.70,7.70,1,,,,Russian Federation
,2007,"199,997",5.34,5.34,169,160,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,,,4,4,,,Russian Federation
"040130 - Of a fat content, by weight, exceeding 6%",,,,6,6,,,Russian Federation
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,,,4,4,,,Russian Federation
040221 -- Not containing added sugar or other sweetening matter,,,,5,5,,,Russian Federation
040229 -- Other,,,,5,5,,,Russian Federation
040291 -- Not containing added sugar or other sweetening matter,,,,8,8,,,Russian Federation
040299 -- Other,,,,6,6,,,Russian Federation
040310 - Yogurt,630,,,12,12,,,Russian Federation
040390 - Other,,,,18,18,,,Russian Federation
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,,,24,24,,,Russian Federation
040490 - Other,,,,6,6,,,Russian Federation
040510 - Butter,,,,5,5,,,Russian Federation
040520 - Dairy spreads,,,,3,3,,,Russian Federation
040590 - Other,,,,2,2,,,Russian Federation
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,,,2,2,,,Russian Federation
"040620 - Grated or powdered cheese, of all kinds",,7.70,7.70,2,1,,,Russian Federation
"040630 - Processed cheese, not grated or powdered","5,646",,,4,4,,,Russian Federation
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,,,3,3,,,Russian Federation
040690 - Other cheese,"117,342",7.70,7.70,33,32,,,Russian Federation
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,7.70,7.70,4,3,,,Russian Federation
040811 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040819 -- Other,,0.00,0.00,3,2,,,Russian Federation
040891 -- Dried,,0.00,0.00,2,1,,,Russian Federation
040899 -- Other,,0.00,0.00,2,1,,,Russian Federation
040900 Natural honey.,"49,407",17.30,17.30,1,,,,Russian Federation
"041000 Edible products of animal origin, not elsewhere specified or included.","26,971",7.70,7.70,1,,,,Russian Federation
,2006,"186,356",5.34,5.34,170,161,,,Russian Federation
"040110 - Of a fat content, by weight, not exceeding 1%",,,,2,2,,,Russian Federation
