Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
391212 - - Plasticised,,7.50,7.50,4,,,,Nepal
391220 - Cellulose nitrates (including collodions),,7.50,7.50,4,,,,Nepal
391231 - - Carboxymethylcellulose and its salts,,7.50,7.50,1,,,,Nepal
391239 - - Other,,7.50,7.50,6,,,,Nepal
391290 - Other,,7.50,7.50,3,,,,Nepal
"391310 - Alginic acid, its salts and esters",,7.50,7.50,2,,,,Nepal
391390 - Other,,7.50,7.50,5,,,,Nepal
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,7.50,3,,,,Nepal
391510 - Of polymers of ethylene,,7.50,7.50,1,,,,Nepal
391520 - Of polymers of styrene,,7.50,7.50,1,,,,Nepal
391530 - Of polymers of vinyl chloride,,7.50,7.50,2,,,,Nepal
391590 - Of other plastics,,7.50,7.50,17,,,,Nepal
391610 - Of polymers of ethylene,,10.00,10.00,3,,,,Nepal
391620 - Of polymers of vinyl chloride,,10.00,10.00,4,,,,Nepal
391690 - Of other plastics,,10.00,10.00,17,,,,Nepal
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,10.00,10.00,2,,,,Nepal
391721 - - Of polymers of ethylene,,10.00,10.00,2,,,,Nepal
391722 - - Of polymers of propylene,,10.00,10.00,1,,,,Nepal
391723 - - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Nepal
391729 - - Of other plastics,,10.00,10.00,6,,,,Nepal
"391731 - - Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,10.00,1,,,,Nepal
"391732 - - Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,10.00,3,,,,Nepal
"391733 - - Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,10.00,1,,,,Nepal
391739 - - Other,,10.00,10.00,3,,,,Nepal
391740 - Fittings,,10.00,10.00,1,,,,Nepal
391810 - Of polymers of vinyl chloride,,10.00,10.00,2,,,,Nepal
391890 - Of other plastics,,10.00,10.00,3,,,,Nepal
391910 - In rolls of a width not exceeding 20 cm,,10.00,10.00,1,,,,Nepal
391990 - Other,,10.00,10.00,3,,,,Nepal
392010 - Of polymers of ethylene,,10.00,10.00,6,,,,Nepal
392020 - Of polymers of propylene,,10.00,10.00,3,,,,Nepal
392030 - Of polymers of styrene,,10.00,10.00,3,,,,Nepal
392043 - - Containing by weight not less than 6 % of plasticisers,,10.00,10.00,1,,,,Nepal
392049 - - Other,,10.00,10.00,1,,,,Nepal
392051 - - Of poly(methyl methacrylate),,10.00,10.00,6,,,,Nepal
392059 - - Other,,10.00,10.00,6,,,,Nepal
392061 - - Of polycarbonates,,10.00,10.00,3,,,,Nepal
392062 - - Of poly(ethylene terephthalate),,10.00,10.00,3,,,,Nepal
392063 - - Of unsaturated polyesters,,10.00,10.00,3,,,,Nepal
392069 - - Of other polyesters,,10.00,10.00,12,,,,Nepal
392071 - - Of regenerated cellulose,,10.00,10.00,7,,,,Nepal
392073 - - Of cellulose acetate,,10.00,10.00,9,,,,Nepal
392079 - - Of other cellulose derivatives,,10.00,10.00,6,,,,Nepal
392091 - - Of poly(vinyl butyral),,10.00,10.00,3,,,,Nepal
392092 - - Of polyamides,,10.00,10.00,6,,,,Nepal
392093 - - Of amino-resins,,10.00,10.00,3,,,,Nepal
392094 - - Of phenolic resins,,10.00,10.00,3,,,,Nepal
392099 - - Of other plastics,,10.00,10.00,19,,,,Nepal
392111 - - Of polymers of styrene,,10.00,10.00,1,,,,Nepal
392112 - - Of polymers of vinyl chloride,,10.00,10.00,1,,,,Nepal
392113 - - Of polyurethanes,,10.00,10.00,2,,,,Nepal
392114 - - Of regenerated cellulose,,10.00,10.00,1,,,,Nepal
392119 - - Of other plastics,,10.00,10.00,1,,,,Nepal
392190 - Other,,10.00,10.00,22,,,,Nepal
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,10.00,1,,,,Nepal
392220 - Lavatory seats and covers,,10.00,10.00,1,,,,Nepal
392290 - Other,,10.00,10.00,1,,,,Nepal
"392310 - Boxes, cases, crates and similar articles",,10.00,10.00,5,,,,Nepal
392321 - - Of polymers of ethylene,,10.00,10.00,1,,,,Nepal
392329 - - Of other plastics,,10.00,10.00,2,,,,Nepal
"392330 - Carboys, bottles, flasks and similar articles",,10.00,10.00,2,,,,Nepal
"392340 - Spools, cops, bobbins and similar supports",,10.00,10.00,1,,,,Nepal
"392350 - Stoppers, lids, caps and other closures",,10.00,10.00,2,,,,Nepal
392390 - Other,,10.00,10.00,3,,,,Nepal
392410 - Tableware and kitchenware,,10.00,10.00,2,,,,Nepal
392490 - Other,,10.00,10.00,3,,,,Nepal
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,10.00,1,,,,Nepal
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,10.00,1,,,,Nepal
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,10.00,1,,,,Nepal
392590 - Other,,10.00,10.00,2,,,,Nepal
392610 - Office or school supplies,,10.00,10.00,4,,,,Nepal
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,10.00,10,,,,Nepal
"392630 - Fittings for furniture, coachwork or the like",,10.00,10.00,2,,,,Nepal
392640 - Statuettes and other ornamental articles,,10.00,10.00,13,,,,Nepal
392690 - Other,,10.00,10.00,16,,,,Nepal
,2016,"44,923,699",9.11,2.16,411,,411,,Nepal
390110 - Polyethylene having a specific gravity of less than 0.94,,7.50,0.00,2,,2,,Nepal
390120 - Polyethylene having a specific gravity of 0.94 or more,,7.50,0.00,1,,1,,Nepal
390130 - Ethylene-vinyl acetate copolymers,,7.50,0.00,1,,1,,Nepal
390190 - Other,,7.50,0.00,2,,2,,Nepal
390210 - Polypropylene,,7.50,0.00,1,,1,,Nepal
390220 - Polyisobutylene,,7.50,0.00,1,,1,,Nepal
390230 - Propylene copolymers,,7.50,0.00,1,,1,,Nepal
390290 - Other,,7.50,0.00,1,,1,,Nepal
390311 -- Expansible,,7.50,0.00,1,,1,,Nepal
390319 -- Other,,7.50,0.00,2,,2,,Nepal
390320 - Styrene-acrylonitrile (SAN) copolymers,,7.50,0.00,1,,1,,Nepal
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,7.50,0.00,1,,1,,Nepal
390390 - Other,,7.50,0.00,3,,3,,Nepal
"390410 - Poly(vinyl chloride), not mixed with any other substances",,7.50,0.00,2,,2,,Nepal
390421 -- Non-plasticised,,7.50,0.00,2,,2,,Nepal
390422 -- Plasticised,,7.50,0.00,2,,2,,Nepal
390430 - Vinyl chloride-vinyl acetate copolymers,,7.50,0.00,2,,2,,Nepal
390440 - Other vinyl chloride copolymers,,7.50,0.00,1,,1,,Nepal
390450 - Vinylidene chloride polymers,,7.50,0.00,2,,2,,Nepal
390461 -- Polytetrafluoroethylene,,7.50,0.00,1,,1,,Nepal
390469 -- Other,,7.50,0.00,2,,2,,Nepal
390490 - Other,,7.50,0.00,1,,1,,Nepal
390512 -- In aqueous dispersion,,7.50,0.00,3,,3,,Nepal
390519 -- Other,,7.50,0.00,3,,3,,Nepal
390521 -- In aqueous dispersion,,7.50,0.00,1,,1,,Nepal
390529 -- Other,,7.50,0.00,1,,1,,Nepal
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,7.50,0.00,1,,1,,Nepal
390591 -- Copolymers,,7.50,0.00,1,,1,,Nepal
390599 -- Other,,7.50,0.00,2,,2,,Nepal
390610 - Poly(methyl methacrylate),,7.50,0.00,2,,2,,Nepal
390690 - Other,,7.50,0.00,4,,4,,Nepal
390710 - Polyacetals,,7.50,0.00,1,,1,,Nepal
390720 - Other polyethers,,7.50,0.00,2,,2,,Nepal
390730 - Epoxide resins,,7.50,0.00,2,,2,,Nepal
390740 - Polycarbonates,,7.50,0.00,1,,1,,Nepal
390750 - Alkyd resins,,7.50,0.00,1,,1,,Nepal
390760 - Poly(ethylene terephthalate),,7.50,0.00,3,,3,,Nepal
390770 - Poly(lactic acid),,7.50,0.00,1,,1,,Nepal
390791 -- Unsaturated,,7.50,0.00,6,,6,,Nepal
390799 -- Other,,7.50,0.00,3,,3,,Nepal
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,10.00,0.00,2,,2,,Nepal
390890 - Other,,10.00,0.00,3,,3,,Nepal
390910 - Urea resins; thiourea resins,,7.50,0.00,2,,2,,Nepal
390920 - Melamine resins,,7.50,0.00,2,,2,,Nepal
390930 - Other amino-resins,,7.50,0.00,2,,2,,Nepal
390940 - Phenolic resins,,7.50,0.00,7,,7,,Nepal
390950 - Polyurethanes,,7.50,0.00,1,,1,,Nepal
391000 Silicones in primary forms.,,7.50,0.00,3,,3,,Nepal
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,7.50,0.00,2,,2,,Nepal
391190 - Other,,7.50,0.00,2,,2,,Nepal
391211 -- Non-plasticised,,7.50,0.00,5,,5,,Nepal
391212 -- Plasticised,,7.50,0.00,4,,4,,Nepal
391220 - Cellulose nitrates (including collodions),,7.50,0.00,4,,4,,Nepal
391231 -- Carboxymethylcellulose and its salts,,7.50,0.00,1,,1,,Nepal
391239 -- Other,,7.50,0.00,6,,6,,Nepal
391290 - Other,,7.50,0.00,3,,3,,Nepal
"391310 - Alginic acid, its salts and esters",,7.50,0.00,2,,2,,Nepal
391390 - Other,,7.50,0.00,5,,5,,Nepal
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,7.50,0.00,3,,3,,Nepal
391510 - Of polymers of ethylene,,7.50,0.00,1,,1,,Nepal
391520 - Of polymers of styrene,,7.50,0.00,1,,1,,Nepal
391530 - Of polymers of vinyl chloride,,7.50,0.00,2,,2,,Nepal
391590 - Of other plastics,"164,213",7.50,3.75,17,,17,,Nepal
391610 - Of polymers of ethylene,,10.00,0.00,3,,3,,Nepal
391620 - Of polymers of vinyl chloride,,10.00,0.00,4,,4,,Nepal
391690 - Of other plastics,"11,514",10.00,0.00,17,,17,,Nepal
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"6,550",10.00,0.00,2,,2,,Nepal
391721 -- Of polymers of ethylene,"189,070",10.00,0.00,2,,2,,Nepal
391722 -- Of polymers of propylene,,10.00,0.00,1,,1,,Nepal
391723 -- Of polymers of vinyl chloride,"82,580",10.00,0.00,2,,2,,Nepal
391729 -- Of other plastics,"21,128",10.00,0.00,6,,6,,Nepal
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,10.00,4.00,1,,1,,Nepal
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,10.00,0.00,3,,3,,Nepal
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,10.00,0.00,1,,1,,Nepal
391739 -- Other,"3,959",10.00,0.00,3,,3,,Nepal
391740 - Fittings,"65,425",10.00,5.00,1,,1,,Nepal
391810 - Of polymers of vinyl chloride,"1,905,667",10.00,5.00,2,,2,,Nepal
391890 - Of other plastics,,10.00,5.00,3,,3,,Nepal
391910 - In rolls of a width not exceeding 20 cm,,10.00,5.00,1,,1,,Nepal
391990 - Other,,10.00,5.00,3,,3,,Nepal
392010 - Of polymers of ethylene,"1,036,073",10.00,5.00,6,,6,,Nepal
392020 - Of polymers of propylene,,10.00,5.00,3,,3,,Nepal
392030 - Of polymers of styrene,,10.00,5.00,3,,3,,Nepal
392043 -- Containing by weight not less than 6 % of plasticisers,,10.00,0.00,1,,1,,Nepal
392049 -- Other,,10.00,0.00,1,,1,,Nepal
392051 -- Of poly(methyl methacrylate),,10.00,5.00,6,,6,,Nepal
392059 -- Other,,10.00,5.00,6,,6,,Nepal
392061 -- Of polycarbonates,,10.00,0.00,3,,3,,Nepal
392062 -- Of poly(ethylene terephthalate),,10.00,0.00,3,,3,,Nepal
392063 -- Of unsaturated polyesters,,10.00,0.00,3,,3,,Nepal
392069 -- Of other polyesters,,10.00,9.00,12,,12,,Nepal
392071 -- Of regenerated cellulose,,10.00,0.00,7,,7,,Nepal
392073 -- Of cellulose acetate,,10.00,0.00,9,,9,,Nepal
392079 -- Of other cellulose derivatives,,10.00,0.00,6,,6,,Nepal
392091 -- Of poly(vinyl butyral),,10.00,0.00,3,,3,,Nepal
392092 -- Of polyamides,,10.00,0.00,6,,6,,Nepal
392093 -- Of amino-resins,,10.00,0.00,3,,3,,Nepal
392094 -- Of phenolic resins,,10.00,0.00,3,,3,,Nepal
392099 -- Of other plastics,,10.00,9.00,19,,19,,Nepal
392111 -- Of polymers of styrene,,10.00,5.00,1,,1,,Nepal
392112 -- Of polymers of vinyl chloride,,10.00,5.00,1,,1,,Nepal
392113 -- Of polyurethanes,,10.00,5.00,2,,2,,Nepal
392114 -- Of regenerated cellulose,,10.00,0.00,1,,1,,Nepal
392119 -- Of other plastics,"768,365",10.00,0.00,1,,1,,Nepal
392190 - Other,,10.00,5.00,22,,22,,Nepal
"392210 - Baths, shower-baths, sinks and wash-basins",,10.00,0.00,1,,1,,Nepal
392220 - Lavatory seats and covers,,10.00,0.00,1,,1,,Nepal
392290 - Other,,10.00,0.00,1,,1,,Nepal
"392310 - Boxes, cases, crates and similar articles","3,168,748",10.00,5.00,5,,5,,Nepal
392321 -- Of polymers of ethylene,"54,342",10.00,5.00,1,,1,,Nepal
392329 -- Of other plastics,"2,286,270",10.00,5.00,2,,2,,Nepal
"392330 - Carboys, bottles, flasks and similar articles","720,003",10.00,5.00,2,,2,,Nepal
"392340 - Spools, cops, bobbins and similar supports",,10.00,0.00,1,,1,,Nepal
"392350 - Stoppers, lids, caps and other closures","2,008,781",10.00,5.00,2,,2,,Nepal
392390 - Other,"176,934",10.00,5.00,3,,3,,Nepal
392410 - Tableware and kitchenware,,10.00,0.00,2,,2,,Nepal
392490 - Other,430,10.00,5.00,3,,3,,Nepal
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l",,10.00,0.00,1,,1,,Nepal
"392520 - Doors, windows and their frames and thresholds for doors",,10.00,0.00,1,,1,,Nepal
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,10.00,0.00,1,,1,,Nepal
392590 - Other,,10.00,0.00,2,,2,,Nepal
392610 - Office or school supplies,"23,050",10.00,5.00,4,,4,,Nepal
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",,10.00,5.00,10,,10,,Nepal
"392630 - Fittings for furniture, coachwork or the like",,10.00,0.00,2,,2,,Nepal
