Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
870880 - Suspension systems and parts thereof (including shock-absorbers),,18.00,18.00,1,,,,Japan
870891 - - Radiators and parts thereof,,18.00,18.00,1,,,,Japan
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,18.00,18.00,1,,,,Japan
870893 - - Clutches and parts thereof,,18.00,18.00,1,,,,Japan
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,16.29,16.29,7,,,,Japan
870895 - - Safety airbags with inflater system; parts thereof,,14.00,14.00,4,,,,Japan
870899 - - Other,,9.00,9.00,2,,,,Japan
870911 - - Electrical,,14.00,14.00,1,,,,Japan
870919 - - Other,,14.00,14.00,1,,,,Japan
870990 - Parts,,14.00,14.00,1,,,,Japan
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,Japan
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,20.00,20.00,1,,,,Japan
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,20.00,20.00,3,,,,Japan
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,20.00,20.00,1,,,,Japan
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,20.00,20.00,1,,,,Japan
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,20.00,20.00,1,,,,Japan
871160 - With electric motor for propulsion,,20.00,20.00,1,,,,Japan
871190 - Other,,20.00,20.00,1,,,,Japan
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,20.00,20.00,2,,,,Japan
871310 - Not mechanically propelled,,12.00,12.00,1,,,,Japan
871390 - Other,,2.00,2.00,1,,,,Japan
871410 - Of motorcycles (including mopeds),,16.00,16.00,1,,,,Japan
871420 - Of carriages for disabled persons,,10.00,10.00,1,,,,Japan
"871491 - - Frames and forks, and parts thereof",,16.00,16.00,1,,,,Japan
871492 - - Wheel rims and spokes,,16.00,16.00,1,,,,Japan
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,16.00,16.00,2,,,,Japan
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,16.00,16.00,2,,,,Japan
871495 - - Saddles,,16.00,16.00,1,,,,Japan
"871496 - - Pedals and crank-gear, and parts thereof",,16.00,16.00,1,,,,Japan
871499 - - Other,,16.00,16.00,2,,,,Japan
871500 Baby carriages and parts thereof.,,20.00,20.00,1,,,,Japan
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,Japan
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,14.00,14.00,1,,,,Japan
871631 - - Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,Japan
871639 - - Other,,35.00,35.00,1,,,,Japan
871640 - Other trailers and semi-trailers,,35.00,35.00,1,,,,Japan
871680 - Other vehicles,,35.00,35.00,1,,,,Japan
871690 - Parts,,16.00,16.00,2,,,,Japan
,2017,"786,970,160",22.75,22.75,155,,,,Japan
870110 - Single axle tractors,"30,348",14.00,14.00,1,,,,Japan
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,Japan
870130 - Track-laying tractors,,14.00,14.00,1,,,,Japan
870191 - - Not exceeding 18 kW,"39,685",14.00,14.00,1,,,,Japan
870192 - - Exceeding 18 kW but not exceeding 37 kW,"19,241",14.00,14.00,1,,,,Japan
870193 - - Exceeding 37 kW but not exceeding 75 kW,,14.00,14.00,1,,,,Japan
870194 - - Exceeding 75 kW but not exceeding 130 kW,,7.00,7.00,2,,,,Japan
870195 - - Exceeding 130 kW,,7.00,7.00,2,,,,Japan
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),,35.00,35.00,1,,,,Japan
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,35.00,35.00,1,,,,Japan
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,35.00,35.00,1,,,,Japan
870240 - With only electric motor for propulsion,,35.00,35.00,2,,,,Japan
870290 - Other,,35.00,35.00,1,,,,Japan
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,35.00,35.00,1,,,,Japan
"870321 - - Of a cylinder capacity not exceeding 1,000 cc","6,466",35.00,35.00,1,,,,Japan
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","19,811",35.00,35.00,2,,,,Japan
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","95,385,230",35.00,35.00,2,,,,Japan
"870324 - - Of a cylinder capacity exceeding 3,000 cc","5,627,543",35.00,35.00,2,,,,Japan
"870331 - - Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,Japan
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","9,095,605",35.00,35.00,2,,,,Japan
"870333 - - Of a cylinder capacity exceeding 2,500 cc","15,503,125",35.00,35.00,2,,,,Japan
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power","49,968,070",35.00,35.00,1,,,,Japan
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,Japan
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,Japan
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,35.00,35.00,1,,,,Japan
"870380 - Other vehicles, with only electric motor for propulsion",,35.00,35.00,1,,,,Japan
870390 - Other,,35.00,35.00,1,,,,Japan
870410 - Dumpers designed for off-highway use,"445,077",7.00,7.00,2,,,,Japan
870421 - - g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870423 - - g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870431 - - g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870432 - - g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870490 - Other,,35.00,35.00,1,,,,Japan
870510 - Crane lorries,,35.00,35.00,2,,,,Japan
870520 - Mobile drilling derricks,,35.00,35.00,1,,,,Japan
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,Japan
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,Japan
870590 - Other,,18.50,18.50,2,,,,Japan
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,Japan
870710 - For the vehicles of heading 87.03,,35.00,35.00,1,,,,Japan
870790 - Other,"6,484",24.50,24.50,2,,,,Japan
870810 - Bumpers and parts thereof,"3,603,180",18.00,18.00,1,,,,Japan
870821 - - Safety seat belts,"357,038",18.00,18.00,1,,,,Japan
870829 - - Other,"39,165,607",14.73,14.73,11,,,,Japan
870830 - Brakes and servo-brakes; parts thereof,"23,435,792",16.67,16.67,3,,,,Japan
870840 - Gear boxes and parts thereof,"350,217,265",12.50,12.50,4,,,,Japan
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","16,573,888",13.00,13.00,6,,,,Japan
870870 - Road wheels and parts and accessories thereof,"893,781",16.00,16.00,2,,,,Japan
870880 - Suspension systems and parts thereof (including shock-absorbers),"9,300,157",18.00,18.00,1,,,,Japan
870891 - - Radiators and parts thereof,"2,084,691",18.00,18.00,1,,,,Japan
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,"2,346,082",18.00,18.00,1,,,,Japan
870893 - - Clutches and parts thereof,"720,972",18.00,18.00,1,,,,Japan
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof","23,312,692",16.29,16.29,7,,,,Japan
870895 - - Safety airbags with inflater system; parts thereof,"17,851,220",10.00,10.00,4,,,,Japan
870899 - - Other,"45,783,131",9.00,9.00,2,,,,Japan
870911 - - Electrical,"966,853",14.00,14.00,1,,,,Japan
870919 - - Other,"21,222",14.00,14.00,1,,,,Japan
870990 - Parts,"11,407",14.00,14.00,1,,,,Japan
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,Japan
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"1,685",20.00,20.00,1,,,,Japan
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"557,214",20.00,20.00,3,,,,Japan
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"615,128",20.00,20.00,1,,,,Japan
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"158,068",20.00,20.00,1,,,,Japan
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"232,045",20.00,20.00,1,,,,Japan
871160 - With electric motor for propulsion,,20.00,20.00,1,,,,Japan
871190 - Other,,20.00,20.00,1,,,,Japan
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,27.50,27.50,2,,,,Japan
871310 - Not mechanically propelled,,12.00,12.00,1,,,,Japan
871390 - Other,,2.00,2.00,1,,,,Japan
871410 - Of motorcycles (including mopeds),"65,419,032",16.00,16.00,1,,,,Japan
871420 - Of carriages for disabled persons,,10.00,10.00,1,,,,Japan
"871491 - - Frames and forks, and parts thereof","1,483",16.00,16.00,1,,,,Japan
871492 - - Wheel rims and spokes,"19,900",16.00,16.00,1,,,,Japan
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels","850,092",16.00,16.00,2,,,,Japan
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,251,208",16.00,16.00,2,,,,Japan
871495 - - Saddles,,16.00,16.00,1,,,,Japan
"871496 - - Pedals and crank-gear, and parts thereof","788,380",16.00,16.00,1,,,,Japan
871499 - - Other,"3,964,325",16.00,16.00,2,,,,Japan
871500 Baby carriages and parts thereof.,,20.00,20.00,1,,,,Japan
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,Japan
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,14.00,14.00,1,,,,Japan
871631 - - Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,Japan
871639 - - Other,,35.00,35.00,1,,,,Japan
871640 - Other trailers and semi-trailers,,35.00,35.00,1,,,,Japan
871680 - Other vehicles,"290,008",35.00,35.00,1,,,,Japan
871690 - Parts,"29,929",16.00,16.00,2,,,,Japan
,2016,"655,468,714",22.13,22.13,141,,,,Japan
870110 - Pedestrian controlled tractors,,14.00,14.00,1,,,,Japan
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,Japan
870130 -Track-laying tractors,,14.00,14.00,1,,,,Japan
870190 - Other,"670,288",7.00,7.00,2,,,,Japan
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,35.00,35.00,1,,,,Japan
870290 - Other,,35.00,35.00,2,,,,Japan
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,35.00,35.00,1,,,,Japan
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",,35.00,35.00,1,,,,Japan
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc","1,111",35.00,35.00,2,,,,Japan
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","91,043,436",35.00,35.00,2,,,,Japan
"870324 -- Of a cylinder capacity exceeding 3,000 cc","11,464,089",35.00,35.00,2,,,,Japan
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,Japan
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","15,233,404",35.00,35.00,2,,,,Japan
"870333 -- Of a cylinder capacity exceeding 2,500 cc","12,319,411",35.00,35.00,2,,,,Japan
870390 - Other,,35.00,35.00,1,,,,Japan
870410 - Dumpers designed for off-highway use,,7.00,7.00,2,,,,Japan
870421 -- g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870423 -- g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870431 -- g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870432 -- g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870490 - Other,,35.00,35.00,1,,,,Japan
870510 - Crane lorries,,17.50,17.50,2,,,,Japan
870520 -Mobile drilling derricks,,35.00,35.00,1,,,,Japan
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,Japan
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,Japan
870590 - Other,,18.50,18.50,2,,,,Japan
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,Japan
870710 - For the vehicles of heading 87.03,"16,257",35.00,35.00,1,,,,Japan
870790 - Other,,24.50,24.50,2,,,,Japan
870810 - Bumpers and parts thereof,"3,879,325",18.00,18.00,1,,,,Japan
870821 -- Safety seat belts,"615,470",18.00,18.00,1,,,,Japan
870829 -- Other,"44,645,054",14.73,14.73,11,,,,Japan
870830 - Brakes and servo-brakes; parts thereof,"19,980,467",16.67,16.67,3,,,,Japan
870840 - Gear boxes and parts thereof,"280,279,401",12.50,12.50,4,,,,Japan
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","16,554,240",13.00,13.00,6,,,,Japan
870870 - Road wheels and parts and accessories thereof,"782,987",16.00,16.00,2,,,,Japan
870880 - Suspension systems and parts thereof (including shock- absorbers),"7,925,954",18.00,18.00,1,,,,Japan
870891 -- Radiators and parts thereof,"3,101,568",18.00,18.00,1,,,,Japan
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"3,166,328",18.00,18.00,1,,,,Japan
870893 -- Clutches and parts thereof,"1,219,636",18.00,18.00,1,,,,Japan
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","21,423,370",16.29,16.29,7,,,,Japan
870895 -- Safety airbags with inflater system; parts thereof,"7,604,613",10.00,10.00,4,,,,Japan
870899 -- Other,"42,984,262",9.00,9.00,2,,,,Japan
870911 -- Electrical,"133,249",14.00,14.00,1,,,,Japan
870919 -- Other,,14.00,14.00,1,,,,Japan
870990 - Parts,"4,884",14.00,14.00,1,,,,Japan
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,Japan
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"3,869",20.00,20.00,1,,,,Japan
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"1,559,533",20.00,20.00,3,,,,Japan
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"1,593,789",20.00,20.00,1,,,,Japan
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"52,224",20.00,20.00,1,,,,Japan
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"212,936",20.00,20.00,1,,,,Japan
871190 - Other,,20.00,20.00,1,,,,Japan
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","1,214",20.00,20.00,2,,,,Japan
871310 - Not mechanically propelled,,12.00,12.00,1,,,,Japan
871390 - Other,,2.00,2.00,1,,,,Japan
871410 - Of motorcycles (including mopeds),"61,132,552",16.00,16.00,1,,,,Japan
871420 - Of carriages for disabled persons,,10.00,10.00,1,,,,Japan
"871491 -- Frames and forks, and parts thereof","2,937",16.00,16.00,1,,,,Japan
871492 -- Wheel rims and spokes,999,16.00,16.00,1,,,,Japan
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","790,361",16.00,16.00,2,,,,Japan
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","1,331,542",16.00,16.00,2,,,,Japan
871495 -- Saddles,,16.00,16.00,1,,,,Japan
"871496 -- Pedals and crank-gear, and parts thereof","673,509",16.00,16.00,1,,,,Japan
871499 -- Other,"2,905,928",16.00,16.00,2,,,,Japan
871500 Baby carriages and parts thereof.,,20.00,20.00,1,,,,Japan
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,20.00,20.00,1,,,,Japan
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,14.00,14.00,1,,,,Japan
871631 -- Tanker trailers and tanker semi-trailers,,35.00,35.00,1,,,,Japan
871639 -- Other,,35.00,35.00,1,,,,Japan
871640 - Other trailers and semi-trailers,,35.00,35.00,1,,,,Japan
871680 - Other vehicles,"156,610",35.00,35.00,1,,,,Japan
871690 - Parts,"1,907",16.00,16.00,2,,,,Japan
,2015,"957,986,463",22.13,22.13,141,,,,Japan
870110 - Pedestrian controlled tractors,,14.00,14.00,1,,,,Japan
870120 - Road tractors for semi-trailers,,35.00,35.00,1,,,,Japan
870130 -Track-laying tractors,,14.00,14.00,1,,,,Japan
870190 - Other,"749,149",7.00,7.00,2,,,,Japan
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,35.00,35.00,1,,,,Japan
870290 - Other,,35.00,35.00,2,,,,Japan
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,35.00,35.00,1,,,,Japan
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",,35.00,35.00,1,,,,Japan
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",,35.00,35.00,2,,,,Japan
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc","264,900,418",35.00,35.00,2,,,,Japan
"870324 -- Of a cylinder capacity exceeding 3,000 cc","9,478,653",35.00,35.00,2,,,,Japan
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,35.00,35.00,2,,,,Japan
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc","23,117,207",35.00,35.00,2,,,,Japan
"870333 -- Of a cylinder capacity exceeding 2,500 cc","28,284,307",35.00,35.00,2,,,,Japan
870390 - Other,,35.00,35.00,1,,,,Japan
870410 - Dumpers designed for off-highway use,"2,770,034",7.00,7.00,2,,,,Japan
870421 -- g.v.w. not exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870423 -- g.v.w. exceeding 20 tonnes,,35.00,35.00,4,,,,Japan
870431 -- g.v.w. not exceeding 5 tonnes,"7,069",35.00,35.00,4,,,,Japan
870432 -- g.v.w. exceeding 5 tonnes,,35.00,35.00,4,,,,Japan
870490 - Other,,35.00,35.00,1,,,,Japan
870510 - Crane lorries,,17.50,17.50,2,,,,Japan
870520 -Mobile drilling derricks,,35.00,35.00,1,,,,Japan
870530 - Fire fighting vehicles,,35.00,35.00,1,,,,Japan
870540 - Concrete-mixer lorries,,35.00,35.00,1,,,,Japan
870590 - Other,,18.50,18.50,2,,,,Japan
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,28.00,28.00,3,,,,Japan
870710 - For the vehicles of heading 87.03,,35.00,35.00,1,,,,Japan
870790 - Other,"289,541",24.50,24.50,2,,,,Japan
870810 - Bumpers and parts thereof,"5,396,981",18.00,18.00,1,,,,Japan
870821 -- Safety seat belts,"1,814,435",18.00,18.00,1,,,,Japan
870829 -- Other,"68,126,515",14.73,14.73,11,,,,Japan
870830 - Brakes and servo-brakes; parts thereof,"23,230,622",16.67,16.67,3,,,,Japan
870840 - Gear boxes and parts thereof,"250,145,237",12.50,12.50,4,,,,Japan
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof","37,080,327",13.00,13.00,6,,,,Japan
870870 - Road wheels and parts and accessories thereof,"1,745,022",16.00,16.00,2,,,,Japan
870880 - Suspension systems and parts thereof (including shock- absorbers),"12,935,439",18.00,18.00,1,,,,Japan
870891 -- Radiators and parts thereof,"5,245,010",18.00,18.00,1,,,,Japan
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,"4,299,128",18.00,18.00,1,,,,Japan
870893 -- Clutches and parts thereof,"1,169,781",18.00,18.00,1,,,,Japan
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof","32,928,704",16.29,16.29,7,,,,Japan
870895 -- Safety airbags with inflater system; parts thereof,"7,634,791",10.00,10.00,4,,,,Japan
870899 -- Other,"53,652,086",9.00,9.00,2,,,,Japan
870911 -- Electrical,"318,718",14.00,14.00,1,,,,Japan
870919 -- Other,"159,469",14.00,14.00,1,,,,Japan
870990 - Parts,"7,232",14.00,14.00,1,,,,Japan
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,0.00,0.00,1,,,,Japan
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,"2,739",20.00,20.00,1,,,,Japan
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,"2,016,708",20.00,20.00,3,,,,Japan
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,"889,826",20.00,20.00,1,,,,Japan
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"307,895",20.00,20.00,1,,,,Japan
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"4,413,898",20.00,20.00,1,,,,Japan
871190 - Other,,20.00,20.00,1,,,,Japan
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,20.00,20.00,2,,,,Japan
871310 - Not mechanically propelled,,12.00,12.00,1,,,,Japan
871390 - Other,,2.00,2.00,1,,,,Japan
871410 - Of motorcycles (including mopeds),"104,792,950",16.00,16.00,1,,,,Japan
871420 - Of carriages for disabled persons,,10.00,10.00,1,,,,Japan
"871491 -- Frames and forks, and parts thereof","2,459",16.00,16.00,1,,,,Japan
871492 -- Wheel rims and spokes,"4,757",16.00,16.00,1,,,,Japan
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","601,667",16.00,16.00,2,,,,Japan
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","2,312,630",16.00,16.00,2,,,,Japan
871495 -- Saddles,103,16.00,16.00,1,,,,Japan
"871496 -- Pedals and crank-gear, and parts thereof","1,302,787",16.00,16.00,1,,,,Japan
871499 -- Other,"4,922,431",16.00,16.00,2,,,,Japan
871500 Baby carriages and parts thereof.,,20.00,20.00,1,,,,Japan
