Importer,Year,Value,Ad val. duties,Number of lines,Russian Federation
,(US$),Simple average,MFN duties,Pref. duties,Russian Federation
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Russian Federation
880330 - Other parts of aeroplanes or helicopters,,2.50,2.50,1,,,,Russian Federation
880390 - Other,,10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 - - Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 - - Other,,10.00,10.00,1,,,,Russian Federation
,2016,"35,851,189",7.83,7.83,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,339,2.50,2.50,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"273,494",2.50,2.50,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"35,010,051",2.50,2.50,1,,,,Russian Federation
880390 - Other,"567,305",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2015,"47,961,755",7.83,7.83,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","11,540,218",10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","21,435,426",10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,"216,764",2.50,2.50,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"759,687",2.50,2.50,1,,,,Russian Federation
880390 - Other,"13,606,550",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,"403,110",10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2014,"116,817,816",7.83,7.83,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","2,020,000",10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","2,023,408",3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,682,738",2.50,2.50,1,,,,Russian Federation
880390 - Other,"111,030,777",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,"60,893",10.00,10.00,1,,,,Russian Federation
,2013,"26,319,416",7.83,7.83,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"719,233",2.50,2.50,1,,,,Russian Federation
880390 - Other,"25,600,183",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2012,"101,914,670",7.83,7.83,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","43,142,184",10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","44,846,109",10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"1,166,407",2.50,2.50,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"3,444,645",2.50,2.50,1,,,,Russian Federation
880390 - Other,"9,279,305",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"36,020",10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2011,"9,956,016",7.90,7.90,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"1,549",3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,585,164",3.00,3.00,1,,,,Russian Federation
880390 - Other,"8,369,303",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2010,"11,051,195",7.90,7.90,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg","4,190,810",10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","1,871,471",3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,792,634",3.00,3.00,1,,,,Russian Federation
880390 - Other,"3,196,281",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2009,"18,673,957",7.90,7.90,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"38,585",3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"8,781,009",3.00,3.00,1,,,,Russian Federation
880390 - Other,"9,854,364",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2008,"23,134,761",6.45,6.45,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,8.33,8.33,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,750,680",3.00,3.00,1,,,,Russian Federation
880390 - Other,"21,362,710",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"21,371",10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,Russian Federation
880529 -- Other,,5.00,5.00,1,,,,Russian Federation
,2007,"20,813,009",7.90,7.90,20,,,,Russian Federation
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,"3,504,748",3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of aeroplanes or helicopters,"1,852,288",3.00,3.00,1,,,,Russian Federation
880390 - Other,"15,455,973",10.00,10.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,Russian Federation
880529 -- Other,,10.00,10.00,1,,,,Russian Federation
,2006,"81,732,393",9.65,9.65,20,,,,Russian Federation
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,Russian Federation
880190 - Other,,12.50,12.50,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","3,552,174",3.00,3.00,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg","71,785,278",3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"1,651,490",3.00,3.00,1,,,,Russian Federation
880390 - Other,"4,743,451",12.50,12.50,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,12.50,12.50,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,12.50,12.50,1,,,,Russian Federation
880529 -- Other,,12.50,12.50,1,,,,Russian Federation
,2005,"5,459,258",11.40,11.40,20,,,,Russian Federation
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,Russian Federation
880190 - Other,,15.00,15.00,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg","702,630",15.00,15.00,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"3,446,031",3.00,3.00,1,,,,Russian Federation
880390 - Other,"1,310,596",15.00,15.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.00,15.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,Russian Federation
880529 -- Other,,15.00,15.00,1,,,,Russian Federation
,2004,"1,762,084",14.90,14.90,20,,,,Russian Federation
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,Russian Federation
880190 - Other,,20.00,20.00,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"987,463",3.00,3.00,1,,,,Russian Federation
880390 - Other,"774,621",20.00,20.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,20.00,20.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,Russian Federation
880529 -- Other,,20.00,20.00,1,,,,Russian Federation
,2003,"4,130,888",18.40,18.40,20,,,,Russian Federation
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Russian Federation
880190 - Other,,25.00,25.00,2,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"3,086,615",3.00,3.00,1,,,,Russian Federation
880390 - Other,"1,044,273",25.00,25.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,25.00,25.00,2,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,Russian Federation
880529 -- Other,,25.00,25.00,1,,,,Russian Federation
,2002,"4,937,476",18.94,18.94,16,,,,Russian Federation
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,Russian Federation
880190 - Other,,30.00,30.00,1,,,,Russian Federation
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,Russian Federation
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,Russian Federation
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,Russian Federation
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,Russian Federation
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,Russian Federation
880330 - Other parts of airplanes or helicopters,"4,381,119",3.00,3.00,1,,,,Russian Federation
880390 - Other,"556,357",30.00,30.00,1,,,,Russian Federation
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,30.00,30.00,1,,,,Russian Federation
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,30.00,30.00,1,,,,Russian Federation
880521 -- Air combat simulators and parts thereof,,30.00,30.00,1,,,,Russian Federation
880529 -- Other,,30.00,30.00,1,,,,Russian Federation
,2001,"5,619,984",15.80,15.80,15,,,,Russian Federation
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,Russian Federation
880190 - Other,,35.00,35.00,1,,,,Russian Federation
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,Russian Federation
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,Russian Federation
