Importer,Year,Value,Ad val. duties,Number of lines,European Union
,(US$),Simple average,MFN duties,Pref. duties,European Union
,MFN,Best,All items,Non ad val.,All items,Non ad val.,European Union
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,European Union
040221 - - Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 - - Other,,30.00,30.00,3,,,,European Union
040291 - - Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 - - Other,,30.00,30.00,3,,,,European Union
040310 - Yogurt,,30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,European Union
040490 - Other,,30.00,30.00,1,,,,European Union
040510 - Butter,,30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,,33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,European Union
040690 - Other cheese,,30.00,30.00,1,,,,European Union
040711 - - Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040719 - - Other,,30.00,30.00,2,,,,European Union
040721 - - Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 - - Other,,30.00,30.00,1,,,,European Union
040790 - Others,,30.00,30.00,1,,,,European Union
040811 - - Dried,,30.00,30.00,1,,,,European Union
040819 - - Other,,30.00,30.00,1,,,,European Union
040891 - - Dried,,30.00,30.00,1,,,,European Union
040899 - - Other,,30.00,30.00,1,,,,European Union
040900 Natural honey.,,60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2016,"22,042,677",33.62,33.62,47,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","11,502",30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","346,659",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","272,261",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"81,248",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"18,991",30.00,30.00,2,,,,European Union
040299 -- Other,"15,119",30.00,30.00,3,,,,European Union
040310 - Yogurt,"56,510",30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","11,799,585",30.00,30.00,3,,,,European Union
040490 - Other,"575,061",30.00,30.00,1,,,,European Union
040510 - Butter,"610,401",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"64,296",33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","410,023",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","351,192",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,571,168",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"50,363",30.00,30.00,1,,,,European Union
040690 - Other cheese,"3,173,531",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"246,006",30.00,30.00,1,,,,European Union
040719 -- Other,"13,105",30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,"406,396",30.00,30.00,1,,,,European Union
040811 -- Dried,"73,262",30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"2,059",30.00,30.00,1,,,,European Union
040900 Natural honey.,"893,405",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",534,30.00,30.00,3,,,,European Union
,2015,"30,214,365",33.62,33.62,47,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","5,466",30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","515,874",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","354,042",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,"176,924",60.00,60.00,1,,,,European Union
040229 -- Other,"1,836,818",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"266,470",30.00,30.00,3,,,,European Union
040310 - Yogurt,983,30.00,30.00,1,,,,European Union
040390 - Other,142,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","15,903,722",30.00,30.00,3,,,,European Union
040490 - Other,"1,280,130",30.00,30.00,1,,,,European Union
040510 - Butter,"616,900",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"23,172",33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","312,005",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","346,253",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,901,970",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"7,740",30.00,30.00,1,,,,European Union
040690 - Other cheese,"3,919,308",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"368,479",30.00,30.00,1,,,,European Union
040719 -- Other,"19,057",30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,"553,909",30.00,30.00,1,,,,European Union
040811 -- Dried,"117,336",30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"4,671",30.00,30.00,1,,,,European Union
040900 Natural honey.,"680,841",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.","2,153",30.00,30.00,3,,,,European Union
,2014,"28,569,735",33.62,33.62,47,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","549,011",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,262,546",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"2,036,362",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"532,645",30.00,30.00,3,,,,European Union
040310 - Yogurt,"59,681",30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","13,834,536",30.00,30.00,3,,,,European Union
040490 - Other,"204,027",30.00,30.00,1,,,,European Union
040510 - Butter,"508,952",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,361,33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","219,410",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","402,787",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,837,642",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"8,965",30.00,30.00,1,,,,European Union
040690 - Other cheese,"4,346,718",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"260,845",30.00,30.00,1,,,,European Union
040719 -- Other,"14,749",30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,"585,020",30.00,30.00,1,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"1,629",30.00,30.00,1,,,,European Union
040900 Natural honey.,"903,849",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2013,"20,925,145",33.62,33.62,47,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","339,224",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,603,966",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"1,525,543",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"103,544",30.00,30.00,3,,,,European Union
040310 - Yogurt,"244,791",30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","8,695,712",30.00,30.00,3,,,,European Union
040490 - Other,"195,990",30.00,30.00,1,,,,European Union
040510 - Butter,"329,391",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"57,343",33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","276,428",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","509,249",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,924,311",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"17,197",30.00,30.00,1,,,,European Union
040690 - Other cheese,"3,320,742",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"212,167",30.00,30.00,1,,,,European Union
040719 -- Other,,30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,"272,545",30.00,30.00,1,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,868,30.00,30.00,1,,,,European Union
040900 Natural honey.,"296,134",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2012,"18,933,666",33.62,33.62,47,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","261,030",30.00,30.00,1,,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,391,878",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"445,084",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"214,593",30.00,30.00,3,,,,European Union
040310 - Yogurt,"258,050",30.00,30.00,1,,,,European Union
040390 - Other,807,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","7,672,181",30.00,30.00,3,,,,European Union
040490 - Other,366,30.00,30.00,1,,,,European Union
040510 - Butter,"548,131",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,,33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,490,558",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","281,456",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","2,743,800",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,European Union
040690 - Other cheese,"3,198,102",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,"118,978",30.00,30.00,1,,,,European Union
040719 -- Other,"88,666",30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,,30.00,30.00,1,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,179,30.00,30.00,1,,,,European Union
040891 -- Dried,815,30.00,30.00,1,,,,European Union
040899 -- Other,"4,121",30.00,30.00,1,,,,European Union
040900 Natural honey.,"214,871",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2011,"101,623,286",34.35,34.35,47,1,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %","30,671",30.00,30.00,1,,,,European Union
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %","92,767",,,1,1,,,European Union
"040150 - Of a fat content, by weight, exceeding 10 %","92,767",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","80,436,733",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"1,894,272",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"575,847",30.00,30.00,3,,,,European Union
040310 - Yogurt,"287,394",30.00,30.00,1,,,,European Union
040390 - Other,"27,545",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","11,571,893",30.00,30.00,3,,,,European Union
040490 - Other,"2,895",30.00,30.00,1,,,,European Union
040510 - Butter,"399,904",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,,40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","2,158,831",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","188,342",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,214,104",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,European Union
040690 - Other cheese,"2,053,353",30.00,30.00,1,,,,European Union
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040719 -- Other,"390,641",30.00,30.00,2,,,,European Union
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,European Union
040729 -- Other,,30.00,30.00,1,,,,European Union
040790 - Others,,30.00,30.00,1,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,180,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"1,641",30.00,30.00,1,,,,European Union
040900 Natural honey.,"203,506",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2010,"15,634,947",33.95,33.95,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","144,994",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","846,836",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"397,775",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"397,722",30.00,30.00,3,,,,European Union
040310 - Yogurt,"422,880",30.00,30.00,1,,,,European Union
040390 - Other,,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","7,670,359",30.00,30.00,3,,,,European Union
040490 - Other,,30.00,30.00,1,,,,European Union
040510 - Butter,"203,945",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,,33.33,33.33,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,414,222",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","410,957",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,514,525",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,European Union
040690 - Other cheese,"1,701,230",30.00,30.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","267,696",30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,,30.00,30.00,1,,,,European Union
040900 Natural honey.,"241,806",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2009,"14,809,179",34.88,34.88,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","70,960",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","7,049,629",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"323,470",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,European Union
040299 -- Other,"537,141",30.00,30.00,3,,,,European Union
040310 - Yogurt,"287,915",30.00,30.00,1,,,,European Union
040390 - Other,510,30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,544,228",30.00,30.00,3,,,,European Union
040490 - Other,48,30.00,30.00,1,,,,European Union
040510 - Butter,"161,883",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,252,40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,456,437",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","447,024",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,255,206",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"58,530",30.00,30.00,1,,,,European Union
040690 - Other cheese,"1,364,244",40.00,40.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","138,351",30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,,30.00,30.00,1,,,,European Union
040900 Natural honey.,"113,351",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2008,"8,021,186",34.19,34.19,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","59,258",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","243,128",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"730,219",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"36,730",30.00,30.00,2,,,,European Union
040299 -- Other,"163,809",30.00,30.00,3,,,,European Union
040310 - Yogurt,"351,032",30.00,30.00,1,,,,European Union
040390 - Other,"237,259",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,302,279",30.00,30.00,3,,,,European Union
040490 - Other,"393,088",30.00,30.00,1,,,,European Union
040510 - Butter,"133,203",30.00,30.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,"2,933",36.67,36.67,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,082,876",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","339,518",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","1,606,687",30.00,30.00,1,,,,European Union
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,"40,957",30.00,30.00,1,,,,European Union
040690 - Other cheese,"1,206,623",30.00,30.00,1,,,,European Union
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","12,452",30.00,30.00,3,,,,European Union
040811 -- Dried,,30.00,30.00,1,,,,European Union
040819 -- Other,,30.00,30.00,1,,,,European Union
040891 -- Dried,,30.00,30.00,1,,,,European Union
040899 -- Other,"1,911",30.00,30.00,1,,,,European Union
040900 Natural honey.,"77,224",60.00,60.00,1,,,,European Union
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,European Union
,2007,"7,666,348",34.65,34.65,43,,,,European Union
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,European Union
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,European Union
"040130 - Of a fat content, by weight, exceeding 6%","124,079",30.00,30.00,1,,,,European Union
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","331,821",60.00,60.00,3,,,,European Union
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,European Union
040229 -- Other,"211,229",30.00,30.00,3,,,,European Union
040291 -- Not containing added sugar or other sweetening matter,"134,047",30.00,30.00,2,,,,European Union
040299 -- Other,"361,329",30.00,30.00,3,,,,European Union
040310 - Yogurt,"261,959",30.00,30.00,1,,,,European Union
040390 - Other,"43,632",30.00,30.00,2,,,,European Union
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,672,679",30.00,30.00,3,,,,European Union
040490 - Other,393,30.00,30.00,1,,,,European Union
040510 - Butter,"161,293",40.00,40.00,1,,,,European Union
040520 - Dairy spreads,,40.00,40.00,1,,,,European Union
040590 - Other,,40.00,40.00,3,,,,European Union
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","1,106,088",30.00,30.00,1,,,,European Union
"040620 - Grated or powdered cheese, of all kinds","243,059",30.00,30.00,1,,,,European Union
"040630 - Processed cheese, not grated or powdered","894,481",30.00,30.00,1,,,,European Union
