Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
080280 - Areca nuts,,100.00,100.00,4,,,,South Africa
080290 - Other,,30.00,30.00,1,,,,South Africa
080310 - Plantains,,30.00,30.00,2,,,,South Africa
080390 - Other,,30.00,30.00,2,,,,South Africa
080410 - Dates,,25.00,25.00,4,,,,South Africa
080420 - Figs,,30.00,30.00,2,,,,South Africa
080430 - Pineapples,,30.00,30.00,1,,,,South Africa
080440 - Avocados,,30.00,30.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,South Africa
080510 - Oranges,,30.00,30.00,1,,,,South Africa
080521 - - Mandarins (including tangerines and satsumas),,30.00,30.00,1,,,,South Africa
080522 - - Clementines,,30.00,30.00,1,,,,South Africa
080529 - - Other,,30.00,30.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,South Africa
080590 - Other,,30.00,30.00,1,,,,South Africa
080610 - Fresh,,30.00,30.00,1,,,,South Africa
080620 - Dried,,100.00,100.00,2,,,,South Africa
080711 - - Watermelons,,30.00,30.00,1,,,,South Africa
080719 - - Other,,30.00,30.00,1,,,,South Africa
080720 - Papaws (papayas),,30.00,30.00,1,,,,South Africa
080810 - Apples,,50.00,50.00,1,,,,South Africa
080830 - Pears,,30.00,30.00,1,,,,South Africa
080840 - Quinces,,30.00,30.00,1,,,,South Africa
080910 - Apricots,,30.00,30.00,1,,,,South Africa
080921 - - Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,South Africa
080929 - - Other,,30.00,30.00,1,,,,South Africa
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,South Africa
080940 - Plums and sloes,,25.00,25.00,1,,,,South Africa
081010 - Strawberries,,30.00,30.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,South Africa
081050 - Kiwifruit,,30.00,30.00,1,,,,South Africa
081060 - Durians,,15.00,15.00,1,,,,South Africa
081070 - Persimmons,,30.00,30.00,1,,,,South Africa
081090 - Other,,15.00,15.00,7,,,,South Africa
081110 - Strawberries,,30.00,30.00,3,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,South Africa
081190 - Other,,30.00,30.00,2,,,,South Africa
081210 - Cherries,,30.00,30.00,1,,,,South Africa
081290 - Other,,30.00,30.00,2,,,,South Africa
081310 - Apricots,,30.00,30.00,1,,,,South Africa
081320 - Prunes,,25.00,25.00,1,,,,South Africa
081330 - Apples,,30.00,30.00,1,,,,South Africa
081340 - Other fruit,,30.00,30.00,3,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,South Africa
,2016,"12,172,502",35.10,35.10,101,2,,,South Africa
080111 -- Desiccated,,70.00,70.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,South Africa
080119 -- Other,,70.00,70.00,3,,,,South Africa
080121 -- In shell,,30.00,30.00,1,,,,South Africa
080122 -- Shelled,,30.00,30.00,1,,,,South Africa
080131 -- In shell,,5.00,5.00,1,,,,South Africa
080132 -- Shelled,,45.00,45.00,3,,,,South Africa
080211 -- In shell,,,,1,1,,,South Africa
080212 -- Shelled,,,,1,1,,,South Africa
080221 -- In shell,,10.00,10.00,1,,,,South Africa
080222 -- Shelled,,10.00,10.00,1,,,,South Africa
080231 -- In shell,,30.00,30.00,1,,,,South Africa
080232 -- Shelled,,30.00,30.00,1,,,,South Africa
080241 -- In shell,,30.00,30.00,1,,,,South Africa
080242 -- Shelled,,30.00,30.00,1,,,,South Africa
080251 -- In shell,,10.00,10.00,1,,,,South Africa
080252 -- Shelled,,10.00,10.00,1,,,,South Africa
080261 -- In shell,,30.00,30.00,1,,,,South Africa
080262 -- Shelled,,30.00,30.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,South Africa
080280 - Areca nuts,,100.00,100.00,4,,,,South Africa
080290 - Other,,30.00,30.00,1,,,,South Africa
080310 - Plantains,,30.00,30.00,2,,,,South Africa
080390 - Other,,30.00,30.00,2,,,,South Africa
080410 - Dates,,25.00,25.00,4,,,,South Africa
080420 - Figs,,30.00,30.00,2,,,,South Africa
080430 - Pineapples,,30.00,30.00,1,,,,South Africa
080440 - Avocados,,30.00,30.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens","6,145",30.00,30.00,5,,,,South Africa
080510 - Oranges,"3,531,130",30.00,30.00,1,,,,South Africa
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","16,902",30.00,30.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos","68,347",25.00,25.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,South Africa
080590 - Other,"1,407",30.00,30.00,1,,,,South Africa
080610 - Fresh,"118,649",30.00,30.00,1,,,,South Africa
080620 - Dried,,100.00,100.00,2,,,,South Africa
080711 -- Watermelons,,30.00,30.00,1,,,,South Africa
080719 -- Other,,30.00,30.00,1,,,,South Africa
080720 - Papaws (papayas),,30.00,30.00,1,,,,South Africa
080810 - Apples,"956,043",50.00,50.00,1,,,,South Africa
080830 - Pears,"6,591,657",30.00,30.00,1,,,,South Africa
080840 - Quinces,,30.00,30.00,1,,,,South Africa
080910 - Apricots,,30.00,30.00,1,,,,South Africa
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,South Africa
080929 -- Other,"3,868",30.00,30.00,1,,,,South Africa
"080930 - Peaches, including nectarines",22,30.00,30.00,1,,,,South Africa
080940 - Plums and sloes,"878,332",25.00,25.00,1,,,,South Africa
081010 - Strawberries,,30.00,30.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,South Africa
081050 - Kiwifruit,,30.00,30.00,1,,,,South Africa
081060 - Durians,,15.00,15.00,1,,,,South Africa
081070 - Persimmons,,30.00,30.00,1,,,,South Africa
081090 - Other,,15.00,15.00,7,,,,South Africa
081110 - Strawberries,,30.00,30.00,3,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,South Africa
081190 - Other,,30.00,30.00,2,,,,South Africa
081210 - Cherries,,30.00,30.00,1,,,,South Africa
081290 - Other,,30.00,30.00,2,,,,South Africa
081310 - Apricots,,30.00,30.00,1,,,,South Africa
081320 - Prunes,,25.00,25.00,1,,,,South Africa
081330 - Apples,,30.00,30.00,1,,,,South Africa
081340 - Other fruit,,30.00,30.00,3,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,South Africa
,2015,"16,614,086",35.05,35.05,101,2,,,South Africa
080111 -- Desiccated,,70.00,70.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,South Africa
080119 -- Other,,70.00,70.00,3,,,,South Africa
080121 -- In shell,,30.00,30.00,1,,,,South Africa
080122 -- Shelled,,30.00,30.00,1,,,,South Africa
080131 -- In shell,,0.00,0.00,1,,,,South Africa
080132 -- Shelled,,45.00,45.00,3,,,,South Africa
080211 -- In shell,,,,1,1,,,South Africa
080212 -- Shelled,,,,1,1,,,South Africa
080221 -- In shell,,10.00,10.00,1,,,,South Africa
080222 -- Shelled,,10.00,10.00,1,,,,South Africa
080231 -- In shell,,30.00,30.00,1,,,,South Africa
080232 -- Shelled,,30.00,30.00,1,,,,South Africa
080241 -- In shell,,30.00,30.00,1,,,,South Africa
080242 -- Shelled,,30.00,30.00,1,,,,South Africa
080251 -- In shell,,10.00,10.00,1,,,,South Africa
080252 -- Shelled,,10.00,10.00,1,,,,South Africa
080261 -- In shell,,30.00,30.00,1,,,,South Africa
080262 -- Shelled,,30.00,30.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,South Africa
080280 - Areca nuts,,100.00,100.00,4,,,,South Africa
080290 - Other,,30.00,30.00,1,,,,South Africa
080310 - Plantains,,30.00,30.00,2,,,,South Africa
080390 - Other,,30.00,30.00,2,,,,South Africa
080410 - Dates,"54,522",25.00,25.00,4,,,,South Africa
080420 - Figs,,30.00,30.00,2,,,,South Africa
080430 - Pineapples,,30.00,30.00,1,,,,South Africa
080440 - Avocados,,30.00,30.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,South Africa
080510 - Oranges,"7,782,450",30.00,30.00,1,,,,South Africa
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos","53,051",25.00,25.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,South Africa
080590 - Other,,30.00,30.00,1,,,,South Africa
080610 - Fresh,,30.00,30.00,1,,,,South Africa
080620 - Dried,,100.00,100.00,2,,,,South Africa
080711 -- Watermelons,,30.00,30.00,1,,,,South Africa
080719 -- Other,,30.00,30.00,1,,,,South Africa
080720 - Papaws (papayas),,30.00,30.00,1,,,,South Africa
080810 - Apples,"1,159,743",50.00,50.00,1,,,,South Africa
080830 - Pears,"6,465,589",30.00,30.00,1,,,,South Africa
080840 - Quinces,,30.00,30.00,1,,,,South Africa
080910 - Apricots,,30.00,30.00,1,,,,South Africa
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,South Africa
080929 -- Other,92,30.00,30.00,1,,,,South Africa
"080930 - Peaches, including nectarines","1,235",30.00,30.00,1,,,,South Africa
080940 - Plums and sloes,"1,094,612",25.00,25.00,1,,,,South Africa
081010 - Strawberries,,30.00,30.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,South Africa
081050 - Kiwifruit,,30.00,30.00,1,,,,South Africa
081060 - Durians,,15.00,15.00,1,,,,South Africa
081070 - Persimmons,,30.00,30.00,1,,,,South Africa
081090 - Other,486,15.00,15.00,7,,,,South Africa
081110 - Strawberries,,30.00,30.00,3,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,South Africa
081190 - Other,,30.00,30.00,2,,,,South Africa
081210 - Cherries,,30.00,30.00,1,,,,South Africa
081290 - Other,,30.00,30.00,2,,,,South Africa
081310 - Apricots,,30.00,30.00,1,,,,South Africa
081320 - Prunes,,25.00,25.00,1,,,,South Africa
081330 - Apples,,30.00,30.00,1,,,,South Africa
081340 - Other fruit,"2,306",30.00,30.00,3,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,South Africa
,2014,"11,344,599",35.45,35.45,101,2,,,South Africa
080111 -- Desiccated,,70.00,70.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,South Africa
080119 -- Other,,70.00,70.00,3,,,,South Africa
080121 -- In shell,,30.00,30.00,1,,,,South Africa
080122 -- Shelled,,30.00,30.00,1,,,,South Africa
080131 -- In shell,,0.00,0.00,1,,,,South Africa
080132 -- Shelled,,40.00,40.00,3,,,,South Africa
080211 -- In shell,,,,1,1,,,South Africa
080212 -- Shelled,,,,1,1,,,South Africa
080221 -- In shell,,10.00,10.00,1,,,,South Africa
080222 -- Shelled,,10.00,10.00,1,,,,South Africa
080231 -- In shell,,30.00,30.00,1,,,,South Africa
080232 -- Shelled,,30.00,30.00,1,,,,South Africa
080241 -- In shell,,30.00,30.00,1,,,,South Africa
080242 -- Shelled,,30.00,30.00,1,,,,South Africa
080251 -- In shell,,10.00,10.00,1,,,,South Africa
080252 -- Shelled,,10.00,10.00,1,,,,South Africa
080261 -- In shell,,30.00,30.00,1,,,,South Africa
080262 -- Shelled,,30.00,30.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,South Africa
080280 - Areca nuts,,100.00,100.00,4,,,,South Africa
080290 - Other,,100.00,100.00,1,,,,South Africa
080310 - Plantains,,30.00,30.00,2,,,,South Africa
080390 - Other,,30.00,30.00,2,,,,South Africa
080410 - Dates,,25.00,25.00,4,,,,South Africa
080420 - Figs,,30.00,30.00,2,,,,South Africa
080430 - Pineapples,,30.00,30.00,1,,,,South Africa
080440 - Avocados,,30.00,30.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,South Africa
080510 - Oranges,"3,651,693",30.00,30.00,1,,,,South Africa
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids","3,525",30.00,30.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos","4,791",25.00,25.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","3,529",30.00,30.00,1,,,,South Africa
080590 - Other,,30.00,30.00,1,,,,South Africa
080610 - Fresh,"84,013",30.00,30.00,1,,,,South Africa
080620 - Dried,,100.00,100.00,2,,,,South Africa
080711 -- Watermelons,,30.00,30.00,1,,,,South Africa
080719 -- Other,,30.00,30.00,1,,,,South Africa
080720 - Papaws (papayas),,30.00,30.00,1,,,,South Africa
080810 - Apples,"502,812",50.00,50.00,1,,,,South Africa
080830 - Pears,"6,495,126",30.00,30.00,1,,,,South Africa
080840 - Quinces,,30.00,30.00,1,,,,South Africa
080910 - Apricots,852,30.00,30.00,1,,,,South Africa
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,South Africa
080929 -- Other,,30.00,30.00,1,,,,South Africa
"080930 - Peaches, including nectarines","3,967",30.00,30.00,1,,,,South Africa
080940 - Plums and sloes,"593,100",25.00,25.00,1,,,,South Africa
081010 - Strawberries,,30.00,30.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,South Africa
081050 - Kiwifruit,,30.00,30.00,1,,,,South Africa
081060 - Durians,,15.00,15.00,1,,,,South Africa
081070 - Persimmons,,15.00,15.00,1,,,,South Africa
081090 - Other,"1,191",15.00,15.00,7,,,,South Africa
081110 - Strawberries,,30.00,30.00,3,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,South Africa
081190 - Other,,30.00,30.00,2,,,,South Africa
081210 - Cherries,,30.00,30.00,1,,,,South Africa
081290 - Other,,30.00,30.00,2,,,,South Africa
081310 - Apricots,,30.00,30.00,1,,,,South Africa
081320 - Prunes,,25.00,25.00,1,,,,South Africa
081330 - Apples,,30.00,30.00,1,,,,South Africa
081340 - Other fruit,,30.00,30.00,3,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,South Africa
,2013,"7,629,220",35.15,35.15,101,2,,,South Africa
080111 -- Desiccated,,70.00,70.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,South Africa
080119 -- Other,,70.00,70.00,3,,,,South Africa
080121 -- In shell,,30.00,30.00,1,,,,South Africa
080122 -- Shelled,,30.00,30.00,1,,,,South Africa
080131 -- In shell,"82,406",0.00,0.00,1,,,,South Africa
080132 -- Shelled,,30.00,30.00,3,,,,South Africa
080211 -- In shell,,,,1,1,,,South Africa
080212 -- Shelled,,,,1,1,,,South Africa
080221 -- In shell,,10.00,10.00,1,,,,South Africa
080222 -- Shelled,,10.00,10.00,1,,,,South Africa
080231 -- In shell,,30.00,30.00,1,,,,South Africa
080232 -- Shelled,,30.00,30.00,1,,,,South Africa
080241 -- In shell,,30.00,30.00,1,,,,South Africa
080242 -- Shelled,,30.00,30.00,1,,,,South Africa
080251 -- In shell,,10.00,10.00,1,,,,South Africa
080252 -- Shelled,,10.00,10.00,1,,,,South Africa
080261 -- In shell,,30.00,30.00,1,,,,South Africa
080262 -- Shelled,,30.00,30.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,South Africa
080280 - Areca nuts,,100.00,100.00,4,,,,South Africa
080290 - Other,,100.00,100.00,1,,,,South Africa
080310 - Plantains,,30.00,30.00,2,,,,South Africa
080390 - Other,,30.00,30.00,2,,,,South Africa
080410 - Dates,,25.00,25.00,4,,,,South Africa
080420 - Figs,,30.00,30.00,2,,,,South Africa
080430 - Pineapples,,30.00,30.00,1,,,,South Africa
080440 - Avocados,,30.00,30.00,1,,,,South Africa
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,South Africa
080510 - Oranges,"2,890,254",30.00,30.00,1,,,,South Africa
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,South Africa
"080540 - Grapefruit, including pomelos","13,984",25.00,25.00,1,,,,South Africa
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,South Africa
080590 - Other,,30.00,30.00,1,,,,South Africa
080610 - Fresh,"105,761",30.00,30.00,1,,,,South Africa
080620 - Dried,,100.00,100.00,2,,,,South Africa
080711 -- Watermelons,,30.00,30.00,1,,,,South Africa
080719 -- Other,,30.00,30.00,1,,,,South Africa
080720 - Papaws (papayas),,30.00,30.00,1,,,,South Africa
080810 - Apples,"516,398",50.00,50.00,1,,,,South Africa
080830 - Pears,"3,393,796",30.00,30.00,1,,,,South Africa
080840 - Quinces,,30.00,30.00,1,,,,South Africa
080910 - Apricots,770,30.00,30.00,1,,,,South Africa
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,South Africa
080929 -- Other,,30.00,30.00,1,,,,South Africa
"080930 - Peaches, including nectarines","7,399",30.00,30.00,1,,,,South Africa
080940 - Plums and sloes,"605,520",25.00,25.00,1,,,,South Africa
081010 - Strawberries,,30.00,30.00,1,,,,South Africa
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,South Africa
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,South Africa
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,South Africa
081050 - Kiwifruit,,30.00,30.00,1,,,,South Africa
081060 - Durians,,15.00,15.00,1,,,,South Africa
081070 - Persimmons,,15.00,15.00,1,,,,South Africa
081090 - Other,,15.00,15.00,7,,,,South Africa
081110 - Strawberries,,30.00,30.00,3,,,,South Africa
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,South Africa
081190 - Other,"12,932",30.00,30.00,2,,,,South Africa
081210 - Cherries,,30.00,30.00,1,,,,South Africa
081290 - Other,,30.00,30.00,2,,,,South Africa
081310 - Apricots,,30.00,30.00,1,,,,South Africa
081320 - Prunes,,25.00,25.00,1,,,,South Africa
081330 - Apples,,30.00,30.00,1,,,,South Africa
081340 - Other fruit,,30.00,30.00,3,,,,South Africa
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,South Africa
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,South Africa
,2012,"10,193,765",35.56,35.56,101,2,,,South Africa
080111 -- Desiccated,,70.00,70.00,1,,,,South Africa
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,South Africa
080119 -- Other,,70.00,70.00,3,,,,South Africa
080121 -- In shell,,30.00,30.00,1,,,,South Africa
080122 -- Shelled,,30.00,30.00,1,,,,South Africa
080131 -- In shell,"14,632",0.00,0.00,1,,,,South Africa
080132 -- Shelled,,30.00,30.00,3,,,,South Africa
080211 -- In shell,,,,1,1,,,South Africa
080212 -- Shelled,,,,1,1,,,South Africa
080221 -- In shell,,30.00,30.00,1,,,,South Africa
080222 -- Shelled,,30.00,30.00,1,,,,South Africa
080231 -- In shell,,30.00,30.00,1,,,,South Africa
080232 -- Shelled,,30.00,30.00,1,,,,South Africa
080241 -- In shell,,30.00,30.00,1,,,,South Africa
080242 -- Shelled,,30.00,30.00,1,,,,South Africa
080251 -- In shell,,10.00,10.00,1,,,,South Africa
080252 -- Shelled,,10.00,10.00,1,,,,South Africa
080261 -- In shell,,30.00,30.00,1,,,,South Africa
080262 -- Shelled,,30.00,30.00,1,,,,South Africa
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,South Africa
