Importer,Year,Value,Ad val. duties,Number of lines,Brazil
,(US$),Simple average,MFN duties,Pref. duties,Brazil
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Brazil
"950651 - - Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 - - Other,,10.00,10.00,2,,,,Brazil
950661 - - Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 - - Inflatable,,10.00,10.00,4,,,,Brazil
950669 - - Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 - - Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2016,"24,966",9.09,9.09,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",746,10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Brazil
950440 - Playing cards,,10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",115,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,3,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,155,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,,0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,"23,950",10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2015,"26,249",9.07,9.07,55,1,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Brazil
950440 - Playing cards,"9,907",10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Brazil
950490 - Other,"8,215",10.00,10.00,3,1,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,,0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,"8,127",10.00,10.00,1,,,,Brazil
,2014,"153,164",9.09,9.09,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Brazil
950440 - Playing cards,"10,289",10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Brazil
950490 - Other,"141,879",10.00,10.00,3,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,,0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,996,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2013,"12,059",9.09,9.09,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Brazil
950440 - Playing cards,"8,078",10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,3,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,,0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,"3,981",10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2012,"18,600",9.09,9.09,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",465,10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,Brazil
950440 - Playing cards,"18,135",10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,3,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,,0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2011,"137,182",9.09,9.09,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","38,218",10.00,10.00,4,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","9,411",10.00,10.00,1,,,,Brazil
950440 - Playing cards,"7,529",10.00,10.00,1,,,,Brazil
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,3,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,0.00,0.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,Brazil
950619 -- Other,"2,017",0.00,0.00,1,,,,Brazil
950621 -- Sailboards,,0.00,0.00,1,,,,Brazil
950629 -- Other,,0.00,0.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","30,650",10.00,10.00,2,,,,Brazil
950699 -- Other,"49,357",10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2010,"56,605",10.00,10.00,56,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","9,712",10.00,10.00,4,,,,Brazil
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Brazil
950440 - Playing cards,"3,007",10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,2,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,10.00,10.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Brazil
950619 -- Other,,10.00,10.00,1,,,,Brazil
950621 -- Sailboards,,10.00,10.00,1,,,,Brazil
950629 -- Other,,10.00,10.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,"20,749",10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,"23,138",10.00,10.00,1,,,,Brazil
,2009,"3,051",10.00,10.00,56,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","3,051",10.00,10.00,4,,,,Brazil
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Brazil
950440 - Playing cards,,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,2,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,10.00,10.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Brazil
950619 -- Other,,10.00,10.00,1,,,,Brazil
950621 -- Sailboards,,10.00,10.00,1,,,,Brazil
950629 -- Other,,10.00,10.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2008,,10.00,10.00,56,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Brazil
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,Brazil
950440 - Playing cards,,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,2,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,10.00,10.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Brazil
950619 -- Other,,10.00,10.00,1,,,,Brazil
950621 -- Sailboards,,10.00,10.00,1,,,,Brazil
950629 -- Other,,10.00,10.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,Brazil
950890 - Other,,10.00,10.00,1,,,,Brazil
,2007,,10.00,10.00,55,,,,Brazil
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",,10.00,10.00,4,,,,Brazil
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,Brazil
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,Brazil
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,Brazil
950440 - Playing cards,,10.00,10.00,1,,,,Brazil
950490 - Other,,10.00,10.00,2,,,,Brazil
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,Brazil
950590 - Other,,10.00,10.00,2,,,,Brazil
950611 -- Skis,,10.00,10.00,1,,,,Brazil
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,Brazil
950619 -- Other,,10.00,10.00,1,,,,Brazil
950621 -- Sailboards,,10.00,10.00,1,,,,Brazil
950629 -- Other,,10.00,10.00,1,,,,Brazil
"950631 -- Clubs, complete",,10.00,10.00,1,,,,Brazil
950632 -- Balls,,10.00,10.00,1,,,,Brazil
950639 -- Other,,10.00,10.00,1,,,,Brazil
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,Brazil
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,Brazil
950659 -- Other,,10.00,10.00,2,,,,Brazil
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,Brazil
950662 -- Inflatable,,10.00,10.00,4,,,,Brazil
950669 -- Other,,10.00,10.00,5,,,,Brazil
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,Brazil
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,Brazil
950699 -- Other,,10.00,10.00,9,,,,Brazil
950710 - Fishing rods,,10.00,10.00,1,,,,Brazil
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,Brazil
950730 - Fishing reels,,10.00,10.00,1,,,,Brazil
950790 - Other,,10.00,10.00,2,,,,Brazil
