Importer,Year,Value,Ad val. duties,Number of lines,Japan
,(US$),Simple average,MFN duties,Pref. duties,Japan
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Japan
"950631 - - Clubs, complete",,20.00,20.00,1,,,,Japan
950632 - - Balls,"3,761",20.00,20.00,1,,,,Japan
950639 - - Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"1,151",20.00,20.00,1,,,,Japan
"950651 - - Lawn-tennis rackets, whether or not strung","76,038",20.00,20.00,1,,,,Japan
950659 - - Other,885,20.00,20.00,1,,,,Japan
950661 - - Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 - - Inflatable,"29,333",20.00,20.00,1,,,,Japan
950669 - - Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","4,553",20.00,20.00,1,,,,Japan
950699 - - Other,"15,672",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"92,856",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","110,230",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"166,226",20.00,20.00,1,,,,Japan
950790 - Other,"115,987",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2016,"711,542",22.65,22.65,49,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","21,359",34.00,34.00,15,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","3,608",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","116,933",20.00,20.00,1,,,,Japan
950490 - Other,,10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"33,219",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,294,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,469,20.00,20.00,1,,,,Japan
950639 -- Other,406,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"16,743",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","83,598",20.00,20.00,1,,,,Japan
950659 -- Other,"1,663",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,,20.00,20.00,1,,,,Japan
950669 -- Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","13,173",20.00,20.00,1,,,,Japan
950699 -- Other,"9,350",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"35,410",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","80,223",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"256,087",20.00,20.00,1,,,,Japan
950790 - Other,"39,007",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2015,"2,360,808",22.65,22.65,49,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","47,319",34.00,34.00,15,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","388,977",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,244,216",20.00,20.00,1,,,,Japan
950490 - Other,"8,663",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"16,584",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,652,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,"1,235",20.00,20.00,1,,,,Japan
950639 -- Other,231,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"11,304",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","53,311",20.00,20.00,1,,,,Japan
950659 -- Other,"4,412",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,138,20.00,20.00,1,,,,Japan
950669 -- Other,"29,951",20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","12,817",20.00,20.00,1,,,,Japan
950699 -- Other,"37,594",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"41,152",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","115,616",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"223,894",20.00,20.00,1,,,,Japan
950790 - Other,"122,742",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2014,"1,876,840",22.29,22.29,49,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","162,899",32.80,32.80,15,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","283,186",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","501,109",20.00,20.00,1,,,,Japan
950490 - Other,,10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"7,172",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,143,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,501,20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"2,737",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","63,180",20.00,20.00,1,,,,Japan
950659 -- Other,"1,734",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,21,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"3,629",20.00,20.00,1,,,,Japan
950669 -- Other,"16,772",20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",531,20.00,20.00,1,,,,Japan
950699 -- Other,"18,458",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"38,058",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","238,794",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"416,903",20.00,20.00,1,,,,Japan
950790 - Other,"121,013",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2013,"1,600,345",22.29,22.29,49,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","92,591",32.80,32.80,15,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","307,459",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","419,117",20.00,20.00,1,,,,Japan
950490 - Other,"7,329",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"8,167",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,146,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,411,20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"9,209",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","28,429",20.00,20.00,1,,,,Japan
950659 -- Other,"3,317",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"3,240",20.00,20.00,1,,,,Japan
950669 -- Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",424,20.00,20.00,1,,,,Japan
950699 -- Other,"18,216",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"47,207",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","100,678",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"478,917",20.00,20.00,1,,,,Japan
950790 - Other,"75,488",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2012,"1,963,608",22.29,22.29,49,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","159,512",32.80,32.80,15,,,,Japan
950420 - Articles and accessories for billiards of all kinds,"5,163",20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","17,947",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
"950450 -Video game consoles and machines, other than those of subheading 9504.30","751,506",20.00,20.00,1,,,,Japan
950490 - Other,"4,370",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"12,101",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,"1,617",20.00,20.00,1,,,,Japan
950639 -- Other,340,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"23,915",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","23,356",20.00,20.00,1,,,,Japan
950659 -- Other,"1,958",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"41,427",20.00,20.00,1,,,,Japan
950669 -- Other,"13,012",20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,008",20.00,20.00,1,,,,Japan
950699 -- Other,"16,014",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"51,516",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","213,329",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"479,045",20.00,20.00,1,,,,Japan
950790 - Other,"124,397",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,"20,077",5.00,5.00,4,,,,Japan
,2011,"2,353,000",22.55,22.55,51,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","338,000",34.00,34.00,15,,,,Japan
950410 - Video games of a kind used with a television receiver,"602,000",20.00,20.00,3,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","241,000",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
950490 - Other,"36,000",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"7,000",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,,20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"17,000",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","2,000",20.00,20.00,1,,,,Japan
950659 -- Other,"1,000",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,,20.00,20.00,1,,,,Japan
950669 -- Other,"17,000",20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,20.00,20.00,1,,,,Japan
950699 -- Other,"9,000",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"212,000",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","154,000",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"581,000",20.00,20.00,1,,,,Japan
950790 - Other,"136,000",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2010,"1,415,000",18.43,18.43,51,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","211,000",20.00,20.00,15,,,,Japan
950410 - Video games of a kind used with a television receiver,"206,000",20.00,20.00,3,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","156,000",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
950490 - Other,"275,000",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"3,000",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,"8,000",20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"9,000",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","2,000",20.00,20.00,1,,,,Japan
950659 -- Other,,20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"2,000",20.00,20.00,1,,,,Japan
950669 -- Other,"14,000",20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,000",20.00,20.00,1,,,,Japan
950699 -- Other,"24,000",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"173,000",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","130,000",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"52,000",20.00,20.00,1,,,,Japan
950790 - Other,"149,000",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2009,"571,000",18.43,18.43,51,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","134,000",20.00,20.00,15,,,,Japan
950410 - Video games of a kind used with a television receiver,"34,000",20.00,20.00,3,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
950490 - Other,,10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"4,000",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,"4,000",20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"24,000",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","8,000",20.00,20.00,1,,,,Japan
950659 -- Other,,20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"1,000",20.00,20.00,1,,,,Japan
950669 -- Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","41,000",20.00,20.00,1,,,,Japan
950699 -- Other,"15,000",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"109,000",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","93,000",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"33,000",20.00,20.00,1,,,,Japan
950790 - Other,"71,000",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2008,"1,260,000",18.43,18.43,51,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","190,000",20.00,20.00,15,,,,Japan
950410 - Video games of a kind used with a television receiver,"465,000",20.00,20.00,3,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","296,000",20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
950490 - Other,,10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,"1,000",20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete","3,000",20.00,20.00,1,,,,Japan
950632 -- Balls,"1,000",20.00,20.00,1,,,,Japan
950639 -- Other,"1,000",20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"19,000",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","5,000",20.00,20.00,1,,,,Japan
950659 -- Other,"1,000",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,"5,000",20.00,20.00,1,,,,Japan
950669 -- Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","10,000",20.00,20.00,1,,,,Japan
950699 -- Other,"2,000",20.00,20.00,1,,,,Japan
950710 - Fishing rods,"65,000",20.00,20.00,1,,,,Japan
"950720 - Fish-hooks, whether or not snelled","105,000",20.00,20.00,1,,,,Japan
950730 - Fishing reels,"9,000",20.00,20.00,1,,,,Japan
950790 - Other,"82,000",20.00,20.00,1,,,,Japan
950810 - Travelling circuses and travelling menageries,,20.00,20.00,1,,,,Japan
950890 - Other,,5.00,5.00,4,,,,Japan
,2007,"795,000",18.43,18.43,51,,,,Japan
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","85,000",20.00,20.00,15,,,,Japan
950410 - Video games of a kind used with a television receiver,"360,000",20.00,20.00,3,,,,Japan
950420 - Articles and accessories for billiards of all kinds,,20.00,20.00,1,,,,Japan
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,20.00,20.00,1,,,,Japan
950440 - Playing cards,,20.00,20.00,1,,,,Japan
950490 - Other,"111,000",10.00,10.00,2,,,,Japan
950510 - Articles for Christmas festivities,,20.00,20.00,1,,,,Japan
950590 - Other,,20.00,20.00,1,,,,Japan
950611 -- Skis,,20.00,20.00,1,,,,Japan
950612 -- Ski-fastenings (ski-bindings),,20.00,20.00,1,,,,Japan
950619 -- Other,,20.00,20.00,1,,,,Japan
950621 -- Sailboards,,20.00,20.00,1,,,,Japan
950629 -- Other,,20.00,20.00,1,,,,Japan
"950631 -- Clubs, complete",,20.00,20.00,1,,,,Japan
950632 -- Balls,,20.00,20.00,1,,,,Japan
950639 -- Other,,20.00,20.00,1,,,,Japan
950640 - Articles and equipment for table-tennis,"12,000",20.00,20.00,1,,,,Japan
"950651 -- Lawn-tennis rackets, whether or not strung","8,000",20.00,20.00,1,,,,Japan
950659 -- Other,"13,000",20.00,20.00,1,,,,Japan
950661 -- Lawn-tennis balls,,20.00,20.00,1,,,,Japan
950662 -- Inflatable,,20.00,20.00,1,,,,Japan
950669 -- Other,,20.00,20.00,1,,,,Japan
"950670 - Ice skates and roller skates, including skating boots with skates attached",,20.00,20.00,1,,,,Japan
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,000",20.00,20.00,1,,,,Japan
950699 -- Other,"35,000",20.00,20.00,1,,,,Japan
