Importer,Year,Value,Ad val. duties,Number of lines,China
,(US$),Simple average,MFN duties,Pref. duties,China
,MFN,Best,All items,Non ad val.,All items,Non ad val.,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,,30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"4,956",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2015,"580,669",33.62,33.62,47,,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,,30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"580,669",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2014,"861,719",33.62,33.62,47,,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","173,927",60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,349,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,,30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"687,443",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2013,"318,917",33.62,33.62,47,,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,,30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"318,917",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2012,"1,157,397",33.62,33.62,47,,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,,30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"1,157,397",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2011,"10,065,909",34.35,34.35,47,1,,,China
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,China
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,,,1,1,,,China
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","8,100,548",60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,"1,617",30.00,30.00,3,,,,China
040310 - Yogurt,"2,040",30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","571,555",30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,40.00,40.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,40.00,40.00,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","16,799",30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered","76,945",30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,"133,648",30.00,30.00,1,,,,China
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040719 -- Other,"36,142",30.00,30.00,2,,,,China
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,China
040729 -- Other,,30.00,30.00,1,,,,China
040790 - Others,,30.00,30.00,1,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"1,126,615",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2010,"3,948,455",33.95,33.95,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,"15,212",30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","180,252",30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,33.33,33.33,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","7,012",30.00,30.00,3,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"3,745,978",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2009,"670,655",34.88,34.88,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,40.00,40.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,40.00,40.00,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,40.00,40.00,1,,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"670,655",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2008,"4,065,157",34.19,34.19,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,"46,628",30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,"68,037",30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","196,178",30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,31,30.00,30.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,36.67,36.67,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,,30.00,30.00,1,,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"3,754,283",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2007,"2,375,368",34.65,34.65,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","7,855",60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,"4,290",30.00,30.00,3,,,,China
040310 - Yogurt,436,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,40.00,40.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,,40.00,40.00,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","2,156",30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,China
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,China
040690 - Other cheese,252,30.00,30.00,1,,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",226,30.00,30.00,3,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"2,360,154",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2006,"541,736",34.65,34.65,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,China
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,China
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,China
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,China
040229 -- Other,,30.00,30.00,3,,,,China
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,China
040299 -- Other,,30.00,30.00,3,,,,China
040310 - Yogurt,,30.00,30.00,1,,,,China
040390 - Other,,30.00,30.00,2,,,,China
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",,30.00,30.00,3,,,,China
040490 - Other,,30.00,30.00,1,,,,China
040510 - Butter,,40.00,40.00,1,,,,China
040520 - Dairy spreads,,40.00,40.00,1,,,,China
040590 - Other,"1,995",40.00,40.00,3,,,,China
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,China
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,China
"040630 - Processed cheese, not grated or powdered",292,30.00,30.00,1,,,,China
040640 - Blue-veined cheese,,30.00,30.00,1,,,,China
040690 - Other cheese,890,30.00,30.00,1,,,,China
"040700 Birds' eggs, in shell, fresh, preserved or cooked.",,30.00,30.00,3,,,,China
040811 -- Dried,,30.00,30.00,1,,,,China
040819 -- Other,,30.00,30.00,1,,,,China
040891 -- Dried,,30.00,30.00,1,,,,China
040899 -- Other,,30.00,30.00,1,,,,China
040900 Natural honey.,"538,558",60.00,60.00,1,,,,China
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,China
,2005,"165,715",34.19,34.19,43,,,,China
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,China
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6%",,30.00,30.00,1,,,,China
