Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"5,878",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2015,,1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2014,"247,824",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","240,824",0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"7,000",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2013,"1,122",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"1,122",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2012,"68,145",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg","68,145",0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2011,"25,000",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"25,000",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2010,"48,000",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,"48,000",0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2009,"1,000",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"1,000",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2008,"12,428,000",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","12,428,000",0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2007,"18,909,000",1.36,1.36,25,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg","12,428,000",0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","6,480,000",0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"1,000",0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2006,"5,596,000",2.08,2.08,26,,,,South Africa
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,South Africa
880190 - Other,,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"5,462,000",0.00,0.00,1,,,,South Africa
880390 - Other,"8,000",0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,"126,000",0.00,0.00,1,,,,South Africa
,2005,"21,000",2.08,2.08,26,,,,South Africa
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,South Africa
880190 - Other,,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,"21,000",0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2004,,2.08,2.08,26,,,,South Africa
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,South Africa
880190 - Other,,20.00,20.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,14.00,14.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2003,,2.25,2.25,26,,,,South Africa
880110 - Gliders and hang gliders,,21.50,21.50,1,,,,South Africa
880190 - Other,,21.50,21.50,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.50,15.50,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2002,,2.25,2.25,26,,,,South Africa
880110 - Gliders and hang gliders,,21.50,21.50,1,,,,South Africa
880190 - Other,,21.50,21.50,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,15.50,15.50,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,0.00,0.00,1,,,,South Africa
880529 -- Other,,0.00,0.00,1,,,,South Africa
,2001,,2.46,2.46,25,,,,South Africa
880110 - Gliders and hang gliders,,22.50,22.50,1,,,,South Africa
880190 - Other,,22.50,22.50,1,,,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,0.00,0.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,0.00,0.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,0.00,0.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,,0.00,0.00,1,,,,South Africa
880390 - Other,,0.00,0.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,16.50,16.50,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,0.00,0.00,1,,,,South Africa
880520 - Ground flying trainers and parts thereof,,0.00,0.00,1,,,,South Africa
,2000,"2,094",5.16,5.16,25,,,,South Africa
880110 - Gliders and hang gliders,,23.00,23.00,1,,,,South Africa
880190 - Other,,23.00,23.00,1,,,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,2,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,4,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,6,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,2,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,3.00,3.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
