Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
880330 - Other parts of aeroplanes or helicopters,"151,042",2.50,2.50,1,,,,South Africa
880390 - Other,"79,168",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2014,"165,040",7.83,7.83,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,South Africa
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"165,040",2.50,2.50,1,,,,South Africa
880390 - Other,,10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2013,"109,107",7.83,7.83,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,South Africa
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"51,382",2.50,2.50,1,,,,South Africa
880390 - Other,"1,139",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"56,586",10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2012,"85,844",7.83,7.83,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,2.50,2.50,1,,,,South Africa
880320 - Under-carriages and parts thereof,,2.50,2.50,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"33,444",2.50,2.50,1,,,,South Africa
880390 - Other,"52,400",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2011,"728,979",7.90,7.90,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"722,151",3.00,3.00,1,,,,South Africa
880390 - Other,"6,700",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,128,10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2010,"291,447",7.90,7.90,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"291,386",3.00,3.00,1,,,,South Africa
880390 - Other,,10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,60,10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2009,"541,624",7.90,7.90,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"348,289",3.00,3.00,1,,,,South Africa
880390 - Other,,10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"193,334",10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2008,"183,051",6.45,6.45,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,8.33,8.33,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"130,379",3.00,3.00,1,,,,South Africa
880390 - Other,"1,006",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"51,666",10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,5.00,5.00,1,,,,South Africa
880529 -- Other,,5.00,5.00,1,,,,South Africa
,2007,"1,005,657",7.90,7.90,20,,,,South Africa
"880100 Balloons and dirigibles; gliders, hang gliders and other non-powered aircraft.",,10.00,10.00,3,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,10.00,10.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,10.00,10.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"855,239",3.00,3.00,1,,,,South Africa
880390 - Other,"96,849",10.00,10.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"53,569",10.00,10.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,10.00,10.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,10.00,10.00,1,,,,South Africa
880529 -- Other,,10.00,10.00,1,,,,South Africa
,2006,"233,637",9.65,9.65,20,,,,South Africa
880110 - Gliders and hang gliders,,12.50,12.50,1,,,,South Africa
880190 - Other,,12.50,12.50,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,12.50,12.50,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,12.50,12.50,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,12.50,12.50,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"184,383",3.00,3.00,1,,,,South Africa
880390 - Other,,12.50,12.50,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"49,254",12.50,12.50,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,12.50,12.50,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,12.50,12.50,1,,,,South Africa
880529 -- Other,,12.50,12.50,1,,,,South Africa
,2005,"300,195",11.40,11.40,20,,,,South Africa
880110 - Gliders and hang gliders,,15.00,15.00,1,,,,South Africa
880190 - Other,,15.00,15.00,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,15.00,15.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,15.00,15.00,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,15.00,15.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"183,805",3.00,3.00,1,,,,South Africa
880390 - Other,"36,432",15.00,15.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"79,269",15.00,15.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,15.00,15.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,15.00,15.00,1,,,,South Africa
880529 -- Other,688,15.00,15.00,1,,,,South Africa
,2004,"4,074,478",14.90,14.90,20,,,,South Africa
880110 - Gliders and hang gliders,,20.00,20.00,1,,,,South Africa
880190 - Other,,20.00,20.00,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,20.00,20.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,20.00,20.00,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg","3,764,614",3.00,3.00,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,20.00,20.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"273,262",3.00,3.00,1,,,,South Africa
880390 - Other,"2,333",20.00,20.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"34,269",20.00,20.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,20.00,20.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,20.00,20.00,1,,,,South Africa
880529 -- Other,,20.00,20.00,1,,,,South Africa
,2003,"5,782,453",18.40,18.40,20,,,,South Africa
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,South Africa
880190 - Other,,25.00,25.00,2,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg","5,712,703",25.00,25.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,25.00,25.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"58,888",3.00,3.00,1,,,,South Africa
880390 - Other,,25.00,25.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,"10,862",25.00,25.00,2,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,25.00,25.00,3,,,,South Africa
880521 -- Air combat simulators and parts thereof,,25.00,25.00,1,,,,South Africa
880529 -- Other,,25.00,25.00,1,,,,South Africa
,2002,"1,408,968",18.94,18.94,16,,,,South Africa
880110 - Gliders and hang gliders,,25.00,25.00,1,,,,South Africa
880190 - Other,,30.00,30.00,1,,,,South Africa
"880211 -- Of an unladen weight not exceeding 2,000 kg",,25.00,25.00,1,,,,South Africa
"880212 -- Of an unladen weight exceeding 2,000 kg",,25.00,25.00,1,,,,South Africa
"880220 - Airplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Airplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Airplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,30.00,30.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of airplanes or helicopters,"1,407,485",3.00,3.00,1,,,,South Africa
880390 - Other,"1,483",30.00,30.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,,30.00,30.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck- Arrestor or similar gear and parts thereof,,30.00,30.00,1,,,,South Africa
880521 -- Air combat simulators and parts thereof,,30.00,30.00,1,,,,South Africa
880529 -- Other,,30.00,30.00,1,,,,South Africa
,2001,"176,792",15.80,15.80,15,,,,South Africa
880110 - Gliders and hang gliders,,3.00,3.00,1,,,,South Africa
880190 - Other,,35.00,35.00,1,,,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,3.00,3.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,3.00,3.00,1,,,,South Africa
880260 - Spacecraft (including satellites) and suborbital and spacecraft launch vehicles,,35.00,35.00,1,,,,South Africa
880310 - Propellers and rotors and parts thereof,,3.00,3.00,1,,,,South Africa
880320 - Under-carriages and parts thereof,,3.00,3.00,1,,,,South Africa
880330 - Other parts of aeroplanes or helicopters,"175,264",3.00,3.00,1,,,,South Africa
880390 - Other,"1,528",35.00,35.00,1,,,,South Africa
880400 Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto,,35.00,35.00,1,,,,South Africa
880510 - Aircraft launching gear and parts thereof; deck-arrestor or similar gear and parts thereof,,35.00,35.00,1,,,,South Africa
880520 - Ground flying trainers and parts thereof,,35.00,35.00,1,,,,South Africa
,2000,"30,675",16.00,16.00,15,,,,South Africa
880110 - Gliders and hang gliders,,0.00,0.00,1,,,,South Africa
880190 - Other,,38.50,38.50,1,,,,South Africa
"880211 - - Of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880212 - - Of an unladen weight exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880220 - Aeroplanes and other aircraft, of an unladen weight not exceeding 2,000 kg",,0.00,0.00,1,,,,South Africa
"880230 - Aeroplanes and other aircraft, of an unladen weight exceeding 2,000 kg but not exceeding 15,000 kg",,0.00,0.00,1,,,,South Africa
"880240 - Aeroplanes and other aircraft, of an unladen weight exceeding 15,000 kg",,0.00,0.00,1,,,,South Africa
