Importer,Year,Value,Ad val. duties,Number of lines,Viet Nam
,(US$),Simple average,MFN duties,Pref. duties,Viet Nam
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Viet Nam
European Union,"155,317,453",,,,,,,Viet Nam
,2018,,0.00,0.00,55,,,,Viet Nam
300120 - Extracts of glands or other organs or of their secretions,,0.00,0.00,2,,,,Viet Nam
300190 - Other,,0.00,0.00,3,,,,Viet Nam
300211 - - Malaria diagnostic test kits,,0.00,0.00,1,,,,Viet Nam
300212 - - Antisera and other blood fractions,,0.00,0.00,1,,,,Viet Nam
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",,0.00,0.00,1,,,,Viet Nam
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale",,0.00,0.00,1,,,,Viet Nam
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale",,0.00,0.00,1,,,,Viet Nam
300219 - - Other,,0.00,0.00,1,,,,Viet Nam
300220 - Vaccines for human medicine,,0.00,0.00,1,,,,Viet Nam
300230 - Vaccines for veterinary medicine,,0.00,0.00,1,,,,Viet Nam
300290 - Other,,0.00,0.00,4,,,,Viet Nam
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Viet Nam
"300320 - Other, containing antibiotics",,0.00,0.00,1,,,,Viet Nam
300331 - - Containing insulin,,0.00,0.00,1,,,,Viet Nam
300339 - - Other,,0.00,0.00,1,,,,Viet Nam
300341 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Viet Nam
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300349 - - Other,,0.00,0.00,1,,,,Viet Nam
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,Viet Nam
300390 - Other,,0.00,0.00,1,,,,Viet Nam
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Viet Nam
"300420 - Other, containing antibiotics",,0.00,0.00,1,,,,Viet Nam
300431 - - Containing insulin,,0.00,0.00,1,,,,Viet Nam
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",,0.00,0.00,1,,,,Viet Nam
300439 - - Other,,0.00,0.00,1,,,,Viet Nam
300441 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300442 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Viet Nam
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300449 - - Other,,0.00,0.00,1,,,,Viet Nam
"300450 - Other, containing vitamins or other products of heading 29.36",,0.00,0.00,1,,,,Viet Nam
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,Viet Nam
300490 - Other,,0.00,0.00,1,,,,Viet Nam
300510 - Adhesive dressings and other articles having an adhesive layer,,0.00,0.00,1,,,,Viet Nam
300590 - Other,,0.00,0.00,4,,,,Viet Nam
"300610 - Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical or dental yarns) and sterile tissue adhesives for surgical wound closure; sterile laminaria and sterile laminaria tents; sterile absorbable surgical or dental haemostatics; sterile surgical or dental adhesion barriers, whether or not absorbable",,0.00,0.00,3,,,,Viet Nam
300620 - Blood-grouping reagents,,0.00,0.00,1,,,,Viet Nam
300630 - Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,,0.00,0.00,1,,,,Viet Nam
300640 - Dental cements and other dental fillings; bone reconstruction cements,,0.00,0.00,1,,,,Viet Nam
300650 - First-aid boxes and kits,,0.00,0.00,1,,,,Viet Nam
"300660 - Chemical contraceptive preparations based on hormones, on other products of heading 29.37 or on spermicides",,0.00,0.00,1,,,,Viet Nam
300670 - Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,,0.00,0.00,1,,,,Viet Nam
300691 - - Appliances identifiable for ostomy use,,0.00,0.00,1,,,,Viet Nam
300692 - - Waste pharmaceuticals,,0.00,0.00,1,,,,Viet Nam
,2017,"29,354,130",0.00,0.00,55,,,,Viet Nam
300120 - Extracts of glands or other organs or of their secretions,10,0.00,0.00,2,,,,Viet Nam
300190 - Other,161,0.00,0.00,3,,,,Viet Nam
300211 - - Malaria diagnostic test kits,16,0.00,0.00,1,,,,Viet Nam
300212 - - Antisera and other blood fractions,"20,384",0.00,0.00,1,,,,Viet Nam
"300213 - - Immunological products, unmixed, not put up in measured doses or in forms or packings for retail sale",25,0.00,0.00,1,,,,Viet Nam
"300214 - - Immunological products, mixed, not put up in measured doses or in forms or packings for retail sale","1,326",0.00,0.00,1,,,,Viet Nam
"300215 - - Immunological products, put up in measured doses or in forms or packings for retail sale","7,160",0.00,0.00,1,,,,Viet Nam
300219 - - Other,"44,063",0.00,0.00,1,,,,Viet Nam
300220 - Vaccines for human medicine,"7,301",0.00,0.00,1,,,,Viet Nam
300230 - Vaccines for veterinary medicine,5,0.00,0.00,1,,,,Viet Nam
300290 - Other,"4,912",0.00,0.00,4,,,,Viet Nam
"300310 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives",,0.00,0.00,1,,,,Viet Nam
"300320 - Other, containing antibiotics","351,422",0.00,0.00,1,,,,Viet Nam
300331 - - Containing insulin,,0.00,0.00,1,,,,Viet Nam
300339 - - Other,,0.00,0.00,1,,,,Viet Nam
300341 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300342 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Viet Nam
300343 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300349 - - Other,,0.00,0.00,1,,,,Viet Nam
"300360 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",,0.00,0.00,1,,,,Viet Nam
300390 - Other,"336,482",0.00,0.00,1,,,,Viet Nam
"300410 - Containing penicillins or derivatives thereof, with a penicillanic acid structure, or streptomycins or their derivatives","45,864",0.00,0.00,1,,,,Viet Nam
"300420 - Other, containing antibiotics","19,662",0.00,0.00,1,,,,Viet Nam
300431 - - Containing insulin,16,0.00,0.00,1,,,,Viet Nam
"300432 - - Containing corticosteroid hormones, their derivatives or structural analogues",193,0.00,0.00,1,,,,Viet Nam
300439 - - Other,"5,014",0.00,0.00,1,,,,Viet Nam
300441 - - Containing ephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300442 - - Containing pseudoephedrine (INN) or its salts,,0.00,0.00,1,,,,Viet Nam
300443 - - Containing norephedrine or its salts,,0.00,0.00,1,,,,Viet Nam
300449 - - Other,97,0.00,0.00,1,,,,Viet Nam
"300450 - Other, containing vitamins or other products of heading 29.36",3,0.00,0.00,1,,,,Viet Nam
"300460 - Other, containing antimalarial active principles described in Subheading Note 2 to this Chapter",3,0.00,0.00,1,,,,Viet Nam
300490 - Other,"27,411,927",0.00,0.00,1,,,,Viet Nam
