Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"5,769",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2015,"244,785",33.62,33.62,47,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,,30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,,30.00,30.00,3,,,,United States of America
040310 - Yogurt,83,30.00,30.00,1,,,,United States of America
040390 - Other,,30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","63,469",30.00,30.00,3,,,,United States of America
040490 - Other,,30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"13,169",33.33,33.33,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,,30.00,30.00,1,,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040719 -- Other,,30.00,30.00,2,,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040729 -- Other,,30.00,30.00,1,,,,United States of America
040790 - Others,"166,441",30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"1,623",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2014,"4,631,805",33.62,33.62,47,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",306,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,,30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"2,513",30.00,30.00,3,,,,United States of America
040310 - Yogurt,"8,055",30.00,30.00,1,,,,United States of America
040390 - Other,"3,414",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","4,062,670",30.00,30.00,3,,,,United States of America
040490 - Other,,30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"17,482",33.33,33.33,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","4,336",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered",,30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"2,887",30.00,30.00,1,,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"158,774",30.00,30.00,1,,,,United States of America
040719 -- Other,,30.00,30.00,2,,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040729 -- Other,,30.00,30.00,1,,,,United States of America
040790 - Others,"164,708",30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"206,660",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2013,"5,860,616",33.62,33.62,47,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","1,427",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"5,824",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,,30.00,30.00,3,,,,United States of America
040310 - Yogurt,"1,192",30.00,30.00,1,,,,United States of America
040390 - Other,"2,058",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","5,109,612",30.00,30.00,3,,,,United States of America
040490 - Other,,30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,,33.33,33.33,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","57,122",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"4,551",30.00,30.00,1,,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040719 -- Other,,30.00,30.00,2,,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040729 -- Other,,30.00,30.00,1,,,,United States of America
040790 - Others,"384,339",30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"294,491",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2012,"4,915,123",33.62,33.62,47,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,,30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,140,30.00,30.00,3,,,,United States of America
040310 - Yogurt,"5,345",30.00,30.00,1,,,,United States of America
040390 - Other,"1,017",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","3,459,557",30.00,30.00,3,,,,United States of America
040490 - Other,"56,002",30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,,33.33,33.33,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","62,871",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"81,647",30.00,30.00,1,,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,"483,196",30.00,30.00,1,,,,United States of America
040719 -- Other,"410,570",30.00,30.00,2,,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040729 -- Other,,30.00,30.00,1,,,,United States of America
040790 - Others,,30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"354,778",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2011,"5,901,920",34.35,34.35,47,1,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1 %",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1 % but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040140 - Of a fat content, by weight, exceeding 6 % but not exceeding 10 %",669,,,1,1,,,United States of America
"040150 - Of a fat content, by weight, exceeding 10 %",669,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %","2,200,294",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,,30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"22,429",30.00,30.00,3,,,,United States of America
040310 - Yogurt,"5,894",30.00,30.00,1,,,,United States of America
040390 - Other,"11,136",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,319,153",30.00,30.00,3,,,,United States of America
040490 - Other,"12,910",30.00,30.00,1,,,,United States of America
040510 - Butter,"1,081",40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"11,417",40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","5,820",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","2,923",30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","17,675",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"48,687",30.00,30.00,1,,,,United States of America
040711 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040719 -- Other,"635,033",30.00,30.00,2,,,,United States of America
040721 -- Of fowls of the species Gallus domesticus,,30.00,30.00,1,,,,United States of America
040729 -- Other,,30.00,30.00,1,,,,United States of America
040790 - Others,,30.00,30.00,1,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"606,131",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2010,"2,953,432",33.95,33.95,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%","4,357",60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"23,183",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"4,127",30.00,30.00,3,,,,United States of America
040310 - Yogurt,"31,856",30.00,30.00,1,,,,United States of America
040390 - Other,"8,313",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,206,851",30.00,30.00,3,,,,United States of America
040490 - Other,"24,482",30.00,30.00,1,,,,United States of America
040510 - Butter,,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"5,810",33.33,33.33,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds","1,829",30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","6,296",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"121,763",30.00,30.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","445,421",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"69,143",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2009,"2,843,127",34.88,34.88,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",387,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"61,592",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,"13,318",30.00,30.00,3,,,,United States of America
040310 - Yogurt,,30.00,30.00,1,,,,United States of America
040390 - Other,"3,048",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","2,149,281",30.00,30.00,3,,,,United States of America
040490 - Other,"87,812",30.00,30.00,1,,,,United States of America
040510 - Butter,,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,163,40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","5,302",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",293,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","2,870",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"98,815",40.00,40.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","295,774",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"124,472",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2008,"2,490,530",34.19,34.19,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"119,171",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,744,30.00,30.00,2,,,,United States of America
040299 -- Other,"2,697",30.00,30.00,3,,,,United States of America
040310 - Yogurt,"3,809",30.00,30.00,1,,,,United States of America
040390 - Other,"14,720",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,555,889",30.00,30.00,3,,,,United States of America
040490 - Other,"408,029",30.00,30.00,1,,,,United States of America
040510 - Butter,35,30.00,30.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"5,124",36.67,36.67,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd",,30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",746,30.00,30.00,1,,,,United States of America
"040630 - Processed cheese, not grated or powdered","1,150",30.00,30.00,1,,,,United States of America
040640 - Blue-veined cheese and other cheese containing veins produced by Penicillium roqueforti,,30.00,30.00,1,,,,United States of America
040690 - Other cheese,"22,659",30.00,30.00,1,,,,United States of America
"040700 Birds' eggs, in shell, fresh, preserved or cooked.","279,549",30.00,30.00,3,,,,United States of America
040811 -- Dried,,30.00,30.00,1,,,,United States of America
040819 -- Other,,30.00,30.00,1,,,,United States of America
040891 -- Dried,,30.00,30.00,1,,,,United States of America
040899 -- Other,,30.00,30.00,1,,,,United States of America
040900 Natural honey.,"76,208",60.00,60.00,1,,,,United States of America
"041000 Edible products of animal origin, not elsewhere specified or included.",,30.00,30.00,3,,,,United States of America
,2007,"2,752,353",34.65,34.65,43,,,,United States of America
"040110 - Of a fat content, by weight, not exceeding 1%",,30.00,30.00,1,,,,United States of America
"040120 - Of a fat content, by weight, exceeding 1% but not exceeding 6 %",,30.00,30.00,1,,,,United States of America
"040130 - Of a fat content, by weight, exceeding 6%",,30.00,30.00,1,,,,United States of America
"040210 - In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5%",,60.00,60.00,3,,,,United States of America
040221 -- Not containing added sugar or other sweetening matter,,60.00,60.00,1,,,,United States of America
040229 -- Other,"238,658",30.00,30.00,3,,,,United States of America
040291 -- Not containing added sugar or other sweetening matter,,30.00,30.00,2,,,,United States of America
040299 -- Other,233,30.00,30.00,3,,,,United States of America
040310 - Yogurt,"4,107",30.00,30.00,1,,,,United States of America
040390 - Other,"3,549",30.00,30.00,2,,,,United States of America
"040410 - Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter","1,710,438",30.00,30.00,3,,,,United States of America
040490 - Other,"188,061",30.00,30.00,1,,,,United States of America
040510 - Butter,99,40.00,40.00,1,,,,United States of America
040520 - Dairy spreads,,40.00,40.00,1,,,,United States of America
040590 - Other,"6,677",40.00,40.00,3,,,,United States of America
"040610 - Fresh (unripened or uncured) cheese, including whey cheese, and curd","10,555",30.00,30.00,1,,,,United States of America
"040620 - Grated or powdered cheese, of all kinds",,30.00,30.00,1,,,,United States of America
