Importer,Year,Value,Ad val. duties,Number of lines,Ukraine
,(US$),Simple average,MFN duties,Pref. duties,Ukraine
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Ukraine
950612 - - Ski-fastenings (ski-bindings),"19,757",3.70,0.00,1,,1,,Ukraine
950619 - - Other,"60,713",2.70,0.00,1,,1,,Ukraine
950621 - - Sailboards,"133,831",2.70,0.00,1,,1,,Ukraine
950629 - - Other,"51,563",2.70,0.00,1,,1,,Ukraine
"950631 - - Clubs, complete",152,2.70,0.00,1,,1,,Ukraine
950632 - - Balls,669,2.70,0.00,1,,1,,Ukraine
950639 - - Other,"2,548",2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,984,2.70,0.00,1,,1,,Ukraine
"950651 - - Lawn-tennis rackets, whether or not strung",290,4.70,0.00,1,,1,,Ukraine
950659 - - Other,387,2.70,0.00,1,,1,,Ukraine
950661 - - Lawn-tennis balls,245,2.70,0.00,1,,1,,Ukraine
950662 - - Inflatable,446,2.70,0.00,1,,1,,Ukraine
950669 - - Other,"2,605",1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached","54,836",1.80,0.00,3,,2,,Ukraine
"950691 - - Articles and equipment for general physical exercise, gymnastics or athletics","2,219,142",2.70,0.00,2,,2,,Ukraine
950699 - - Other,"5,008,082",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"23,209",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled","69,945",2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,"1,608",3.70,0.00,1,,1,,Ukraine
950790 - Other,"246,996",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,540,1.70,0.00,1,,1,,Ukraine
950890 - Other,"198,203",1.70,0.00,1,,1,,Ukraine
,2016,"49,271,064",2.17,0.00,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","4,536,518",2.09,0.00,18,,8,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"35,669",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,125,672",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,"1,974",2.70,0.00,1,,1,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30","5,290",0.00,0.00,1,,,,Ukraine
950490 - Other,"87,535",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,018,355",1.35,0.00,2,,1,,Ukraine
950590 - Other,"42,571",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"33,838,976",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"68,586",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"14,944",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,"42,987",2.70,0.00,1,,1,,Ukraine
950629 -- Other,"119,526",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,509,2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,112,2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",37,4.70,0.00,1,,1,,Ukraine
950659 -- Other,159,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,441,2.70,0.00,1,,1,,Ukraine
950669 -- Other,275,1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached","27,290",1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,845,830",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"4,051,460",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"4,671",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled","2,602",2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,8,3.70,0.00,1,,1,,Ukraine
950790 - Other,"195,432",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Ukraine
950890 - Other,"203,635",1.70,0.00,1,,1,,Ukraine
,2015,"46,064,502",2.17,0.00,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","3,899,718",2.09,0.00,18,,8,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"5,864",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,828,307",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,"6,791",2.70,0.00,1,,1,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30","1,859",0.00,0.00,1,,,,Ukraine
950490 - Other,"77,422",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"2,397,446",1.35,0.00,2,,1,,Ukraine
950590 - Other,"53,910",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"32,661,074",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"25,670",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"84,031",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,"5,167",2.70,0.00,1,,1,,Ukraine
950629 -- Other,"76,593",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",27,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,"2,077",2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,549,2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",241,4.70,0.00,1,,1,,Ukraine
950659 -- Other,,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,"1,848",2.70,0.00,1,,1,,Ukraine
950669 -- Other,488,1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",85,1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,345,914",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"3,382,292",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"13,155",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled","11,918",2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,"3,794",3.70,0.00,1,,1,,Ukraine
950790 - Other,"70,629",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,"7,075",1.70,0.00,1,,1,,Ukraine
950890 - Other,"100,560",1.70,0.00,1,,1,,Ukraine
,2014,"57,642,091",2.17,0.14,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","3,404,788",2.09,0.47,18,,8,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"2,592",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,346,389",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,184,2.70,0.00,1,,1,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30",881,0.00,0.00,1,,,,Ukraine
950490 - Other,"11,472",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,613,459",1.35,0.00,2,,1,,Ukraine
950590 - Other,"24,220",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"43,267,477",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"16,413",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"15,429",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,,2.70,0.00,1,,1,,Ukraine
950629 -- Other,"71,206",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",28,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,,2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,374,2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Ukraine
950659 -- Other,,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,,2.70,0.00,1,,1,,Ukraine
950669 -- Other,12,1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached","9,198",1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,259,115",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"4,541,579",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,370,3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled",766,2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,,3.70,0.00,1,,1,,Ukraine
950790 - Other,"7,026",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,"3,980",1.70,0.00,1,,1,,Ukraine
950890 - Other,"45,133",1.70,0.00,1,,1,,Ukraine
,2013,"54,521,227",2.17,0.14,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","2,381,888",2.09,0.47,18,,8,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"24,821",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","1,161,368",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,66,2.70,0.00,1,,1,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30","64,489",0.00,0.00,1,,,,Ukraine
950490 - Other,"25,007",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,136,640",1.35,0.00,2,,1,,Ukraine
950590 - Other,"9,057",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"42,503,951",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"149,570",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"3,046",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,,2.70,0.00,1,,1,,Ukraine
950629 -- Other,"72,098",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,,2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,0.00,1,,1,,Ukraine
950659 -- Other,,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,,2.70,0.00,1,,1,,Ukraine
950669 -- Other,,1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",80,1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","495,232",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"3,944,098",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"34,096",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled",,2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,"1,838",3.70,0.00,1,,1,,Ukraine
950790 - Other,"19,924",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Ukraine
950890 - Other,"493,958",1.70,0.00,1,,1,,Ukraine
,2012,"54,089,033",2.17,0.14,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","2,242,830",2.09,0.47,18,,8,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"4,447",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","2,796,195",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,587,2.70,0.00,1,,1,,Ukraine
"950450 -Video game consoles and machines, other than those of subheading 9504.30","15,797",0.00,0.00,1,,,,Ukraine
950490 - Other,"26,722",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,091,270",1.35,0.00,2,,1,,Ukraine
950590 - Other,"17,943",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"41,452,959",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"13,085",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"15,334",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,,2.70,0.00,1,,1,,Ukraine
950629 -- Other,"73,432",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,"1,131",2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,321,2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",244,4.70,0.00,1,,1,,Ukraine
950659 -- Other,,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,"1,787",2.70,0.00,1,,1,,Ukraine
950669 -- Other,"8,686",1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",398,1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","400,026",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"3,815,289",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"21,221",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled",369,2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,"24,087",3.70,0.00,1,,1,,Ukraine
950790 - Other,"17,518",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Ukraine
950890 - Other,"47,352",1.70,0.00,1,,1,,Ukraine
,2011,"71,548,424",2.17,0.14,62,,41,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,785,268",2.09,0.47,18,,8,,Ukraine
950410 - Video games of a kind used with a television receiver,"229,109",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"2,965",0.00,0.00,1,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,422,261",0.00,0.00,3,,,,Ukraine
950440 - Playing cards,,2.70,0.00,1,,1,,Ukraine
950490 - Other,"28,578",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,859,028",1.35,0.00,2,,1,,Ukraine
950590 - Other,"19,822",2.70,0.00,1,,1,,Ukraine
950611 -- Skis,"58,138,119",3.70,0.00,4,,4,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"45,129",3.70,0.00,1,,1,,Ukraine
950619 -- Other,"6,765",2.70,0.00,1,,1,,Ukraine
950621 -- Sailboards,"36,958",2.70,0.00,1,,1,,Ukraine
950629 -- Other,"81,418",2.70,0.00,1,,1,,Ukraine
"950631 -- Clubs, complete",320,2.70,0.00,1,,1,,Ukraine
950632 -- Balls,,2.70,0.00,1,,1,,Ukraine
950639 -- Other,,2.70,0.00,2,,2,,Ukraine
950640 - Articles and equipment for table-tennis,"1,016",2.70,0.00,1,,1,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",195,4.70,0.00,1,,1,,Ukraine
950659 -- Other,,2.70,0.00,1,,1,,Ukraine
950661 -- Lawn-tennis balls,,2.70,0.00,1,,1,,Ukraine
950662 -- Inflatable,,2.70,0.00,1,,1,,Ukraine
950669 -- Other,"3,577",1.35,0.00,2,,1,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,0.00,3,,2,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,196,897",2.70,0.00,2,,2,,Ukraine
950699 -- Other,"3,615,595",1.35,0.00,2,,1,,Ukraine
950710 - Fishing rods,"11,999",3.70,0.00,1,,1,,Ukraine
"950720 - Fish-hooks, whether or not snelled",14,2.70,0.00,2,,2,,Ukraine
950730 - Fishing reels,,3.70,0.00,1,,1,,Ukraine
950790 - Other,"44,433",3.70,0.00,1,,1,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,0.00,1,,1,,Ukraine
950890 - Other,"18,959",1.70,0.00,1,,1,,Ukraine
,2010,"62,890,002",2.12,2.12,66,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,703,737",2.09,2.09,18,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"92,083",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"19,276",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","7,701,084",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,,2.70,2.70,1,,,,Ukraine
950490 - Other,"46,545",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,301,616",1.35,1.35,2,,,,Ukraine
950590 - Other,"4,547",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"44,692,900",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),"9,240",3.70,3.70,1,,,,Ukraine
950619 -- Other,"12,687",2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"253,129",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete","1,140",2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,583,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",345,4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,"5,939",2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached",,1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","1,038,341",2.70,2.70,2,,,,Ukraine
950699 -- Other,"3,631,927",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"8,670",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",252,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,795,3.70,3.70,1,,,,Ukraine
950790 - Other,"32,917",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,,1.70,1.70,1,,,,Ukraine
950890 - Other,"332,247",1.70,1.70,1,,,,Ukraine
,2009,"48,708,955",2.12,2.12,66,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,773,432",2.09,2.09,18,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"81,847",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"14,492",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","4,286,430",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,"1,576",2.70,2.70,1,,,,Ukraine
950490 - Other,"206,221",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"3,986,827",1.35,1.35,2,,,,Ukraine
950590 - Other,"6,681",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"33,335,929",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),181,3.70,3.70,1,,,,Ukraine
950619 -- Other,"582,608",2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"60,409",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,,2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 -- Other,,2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,112,2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
"950670 - Ice skates and roller skates, including skating boots with skates attached","3,334",1.80,1.80,3,,,,Ukraine
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","888,362",2.70,2.70,2,,,,Ukraine
950699 -- Other,"3,321,772",1.35,1.35,2,,,,Ukraine
950710 - Fishing rods,"3,208",3.70,3.70,1,,,,Ukraine
"950720 - Fish-hooks, whether or not snelled",488,2.70,2.70,2,,,,Ukraine
950730 - Fishing reels,502,3.70,3.70,1,,,,Ukraine
950790 - Other,"62,947",3.70,3.70,1,,,,Ukraine
950810 - Travelling circuses and travelling menageries,"5,579",1.70,1.70,1,,,,Ukraine
950890 - Other,"86,017",1.70,1.70,1,,,,Ukraine
,2008,"48,867,719",2.12,2.12,66,,,,Ukraine
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,948,101",2.09,2.09,18,,,,Ukraine
950410 - Video games of a kind used with a television receiver,"20,522",0.00,0.00,1,,,,Ukraine
950420 - Articles and accessories for billiards of all kinds,"1,860",0.00,0.00,2,,,,Ukraine
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment","2,831,464",0.00,0.00,4,,,,Ukraine
950440 - Playing cards,923,2.70,2.70,1,,,,Ukraine
950490 - Other,"272,575",0.00,0.00,2,,,,Ukraine
950510 - Articles for Christmas festivities,"4,849,028",1.35,1.35,2,,,,Ukraine
950590 - Other,"72,963",2.70,2.70,1,,,,Ukraine
950611 -- Skis,"32,007,485",3.70,3.70,4,,,,Ukraine
950612 -- Ski-fastenings (ski-bindings),,3.70,3.70,1,,,,Ukraine
950619 -- Other,"1,130,172",2.70,2.70,1,,,,Ukraine
950621 -- Sailboards,,2.70,2.70,1,,,,Ukraine
950629 -- Other,"91,625",2.70,2.70,1,,,,Ukraine
"950631 -- Clubs, complete",,2.70,2.70,1,,,,Ukraine
950632 -- Balls,,2.70,2.70,1,,,,Ukraine
950639 -- Other,,2.70,2.70,2,,,,Ukraine
950640 - Articles and equipment for table-tennis,"1,245",2.70,2.70,2,,,,Ukraine
"950651 -- Lawn-tennis rackets, whether or not strung",,4.70,4.70,1,,,,Ukraine
950659 -- Other,"27,524",2.70,2.70,1,,,,Ukraine
950661 -- Lawn-tennis balls,,2.70,2.70,1,,,,Ukraine
950662 -- Inflatable,"1,699",2.70,2.70,2,,,,Ukraine
950669 -- Other,,1.35,1.35,2,,,,Ukraine
