Importer,Year,Value,Ad val. duties,Number of lines,Albania
,(US$),Simple average,MFN duties,Pref. duties,Albania
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Albania
391740 - Fittings,"91,833",6.50,0.00,1,,1,,Albania
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Albania
391890 - Of other plastics,"3,559",6.50,0.00,1,,1,,Albania
391910 - In rolls of a width not exceeding 20 cm,305,6.35,0.00,4,,4,,Albania
391990 - Other,"6,574",6.50,0.00,1,,1,,Albania
392010 - Of polymers of ethylene,"10,558",4.64,0.00,7,,5,,Albania
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Albania
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Albania
392043 -- Containing by weight not less than 6 % of plasticisers,,6.50,0.00,2,,2,,Albania
392049 -- Other,"29,482",6.50,0.00,2,,2,,Albania
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Albania
392059 -- Other,,3.25,0.00,2,,1,,Albania
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,Albania
392062 -- Of poly(ethylene terephthalate),"1,142,975",4.33,0.00,3,,2,,Albania
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,Albania
392069 -- Of other polyesters,,6.50,0.00,1,,1,,Albania
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,Albania
392079 -- Of other cellulose derivatives,,6.10,0.00,2,,2,,Albania
392091 -- Of poly(vinyl butyral),,6.10,0.00,1,,1,,Albania
392092 -- Of polyamides,,6.50,0.00,1,,1,,Albania
392093 -- Of amino-resins,,6.50,0.00,1,,1,,Albania
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,Albania
392099 -- Of other plastics,"13,147",3.25,0.00,6,,3,,Albania
392111 -- Of polymers of styrene,"2,165",6.50,0.00,1,,1,,Albania
392112 -- Of polymers of vinyl chloride,40,6.50,0.00,1,,1,,Albania
392113 -- Of polyurethanes,,6.50,0.00,2,,2,,Albania
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392119 -- Of other plastics,"12,189",6.50,0.00,1,,1,,Albania
392190 - Other,"6,029",6.50,0.00,8,,8,,Albania
"392210 - Baths, shower-baths, sinks and wash-basins",279,6.50,0.00,1,,1,,Albania
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Albania
392290 - Other,"1,939",6.50,0.00,1,,1,,Albania
"392310 - Boxes, cases, crates and similar articles","195,908",6.50,0.00,1,,1,,Albania
392321 -- Of polymers of ethylene,"2,106,441",6.50,0.00,1,,1,,Albania
392329 -- Of other plastics,"151,873",6.50,0.00,2,,2,,Albania
"392330 - Carboys, bottles, flasks and similar articles","420,187",6.50,0.00,2,,2,,Albania
"392340 - Spools, cops, bobbins and similar supports","21,195",5.90,0.00,2,,2,,Albania
"392350 - Stoppers, lids, caps and other closures",,6.50,0.00,2,,2,,Albania
392390 - Other,"100,584",6.50,0.00,1,,1,,Albania
392410 - Tableware and kitchenware,13,6.50,0.00,1,,1,,Albania
392490 - Other,"8,898",6.50,0.00,1,,1,,Albania
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","9,163",6.50,0.00,1,,1,,Albania
"392520 - Doors, windows and their frames and thresholds for doors","143,479",6.50,0.00,1,,1,,Albania
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","46,441",6.50,0.00,1,,1,,Albania
392590 - Other,"100,372",6.50,0.00,3,,3,,Albania
392610 - Office or school supplies,,6.50,0.00,1,,1,,Albania
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","4,993",6.50,0.00,1,,1,,Albania
"392630 - Fittings for furniture, coachwork or the like","1,252,125",6.50,0.00,1,,1,,Albania
392640 - Statuettes and other ornamental articles,"231,222",6.50,0.00,1,,1,,Albania
392690 - Other,"854,105",6.50,0.00,3,,3,,Albania
,2012,"6,108,857",5.53,0.00,205,,176,,Albania
390110 - Polyethylene having a specific gravity of less than 0.94,"3,522",6.50,0.00,2,,2,,Albania
390120 - Polyethylene having a specific gravity of 0.94 or more,"33,548",3.25,0.00,2,,1,,Albania
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,Albania
390190 - Other,,3.25,0.00,2,,1,,Albania
390210 - Polypropylene,"17,609",6.50,0.00,1,,1,,Albania
390220 - Polyisobutylene,,6.50,0.00,1,,1,,Albania
390230 - Propylene copolymers,,6.50,0.00,1,,1,,Albania
390290 - Other,,2.17,0.00,3,,1,,Albania
390311 -- Expansible,,6.50,0.00,1,,1,,Albania
390319 -- Other,,6.50,0.00,1,,1,,Albania
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,0.00,1,,1,,Albania
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,0.00,1,,1,,Albania
390390 - Other,,2.17,0.00,3,,1,,Albania
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,0.00,1,,1,,Albania
390421 -- Non-plasticised,"21,902",6.50,0.00,1,,1,,Albania
390422 -- Plasticised,"2,198",6.50,0.00,1,,1,,Albania
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,Albania
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,Albania
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,Albania
390461 -- Polytetrafluoroethylene,,6.50,0.00,1,,1,,Albania
390469 -- Other,,4.33,0.00,3,,2,,Albania
390490 - Other,,6.50,0.00,1,,1,,Albania
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Albania
390519 -- Other,,6.50,0.00,1,,1,,Albania
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Albania
390529 -- Other,,6.50,0.00,1,,1,,Albania
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Albania
390591 -- Copolymers,,6.50,0.00,1,,1,,Albania
390599 -- Other,,3.25,0.00,2,,1,,Albania
390610 - Poly(methyl methacrylate),,6.50,0.00,1,,1,,Albania
390690 - Other,,0.93,0.00,7,,1,,Albania
390710 - Polyacetals,,6.50,0.00,1,,1,,Albania
390720 - Other polyethers,,4.88,0.00,4,,3,,Albania
390730 - Epoxide resins,,6.50,0.00,1,,1,,Albania
390740 - Polycarbonates,,6.50,0.00,1,,1,,Albania
390750 - Alkyd resins,,6.50,0.00,1,,1,,Albania
390760 - Poly(ethylene terephthalate),,6.50,0.00,2,,2,,Albania
390770 - Poly(lactic acid),,0.00,0.00,1,,,,Albania
390791 -- Unsaturated,,6.50,0.00,2,,2,,Albania
390799 -- Other,,3.25,0.00,2,,1,,Albania
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,0.00,1,,1,,Albania
390890 - Other,,6.50,0.00,1,,1,,Albania
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Albania
390920 - Melamine resins,,6.50,0.00,1,,1,,Albania
390930 - Other amino-resins,,6.50,0.00,1,,1,,Albania
390940 - Phenolic resins,,6.50,0.00,1,,1,,Albania
390950 - Polyurethanes,308,3.25,0.00,2,,1,,Albania
391000 Silicones in primary forms.,"68,329",6.50,0.00,1,,1,,Albania
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Albania
391190 - Other,,3.30,0.00,5,,3,,Albania
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Albania
391212 -- Plasticised,,6.50,0.00,1,,1,,Albania
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Albania
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Albania
391239 -- Other,,3.25,0.00,2,,1,,Albania
391290 - Other,,6.45,0.00,2,,2,,Albania
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Albania
391390 - Other,,6.50,0.00,1,,1,,Albania
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Albania
391510 - Of polymers of ethylene,"206,234",6.50,0.00,1,,1,,Albania
391520 - Of polymers of styrene,"1,697",6.50,0.00,1,,1,,Albania
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
391590 - Of other plastics,"177,648",6.50,0.00,2,,2,,Albania
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Albania
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
391690 - Of other plastics,,6.50,0.00,3,,3,,Albania
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,0.00,2,,2,,Albania
391721 -- Of polymers of ethylene,,6.50,0.00,2,,2,,Albania
391722 -- Of polymers of propylene,,6.50,0.00,2,,2,,Albania
391723 -- Of polymers of vinyl chloride,103,6.50,0.00,2,,2,,Albania
391729 -- Of other plastics,"6,440",6.50,0.00,1,,1,,Albania
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa","1,992",6.50,0.00,1,,1,,Albania
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",501,6.50,0.00,1,,1,,Albania
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings",,6.50,0.00,1,,1,,Albania
391739 -- Other,"12,175",6.50,0.00,1,,1,,Albania
391740 - Fittings,"8,933",6.50,0.00,1,,1,,Albania
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Albania
391890 - Of other plastics,,6.50,0.00,1,,1,,Albania
391910 - In rolls of a width not exceeding 20 cm,"2,121",6.35,0.00,4,,4,,Albania
391990 - Other,,6.50,0.00,1,,1,,Albania
392010 - Of polymers of ethylene,"39,679",4.64,0.00,7,,5,,Albania
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Albania
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Albania
392043 -- Containing by weight not less than 6 % of plasticisers,,6.50,0.00,2,,2,,Albania
392049 -- Other,"3,715",6.50,0.00,2,,2,,Albania
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Albania
392059 -- Other,,3.25,0.00,2,,1,,Albania
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,Albania
392062 -- Of poly(ethylene terephthalate),"749,409",4.33,0.00,3,,2,,Albania
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,Albania
392069 -- Of other polyesters,,6.50,0.00,1,,1,,Albania
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,Albania
392079 -- Of other cellulose derivatives,,6.10,0.00,2,,2,,Albania
392091 -- Of poly(vinyl butyral),,6.10,0.00,1,,1,,Albania
392092 -- Of polyamides,,6.50,0.00,1,,1,,Albania
392093 -- Of amino-resins,,6.50,0.00,1,,1,,Albania
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,Albania
392099 -- Of other plastics,1,3.25,0.00,6,,3,,Albania
392111 -- Of polymers of styrene,,6.50,0.00,1,,1,,Albania
392112 -- Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
392113 -- Of polyurethanes,,6.50,0.00,2,,2,,Albania
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392119 -- Of other plastics,"7,082",6.50,0.00,1,,1,,Albania
392190 - Other,"18,175",6.50,0.00,8,,8,,Albania
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Albania
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Albania
392290 - Other,"3,612",6.50,0.00,1,,1,,Albania
"392310 - Boxes, cases, crates and similar articles","84,769",6.50,0.00,1,,1,,Albania
392321 -- Of polymers of ethylene,"1,878,213",6.50,0.00,1,,1,,Albania
392329 -- Of other plastics,"89,961",6.50,0.00,2,,2,,Albania
"392330 - Carboys, bottles, flasks and similar articles","598,496",6.50,0.00,2,,2,,Albania
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Albania
"392350 - Stoppers, lids, caps and other closures","72,982",6.50,0.00,2,,2,,Albania
392390 - Other,"66,105",6.50,0.00,1,,1,,Albania
392410 - Tableware and kitchenware,"26,195",6.50,0.00,1,,1,,Albania
392490 - Other,26,6.50,0.00,1,,1,,Albania
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","8,676",6.50,0.00,1,,1,,Albania
"392520 - Doors, windows and their frames and thresholds for doors","125,051",6.50,0.00,1,,1,,Albania
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof",,6.50,0.00,1,,1,,Albania
392590 - Other,"126,131",6.50,0.00,3,,3,,Albania
392610 - Office or school supplies,"2,249",6.50,0.00,1,,1,,Albania
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)","1,478",6.50,0.00,1,,1,,Albania
"392630 - Fittings for furniture, coachwork or the like","368,635",6.50,0.00,1,,1,,Albania
392640 - Statuettes and other ornamental articles,"193,278",6.50,0.00,1,,1,,Albania
392690 - Other,"1,079,679",6.50,0.00,3,,3,,Albania
,2011,"8,296,042",5.59,0.00,205,,178,,Albania
390110 - Polyethylene having a specific gravity of less than 0.94,"108,910",6.50,0.00,2,,2,,Albania
390120 - Polyethylene having a specific gravity of 0.94 or more,,3.25,0.00,2,,1,,Albania
390130 - Ethylene-vinyl acetate copolymers,,6.50,0.00,1,,1,,Albania
390190 - Other,821,3.25,0.00,2,,1,,Albania
390210 - Polypropylene,,6.50,0.00,1,,1,,Albania
390220 - Polyisobutylene,,6.50,0.00,1,,1,,Albania
390230 - Propylene copolymers,"81,669",6.50,0.00,1,,1,,Albania
390290 - Other,,2.17,0.00,3,,1,,Albania
390311 -- Expansible,,6.50,0.00,1,,1,,Albania
390319 -- Other,,6.50,0.00,1,,1,,Albania
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,0.00,1,,1,,Albania
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,0.00,1,,1,,Albania
390390 - Other,,2.17,0.00,3,,1,,Albania
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,0.00,1,,1,,Albania
390421 -- Non-plasticised,,6.50,0.00,1,,1,,Albania
390422 -- Plasticised,"1,670",6.50,0.00,1,,1,,Albania
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,0.00,1,,1,,Albania
390440 - Other vinyl chloride copolymers,,6.50,0.00,1,,1,,Albania
390450 - Vinylidene chloride polymers,,3.25,0.00,2,,1,,Albania
390461 -- Polytetrafluoroethylene,,6.50,0.00,1,,1,,Albania
390469 -- Other,,4.33,0.00,3,,2,,Albania
390490 - Other,,6.50,0.00,1,,1,,Albania
390512 -- In aqueous dispersion,,6.50,0.00,1,,1,,Albania
390519 -- Other,,6.50,0.00,1,,1,,Albania
390521 -- In aqueous dispersion,,6.50,0.00,1,,1,,Albania
390529 -- Other,,6.50,0.00,1,,1,,Albania
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,0.00,1,,1,,Albania
390591 -- Copolymers,,6.50,0.00,1,,1,,Albania
390599 -- Other,"2,102",3.25,0.00,2,,1,,Albania
390610 - Poly(methyl methacrylate),,6.50,0.00,1,,1,,Albania
390690 - Other,"7,907",1.64,0.00,7,,2,,Albania
390710 - Polyacetals,,6.50,0.00,1,,1,,Albania
390720 - Other polyethers,,4.88,0.00,4,,3,,Albania
390730 - Epoxide resins,,6.50,0.00,1,,1,,Albania
390740 - Polycarbonates,"20,170",6.50,0.00,1,,1,,Albania
390750 - Alkyd resins,,6.50,0.00,1,,1,,Albania
390760 - Poly(ethylene terephthalate),"122,371",6.50,0.00,2,,2,,Albania
390770 - Poly(lactic acid),,6.50,0.00,1,,1,,Albania
390791 -- Unsaturated,,6.50,0.00,2,,2,,Albania
390799 -- Other,"4,023",3.25,0.00,2,,1,,Albania
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,0.00,1,,1,,Albania
390890 - Other,,6.50,0.00,1,,1,,Albania
390910 - Urea resins; thiourea resins,,6.50,0.00,1,,1,,Albania
390920 - Melamine resins,,6.50,0.00,1,,1,,Albania
390930 - Other amino-resins,,6.50,0.00,1,,1,,Albania
390940 - Phenolic resins,,6.50,0.00,1,,1,,Albania
390950 - Polyurethanes,,3.25,0.00,2,,1,,Albania
391000 Silicones in primary forms.,"156,628",6.50,0.00,1,,1,,Albania
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,0.00,1,,1,,Albania
391190 - Other,,3.30,0.00,5,,3,,Albania
391211 -- Non-plasticised,,6.50,0.00,1,,1,,Albania
391212 -- Plasticised,,6.50,0.00,1,,1,,Albania
391220 - Cellulose nitrates (including collodions),,6.33,0.00,3,,3,,Albania
391231 -- Carboxymethylcellulose and its salts,,6.50,0.00,1,,1,,Albania
391239 -- Other,,3.25,0.00,2,,1,,Albania
391290 - Other,,6.45,0.00,2,,2,,Albania
"391310 - Alginic acid, its salts and esters",,5.00,0.00,1,,1,,Albania
391390 - Other,,6.50,0.00,1,,1,,Albania
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,0.00,1,,1,,Albania
391510 - Of polymers of ethylene,"282,256",6.50,0.00,1,,1,,Albania
391520 - Of polymers of styrene,"5,304",6.50,0.00,1,,1,,Albania
391530 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
391590 - Of other plastics,"411,837",6.50,0.00,2,,2,,Albania
391610 - Of polymers of ethylene,,6.50,0.00,1,,1,,Albania
391620 - Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
391690 - Of other plastics,,6.50,0.00,3,,3,,Albania
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,"38,141",5.90,0.00,2,,2,,Albania
391721 -- Of polymers of ethylene,"26,712",6.50,0.00,2,,2,,Albania
391722 -- Of polymers of propylene,,6.50,0.00,2,,2,,Albania
391723 -- Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Albania
391729 -- Of other plastics,,6.50,0.00,1,,1,,Albania
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,0.00,1,,1,,Albania
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings",,6.50,0.00,1,,1,,Albania
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","46,200",6.50,0.00,1,,1,,Albania
391739 -- Other,"1,295",6.50,0.00,1,,1,,Albania
391740 - Fittings,,6.50,0.00,1,,1,,Albania
391810 - Of polymers of vinyl chloride,,6.50,0.00,2,,2,,Albania
391890 - Of other plastics,,6.50,0.00,1,,1,,Albania
391910 - In rolls of a width not exceeding 20 cm,"5,930",6.35,0.00,4,,4,,Albania
391990 - Other,,6.50,0.00,1,,1,,Albania
392010 - Of polymers of ethylene,"301,354",4.64,0.00,7,,5,,Albania
392020 - Of polymers of propylene,,6.50,0.00,3,,3,,Albania
392030 - Of polymers of styrene,,6.50,0.00,1,,1,,Albania
392043 -- Containing by weight not less than 6 % of plasticisers,"1,128",6.50,0.00,2,,2,,Albania
392049 -- Other,,6.50,0.00,2,,2,,Albania
392051 -- Of poly(methyl methacrylate),,6.50,0.00,1,,1,,Albania
392059 -- Other,,3.25,0.00,2,,1,,Albania
392061 -- Of polycarbonates,,6.50,0.00,1,,1,,Albania
392062 -- Of poly(ethylene terephthalate),,4.33,0.00,3,,2,,Albania
392063 -- Of unsaturated polyesters,,6.50,0.00,1,,1,,Albania
392069 -- Of other polyesters,,6.50,0.00,1,,1,,Albania
392071 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392073 -- Of cellulose acetate,,6.40,0.00,2,,2,,Albania
392079 -- Of other cellulose derivatives,,6.10,0.00,2,,2,,Albania
392091 -- Of poly(vinyl butyral),,6.10,0.00,1,,1,,Albania
392092 -- Of polyamides,,6.50,0.00,1,,1,,Albania
392093 -- Of amino-resins,,6.50,0.00,1,,1,,Albania
392094 -- Of phenolic resins,,6.50,0.00,1,,1,,Albania
392099 -- Of other plastics,,3.25,0.00,6,,3,,Albania
392111 -- Of polymers of styrene,,6.50,0.00,1,,1,,Albania
392112 -- Of polymers of vinyl chloride,,6.50,0.00,1,,1,,Albania
392113 -- Of polyurethanes,,6.50,0.00,2,,2,,Albania
392114 -- Of regenerated cellulose,,6.50,0.00,1,,1,,Albania
392119 -- Of other plastics,84,6.50,0.00,1,,1,,Albania
392190 - Other,"10,259",6.50,0.00,8,,8,,Albania
"392210 - Baths, shower-baths, sinks and wash-basins",,6.50,0.00,1,,1,,Albania
392220 - Lavatory seats and covers,,6.50,0.00,1,,1,,Albania
392290 - Other,42,6.50,0.00,1,,1,,Albania
"392310 - Boxes, cases, crates and similar articles","184,579",6.50,0.00,1,,1,,Albania
392321 -- Of polymers of ethylene,"1,605,435",6.50,0.00,1,,1,,Albania
392329 -- Of other plastics,"383,301",6.50,0.00,2,,2,,Albania
"392330 - Carboys, bottles, flasks and similar articles","2,171,269",6.50,0.00,2,,2,,Albania
"392340 - Spools, cops, bobbins and similar supports",,5.90,0.00,2,,2,,Albania
"392350 - Stoppers, lids, caps and other closures","79,428",6.50,0.00,2,,2,,Albania
392390 - Other,"62,417",6.50,0.00,1,,1,,Albania
392410 - Tableware and kitchenware,"95,296",6.50,0.00,1,,1,,Albania
392490 - Other,"4,232",6.50,0.00,1,,1,,Albania
"392510 - Reservoirs, tanks, vats and similar containers, of a capacity exceeding 300 l","11,902",6.50,0.00,1,,1,,Albania
"392520 - Doors, windows and their frames and thresholds for doors","49,680",6.50,0.00,1,,1,,Albania
"392530 - Shutters, blinds (including Venetian blinds) and similar articles and parts thereof","4,663",6.50,0.00,1,,1,,Albania
392590 - Other,"12,737",6.50,0.00,3,,3,,Albania
392610 - Office or school supplies,,6.50,0.00,1,,1,,Albania
"392620 - Articles of apparel and clothing accessories (including gloves, mittens and mitts)",585,6.50,0.00,1,,1,,Albania
"392630 - Fittings for furniture, coachwork or the like",487,6.50,0.00,1,,1,,Albania
392640 - Statuettes and other ornamental articles,"33,199",6.50,0.00,1,,1,,Albania
392690 - Other,"1,960,020",6.50,0.00,3,,3,,Albania
,2010,"9,400,605",5.59,5.59,204,,,,Albania
390110 - Polyethylene having a specific gravity of less than 0.94,"237,221",6.50,6.50,2,,,,Albania
390120 - Polyethylene having a specific gravity of 0.94 or more,,3.25,3.25,2,,,,Albania
390130 - Ethylene-vinyl acetate copolymers,,6.50,6.50,1,,,,Albania
390190 - Other,"9,015",3.25,3.25,2,,,,Albania
390210 - Polypropylene,862,6.50,6.50,1,,,,Albania
390220 - Polyisobutylene,,6.50,6.50,1,,,,Albania
390230 - Propylene copolymers,,6.50,6.50,1,,,,Albania
390290 - Other,,2.17,2.17,3,,,,Albania
390311 -- Expansible,,6.50,6.50,1,,,,Albania
390319 -- Other,"3,937",6.50,6.50,1,,,,Albania
390320 - Styrene-acrylonitrile (SAN) copolymers,,6.50,6.50,1,,,,Albania
390330 - Acrylonitrile-butadiene-styrene (ABS) copolymers,,6.50,6.50,1,,,,Albania
390390 - Other,,2.17,2.17,3,,,,Albania
"390410 - Poly(vinyl chloride), not mixed with any other substances",,6.50,6.50,1,,,,Albania
390421 -- Non-plasticised,,6.50,6.50,1,,,,Albania
390422 -- Plasticised,,6.50,6.50,1,,,,Albania
390430 - Vinyl chloride-vinyl acetate copolymers,,6.50,6.50,1,,,,Albania
390440 - Other vinyl chloride copolymers,,6.50,6.50,1,,,,Albania
390450 - Vinylidene chloride polymers,,3.25,3.25,2,,,,Albania
390461 -- Polytetrafluoroethylene,,6.50,6.50,1,,,,Albania
390469 -- Other,,3.25,3.25,2,,,,Albania
390490 - Other,,6.50,6.50,1,,,,Albania
390512 -- In aqueous dispersion,,6.50,6.50,1,,,,Albania
390519 -- Other,,6.50,6.50,1,,,,Albania
390521 -- In aqueous dispersion,,6.50,6.50,1,,,,Albania
390529 -- Other,,6.50,6.50,1,,,,Albania
"390530 - Poly(vinyl alcohol), whether or not containing unhydrolysed acetate groups",,6.50,6.50,1,,,,Albania
390591 -- Copolymers,,6.50,6.50,1,,,,Albania
390599 -- Other,,3.25,3.25,2,,,,Albania
390610 - Poly(methyl methacrylate),,6.50,6.50,1,,,,Albania
390690 - Other,,1.64,1.64,7,,,,Albania
390710 - Polyacetals,,6.50,6.50,1,,,,Albania
390720 - Other polyethers,,4.88,4.88,4,,,,Albania
390730 - Epoxide resins,,6.50,6.50,1,,,,Albania
390740 - Polycarbonates,"2,002",6.50,6.50,1,,,,Albania
390750 - Alkyd resins,,6.50,6.50,1,,,,Albania
390760 - Poly(ethylene terephthalate),"41,839",6.50,6.50,2,,,,Albania
390770 - Poly(lactic acid),,6.50,6.50,1,,,,Albania
390791 -- Unsaturated,,6.50,6.50,2,,,,Albania
390799 -- Other,"3,328",3.25,3.25,2,,,,Albania
"390810 - Polyamide-6, -11, -12, -6,6, -6,9, -6,10 or -6,12",,6.50,6.50,1,,,,Albania
390890 - Other,,6.50,6.50,1,,,,Albania
390910 - Urea resins; thiourea resins,,6.50,6.50,1,,,,Albania
390920 - Melamine resins,,6.50,6.50,1,,,,Albania
390930 - Other amino-resins,,6.50,6.50,1,,,,Albania
390940 - Phenolic resins,,6.50,6.50,1,,,,Albania
390950 - Polyurethanes,"9,200",3.25,3.25,2,,,,Albania
391000 Silicones in primary forms.,,6.50,6.50,1,,,,Albania
"391110 - Petroleum resins, coumarone, indene or coumarone-indene resins and polyterpenes",,6.50,6.50,1,,,,Albania
391190 - Other,,3.30,3.30,5,,,,Albania
391211 -- Non-plasticised,,6.50,6.50,1,,,,Albania
391212 -- Plasticised,,6.50,6.50,1,,,,Albania
391220 - Cellulose nitrates (including collodions),,6.33,6.33,3,,,,Albania
391231 -- Carboxymethylcellulose and its salts,,6.50,6.50,1,,,,Albania
391239 -- Other,,3.25,3.25,2,,,,Albania
391290 - Other,,6.45,6.45,2,,,,Albania
"391310 - Alginic acid, its salts and esters",,5.00,5.00,1,,,,Albania
391390 - Other,,6.50,6.50,1,,,,Albania
"391400 Ion-exchangers based on polymers of headings 39.01 to 39.13, in primary forms.",,6.50,6.50,1,,,,Albania
391510 - Of polymers of ethylene,"211,887",6.50,6.50,1,,,,Albania
391520 - Of polymers of styrene,"37,517",6.50,6.50,1,,,,Albania
391530 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Albania
391590 - Of other plastics,"20,137",6.50,6.50,2,,,,Albania
391610 - Of polymers of ethylene,,6.50,6.50,1,,,,Albania
391620 - Of polymers of vinyl chloride,,6.50,6.50,1,,,,Albania
391690 - Of other plastics,,6.50,6.50,3,,,,Albania
391710 - Artificial guts (sausage casings) of hardened protein or of cellulosic materials,,5.90,5.90,2,,,,Albania
391721 -- Of polymers of ethylene,,6.50,6.50,2,,,,Albania
391722 -- Of polymers of propylene,,6.50,6.50,2,,,,Albania
391723 -- Of polymers of vinyl chloride,"11,998",6.50,6.50,2,,,,Albania
391729 -- Of other plastics,,6.50,6.50,1,,,,Albania
"391731 -- Flexible tubes, pipes and hoses, having a minimum burst pressure of 27.6 MPa",,6.50,6.50,1,,,,Albania
"391732 -- Other, not reinforced or otherwise combined with other materials, without fittings","1,989",6.50,6.50,1,,,,Albania
"391733 -- Other, not reinforced or otherwise combined with other materials, with fittings","1,962",6.50,6.50,1,,,,Albania
391739 -- Other,,6.50,6.50,1,,,,Albania
391740 - Fittings,"4,892",6.50,6.50,1,,,,Albania
391810 - Of polymers of vinyl chloride,,6.50,6.50,2,,,,Albania
391890 - Of other plastics,,6.50,6.50,1,,,,Albania
391910 - In rolls of a width not exceeding 20 cm,"61,672",6.35,6.35,4,,,,Albania
391990 - Other,80,6.50,6.50,1,,,,Albania
