Importer,Year,Value,Ad val. duties,Number of lines,Nepal
,(US$),Simple average,MFN duties,Pref. duties,Nepal
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Nepal
081010 - Strawberries,,30.00,30.00,1,,,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Nepal
081050 - Kiwifruit,,30.00,30.00,1,,,,Nepal
081060 - Durians,,30.00,30.00,1,,,,Nepal
081070 - Persimmons,,30.00,30.00,1,,,,Nepal
081090 - Other,,30.00,30.00,7,,,,Nepal
081110 - Strawberries,,30.00,30.00,3,,,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Nepal
081190 - Other,,30.00,30.00,2,,,,Nepal
081210 - Cherries,,30.00,30.00,1,,,,Nepal
081290 - Other,,30.00,30.00,2,,,,Nepal
081310 - Apricots,,30.00,30.00,1,,,,Nepal
081320 - Prunes,,25.00,25.00,1,,,,Nepal
081330 - Apples,,30.00,30.00,1,,,,Nepal
081340 - Other fruit,,30.00,30.00,3,,,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Nepal
,2017,,35.00,35.00,103,2,,,Nepal
080111 - - Desiccated,,70.00,70.00,1,,,,Nepal
080112 - - In the inner shell (endocarp),,70.00,70.00,3,,,,Nepal
080119 - - Other,,70.00,70.00,3,,,,Nepal
080121 - - In shell,,30.00,30.00,1,,,,Nepal
080122 - - Shelled,,30.00,30.00,1,,,,Nepal
080131 - - In shell,,5.00,5.00,1,,,,Nepal
080132 - - Shelled,,45.00,45.00,3,,,,Nepal
080211 - - In shell,,,,1,1,,,Nepal
080212 - - Shelled,,,,1,1,,,Nepal
080221 - - In shell,,10.00,10.00,1,,,,Nepal
080222 - - Shelled,,10.00,10.00,1,,,,Nepal
080231 - - In shell,,30.00,30.00,1,,,,Nepal
080232 - - Shelled,,30.00,30.00,1,,,,Nepal
080241 - - In shell,,30.00,30.00,1,,,,Nepal
080242 - - Shelled,,30.00,30.00,1,,,,Nepal
080251 - - In shell,,10.00,10.00,1,,,,Nepal
080252 - - Shelled,,10.00,10.00,1,,,,Nepal
080261 - - In shell,,30.00,30.00,1,,,,Nepal
080262 - - Shelled,,30.00,30.00,1,,,,Nepal
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Nepal
080280 - Areca nuts,,100.00,100.00,4,,,,Nepal
080290 - Other,,30.00,30.00,1,,,,Nepal
080310 - Plantains,,30.00,30.00,2,,,,Nepal
080390 - Other,,30.00,30.00,2,,,,Nepal
080410 - Dates,,25.00,25.00,4,,,,Nepal
080420 - Figs,,30.00,30.00,2,,,,Nepal
080430 - Pineapples,,30.00,30.00,1,,,,Nepal
080440 - Avocados,,30.00,30.00,1,,,,Nepal
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,Nepal
080510 - Oranges,,30.00,30.00,1,,,,Nepal
080521 - - Mandarins (including tangerines and satsumas),,30.00,30.00,1,,,,Nepal
080522 - - Clementines,,30.00,30.00,1,,,,Nepal
080529 - - Other,,30.00,30.00,1,,,,Nepal
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Nepal
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Nepal
080590 - Other,,30.00,30.00,1,,,,Nepal
080610 - Fresh,,30.00,30.00,1,,,,Nepal
080620 - Dried,,100.00,100.00,2,,,,Nepal
080711 - - Watermelons,,30.00,30.00,1,,,,Nepal
080719 - - Other,,30.00,30.00,1,,,,Nepal
080720 - Papaws (papayas),,30.00,30.00,1,,,,Nepal
080810 - Apples,,50.00,50.00,1,,,,Nepal
080830 - Pears,,30.00,30.00,1,,,,Nepal
080840 - Quinces,,30.00,30.00,1,,,,Nepal
080910 - Apricots,,30.00,30.00,1,,,,Nepal
080921 - - Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Nepal
080929 - - Other,,30.00,30.00,1,,,,Nepal
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Nepal
080940 - Plums and sloes,,25.00,25.00,1,,,,Nepal
081010 - Strawberries,,30.00,30.00,1,,,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,Nepal
081050 - Kiwifruit,,30.00,30.00,1,,,,Nepal
081060 - Durians,,15.00,15.00,1,,,,Nepal
081070 - Persimmons,,30.00,30.00,1,,,,Nepal
081090 - Other,,15.00,15.00,7,,,,Nepal
081110 - Strawberries,,30.00,30.00,3,,,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,Nepal
081190 - Other,,30.00,30.00,2,,,,Nepal
081210 - Cherries,,30.00,30.00,1,,,,Nepal
081290 - Other,,30.00,30.00,2,,,,Nepal
081310 - Apricots,,30.00,30.00,1,,,,Nepal
081320 - Prunes,,25.00,25.00,1,,,,Nepal
081330 - Apples,,30.00,30.00,1,,,,Nepal
081340 - Other fruit,,30.00,30.00,3,,,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,Nepal
,2016,"2,140",35.10,11.27,101,2,90,1,Nepal
080111 -- Desiccated,,70.00,60.20,1,,1,,Nepal
080112 -- In the inner shell (endocarp),,70.00,0.00,3,,3,,Nepal
080119 -- Other,,70.00,0.00,3,,3,,Nepal
080121 -- In shell,,30.00,0.00,1,,1,,Nepal
080122 -- Shelled,,30.00,0.00,1,,1,,Nepal
080131 -- In shell,,5.00,0.00,1,,1,,Nepal
080132 -- Shelled,,45.00,45.00,3,,,,Nepal
080211 -- In shell,,,0.00,1,1,1,,Nepal
080212 -- Shelled,,,,1,1,1,1,Nepal
080221 -- In shell,,10.00,0.00,1,,1,,Nepal
080222 -- Shelled,,10.00,0.00,1,,1,,Nepal
080231 -- In shell,,30.00,22.50,1,,1,,Nepal
080232 -- Shelled,,30.00,22.50,1,,1,,Nepal
080241 -- In shell,,30.00,0.00,1,,1,,Nepal
080242 -- Shelled,,30.00,0.00,1,,1,,Nepal
080251 -- In shell,,10.00,0.00,1,,1,,Nepal
080252 -- Shelled,,10.00,0.00,1,,1,,Nepal
080261 -- In shell,,30.00,0.00,1,,1,,Nepal
080262 -- Shelled,,30.00,0.00,1,,1,,Nepal
080270 - Kola nuts (Cola spp.),,30.00,0.00,1,,1,,Nepal
080280 - Areca nuts,,100.00,40.00,4,,4,,Nepal
080290 - Other,605,30.00,0.00,1,,1,,Nepal
080310 - Plantains,,30.00,30.00,2,,,,Nepal
080390 - Other,,30.00,30.00,2,,,,Nepal
080410 - Dates,,25.00,0.00,4,,4,,Nepal
080420 - Figs,,30.00,0.00,2,,2,,Nepal
080430 - Pineapples,,30.00,0.00,1,,1,,Nepal
080440 - Avocados,,30.00,0.00,1,,1,,Nepal
"080450 - Guavas, mangoes and mangosteens",,30.00,25.50,5,,5,,Nepal
080510 - Oranges,,30.00,27.00,1,,1,,Nepal
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,0.00,1,,1,,Nepal
"080540 - Grapefruit, including pomelos",,25.00,0.00,1,,1,,Nepal
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,0.00,1,,1,,Nepal
080590 - Other,,30.00,0.00,1,,1,,Nepal
080610 - Fresh,,30.00,27.00,1,,1,,Nepal
080620 - Dried,,100.00,90.00,2,,2,,Nepal
080711 -- Watermelons,,30.00,0.00,1,,1,,Nepal
080719 -- Other,,30.00,30.00,1,,,,Nepal
080720 - Papaws (papayas),,30.00,0.00,1,,1,,Nepal
080810 - Apples,,50.00,50.00,1,,,,Nepal
080830 - Pears,,30.00,30.00,1,,,,Nepal
080840 - Quinces,,30.00,30.00,1,,,,Nepal
080910 - Apricots,,30.00,0.00,1,,1,,Nepal
080921 -- Sour cherries (Prunus cerasus),,30.00,0.00,1,,1,,Nepal
080929 -- Other,,30.00,0.00,1,,1,,Nepal
"080930 - Peaches, including nectarines",,30.00,0.00,1,,1,,Nepal
080940 - Plums and sloes,,25.00,0.00,1,,1,,Nepal
081010 - Strawberries,,30.00,0.00,1,,1,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,0.00,1,,1,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,0.00,1,,1,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,0.00,1,,1,,Nepal
081050 - Kiwifruit,"1,535",30.00,0.00,1,,1,,Nepal
081060 - Durians,,15.00,0.00,1,,1,,Nepal
081070 - Persimmons,,30.00,0.00,1,,1,,Nepal
081090 - Other,,15.00,0.00,7,,7,,Nepal
081110 - Strawberries,,30.00,0.00,3,,3,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,0.00,3,,3,,Nepal
081190 - Other,,30.00,0.00,2,,2,,Nepal
081210 - Cherries,,30.00,0.00,1,,1,,Nepal
081290 - Other,,30.00,0.00,2,,2,,Nepal
081310 - Apricots,,30.00,24.00,1,,1,,Nepal
081320 - Prunes,,25.00,0.00,1,,1,,Nepal
081330 - Apples,,30.00,0.00,1,,1,,Nepal
081340 - Other fruit,,30.00,27.00,3,,3,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,0.00,2,,2,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,0.00,1,,1,,Nepal
,2015,"10,916,150",35.05,9.97,101,2,88,1,Nepal
080111 -- Desiccated,,70.00,60.20,1,,1,,Nepal
080112 -- In the inner shell (endocarp),,70.00,0.00,3,,3,,Nepal
080119 -- Other,,70.00,0.00,3,,3,,Nepal
080121 -- In shell,,30.00,0.00,1,,1,,Nepal
080122 -- Shelled,,30.00,0.00,1,,1,,Nepal
080131 -- In shell,,0.00,0.00,1,,,,Nepal
080132 -- Shelled,,45.00,45.00,3,,,,Nepal
080211 -- In shell,,,0.00,1,1,1,,Nepal
080212 -- Shelled,,,,1,1,1,1,Nepal
080221 -- In shell,,10.00,0.00,1,,1,,Nepal
080222 -- Shelled,,10.00,0.00,1,,1,,Nepal
080231 -- In shell,,30.00,22.50,1,,1,,Nepal
080232 -- Shelled,,30.00,22.50,1,,1,,Nepal
080241 -- In shell,,30.00,0.00,1,,1,,Nepal
080242 -- Shelled,,30.00,0.00,1,,1,,Nepal
080251 -- In shell,,10.00,0.00,1,,1,,Nepal
080252 -- Shelled,,10.00,0.00,1,,1,,Nepal
080261 -- In shell,,30.00,0.00,1,,1,,Nepal
080262 -- Shelled,,30.00,0.00,1,,1,,Nepal
080270 - Kola nuts (Cola spp.),,30.00,0.00,1,,1,,Nepal
080280 - Areca nuts,"2,312,497",100.00,0.00,4,,4,,Nepal
080290 - Other,"8,595,274",30.00,30.00,1,,,,Nepal
080310 - Plantains,,30.00,30.00,2,,,,Nepal
080390 - Other,,30.00,30.00,2,,,,Nepal
080410 - Dates,,25.00,0.00,4,,4,,Nepal
080420 - Figs,,30.00,0.00,2,,2,,Nepal
080430 - Pineapples,,30.00,0.00,1,,1,,Nepal
080440 - Avocados,,30.00,0.00,1,,1,,Nepal
"080450 - Guavas, mangoes and mangosteens",,30.00,25.50,5,,5,,Nepal
080510 - Oranges,,30.00,27.00,1,,1,,Nepal
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,0.00,1,,1,,Nepal
"080540 - Grapefruit, including pomelos",,25.00,0.00,1,,1,,Nepal
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,0.00,1,,1,,Nepal
080590 - Other,,30.00,0.00,1,,1,,Nepal
080610 - Fresh,,30.00,27.00,1,,1,,Nepal
080620 - Dried,,100.00,90.00,2,,2,,Nepal
080711 -- Watermelons,,30.00,0.00,1,,1,,Nepal
080719 -- Other,,30.00,30.00,1,,,,Nepal
080720 - Papaws (papayas),,30.00,0.00,1,,1,,Nepal
080810 - Apples,,50.00,50.00,1,,,,Nepal
080830 - Pears,,30.00,30.00,1,,,,Nepal
080840 - Quinces,,30.00,30.00,1,,,,Nepal
080910 - Apricots,,30.00,0.00,1,,1,,Nepal
080921 -- Sour cherries (Prunus cerasus),,30.00,0.00,1,,1,,Nepal
080929 -- Other,,30.00,0.00,1,,1,,Nepal
"080930 - Peaches, including nectarines",,30.00,0.00,1,,1,,Nepal
080940 - Plums and sloes,,25.00,0.00,1,,1,,Nepal
081010 - Strawberries,,30.00,0.00,1,,1,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,0.00,1,,1,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,0.00,1,,1,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,0.00,1,,1,,Nepal
081050 - Kiwifruit,,30.00,0.00,1,,1,,Nepal
081060 - Durians,,15.00,0.00,1,,1,,Nepal
081070 - Persimmons,,30.00,0.00,1,,1,,Nepal
081090 - Other,"8,379",15.00,0.00,7,,7,,Nepal
081110 - Strawberries,,30.00,0.00,3,,3,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,0.00,3,,3,,Nepal
081190 - Other,,30.00,0.00,2,,2,,Nepal
081210 - Cherries,,30.00,0.00,1,,1,,Nepal
081290 - Other,,30.00,0.00,2,,2,,Nepal
081310 - Apricots,,30.00,24.00,1,,1,,Nepal
081320 - Prunes,,25.00,0.00,1,,1,,Nepal
081330 - Apples,,30.00,0.00,1,,1,,Nepal
081340 - Other fruit,,30.00,27.00,3,,3,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,0.00,2,,2,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,0.00,1,,1,,Nepal
,2014,"26,310,043",35.45,9.92,101,2,89,1,Nepal
080111 -- Desiccated,,70.00,60.20,1,,1,,Nepal
080112 -- In the inner shell (endocarp),,70.00,0.00,3,,3,,Nepal
080119 -- Other,,70.00,0.00,3,,3,,Nepal
080121 -- In shell,,30.00,0.00,1,,1,,Nepal
080122 -- Shelled,,30.00,0.00,1,,1,,Nepal
080131 -- In shell,,0.00,0.00,1,,,,Nepal
080132 -- Shelled,,40.00,40.00,3,,,,Nepal
080211 -- In shell,,,0.00,1,1,1,,Nepal
080212 -- Shelled,,,,1,1,1,1,Nepal
080221 -- In shell,,10.00,0.00,1,,1,,Nepal
080222 -- Shelled,,10.00,0.00,1,,1,,Nepal
080231 -- In shell,,30.00,22.50,1,,1,,Nepal
080232 -- Shelled,,30.00,22.50,1,,1,,Nepal
080241 -- In shell,,30.00,0.00,1,,1,,Nepal
080242 -- Shelled,,30.00,0.00,1,,1,,Nepal
080251 -- In shell,,10.00,0.00,1,,1,,Nepal
080252 -- Shelled,,10.00,0.00,1,,1,,Nepal
080261 -- In shell,,30.00,0.00,1,,1,,Nepal
080262 -- Shelled,,30.00,0.00,1,,1,,Nepal
080270 - Kola nuts (Cola spp.),,30.00,0.00,1,,1,,Nepal
080280 - Areca nuts,,100.00,0.00,4,,4,,Nepal
080290 - Other,"26,242,722",100.00,40.00,1,,1,,Nepal
080310 - Plantains,,30.00,30.00,2,,,,Nepal
080390 - Other,,30.00,30.00,2,,,,Nepal
080410 - Dates,,25.00,0.00,4,,4,,Nepal
080420 - Figs,,30.00,0.00,2,,2,,Nepal
080430 - Pineapples,,30.00,0.00,1,,1,,Nepal
080440 - Avocados,,30.00,0.00,1,,1,,Nepal
"080450 - Guavas, mangoes and mangosteens","67,321",30.00,25.50,5,,5,,Nepal
080510 - Oranges,,30.00,27.00,1,,1,,Nepal
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,0.00,1,,1,,Nepal
"080540 - Grapefruit, including pomelos",,25.00,0.00,1,,1,,Nepal
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,0.00,1,,1,,Nepal
080590 - Other,,30.00,0.00,1,,1,,Nepal
080610 - Fresh,,30.00,27.00,1,,1,,Nepal
080620 - Dried,,100.00,90.00,2,,2,,Nepal
080711 -- Watermelons,,30.00,0.00,1,,1,,Nepal
080719 -- Other,,30.00,30.00,1,,,,Nepal
080720 - Papaws (papayas),,30.00,0.00,1,,1,,Nepal
080810 - Apples,,50.00,50.00,1,,,,Nepal
080830 - Pears,,30.00,30.00,1,,,,Nepal
080840 - Quinces,,30.00,30.00,1,,,,Nepal
080910 - Apricots,,30.00,0.00,1,,1,,Nepal
080921 -- Sour cherries (Prunus cerasus),,30.00,0.00,1,,1,,Nepal
080929 -- Other,,30.00,0.00,1,,1,,Nepal
"080930 - Peaches, including nectarines",,30.00,0.00,1,,1,,Nepal
080940 - Plums and sloes,,25.00,0.00,1,,1,,Nepal
081010 - Strawberries,,30.00,0.00,1,,1,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,0.00,1,,1,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,0.00,1,,1,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,0.00,1,,1,,Nepal
081050 - Kiwifruit,,30.00,0.00,1,,1,,Nepal
081060 - Durians,,15.00,0.00,1,,1,,Nepal
081070 - Persimmons,,15.00,0.00,1,,1,,Nepal
081090 - Other,,15.00,0.00,7,,7,,Nepal
081110 - Strawberries,,30.00,0.00,3,,3,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,0.00,3,,3,,Nepal
081190 - Other,,30.00,0.00,2,,2,,Nepal
081210 - Cherries,,30.00,0.00,1,,1,,Nepal
081290 - Other,,30.00,0.00,2,,2,,Nepal
081310 - Apricots,,30.00,24.00,1,,1,,Nepal
081320 - Prunes,,25.00,0.00,1,,1,,Nepal
081330 - Apples,,30.00,0.00,1,,1,,Nepal
081340 - Other fruit,,30.00,27.00,3,,3,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,0.00,2,,2,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,0.00,1,,1,,Nepal
,2013,"36,999,425",35.15,21.93,101,2,62,,Nepal
080111 -- Desiccated,,70.00,52.50,1,,1,,Nepal
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Nepal
080119 -- Other,,70.00,70.00,3,,,,Nepal
080121 -- In shell,,30.00,0.00,1,,1,,Nepal
080122 -- Shelled,,30.00,0.00,1,,1,,Nepal
080131 -- In shell,,0.00,0.00,1,,,,Nepal
080132 -- Shelled,,30.00,30.00,3,,,,Nepal
080211 -- In shell,,,,1,1,,,Nepal
080212 -- Shelled,,,,1,1,,,Nepal
080221 -- In shell,,10.00,0.00,1,,1,,Nepal
080222 -- Shelled,,10.00,0.00,1,,1,,Nepal
080231 -- In shell,,30.00,30.00,1,,,,Nepal
080232 -- Shelled,,30.00,30.00,1,,,,Nepal
080241 -- In shell,,30.00,0.00,1,,1,,Nepal
080242 -- Shelled,,30.00,0.00,1,,1,,Nepal
080251 -- In shell,,10.00,10.00,1,,,,Nepal
080252 -- Shelled,,10.00,10.00,1,,,,Nepal
080261 -- In shell,,30.00,0.00,1,,1,,Nepal
080262 -- Shelled,,30.00,0.00,1,,1,,Nepal
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,Nepal
080280 - Areca nuts,,100.00,40.00,4,,4,,Nepal
080290 - Other,"36,999,425",100.00,100.00,1,,,,Nepal
080310 - Plantains,,30.00,30.00,2,,,,Nepal
080390 - Other,,30.00,30.00,2,,,,Nepal
080410 - Dates,,25.00,20.00,4,,4,,Nepal
080420 - Figs,,30.00,30.00,2,,,,Nepal
080430 - Pineapples,,30.00,7.50,1,,1,,Nepal
080440 - Avocados,,30.00,30.00,1,,,,Nepal
"080450 - Guavas, mangoes and mangosteens",,30.00,5.10,5,,5,,Nepal
080510 - Oranges,,30.00,27.00,1,,1,,Nepal
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,24.00,1,,1,,Nepal
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,Nepal
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,Nepal
080590 - Other,,30.00,24.00,1,,1,,Nepal
080610 - Fresh,,30.00,27.00,1,,1,,Nepal
080620 - Dried,,100.00,90.00,2,,2,,Nepal
080711 -- Watermelons,,30.00,24.00,1,,1,,Nepal
080719 -- Other,,30.00,30.00,1,,,,Nepal
080720 - Papaws (papayas),,30.00,24.00,1,,1,,Nepal
080810 - Apples,,50.00,50.00,1,,,,Nepal
080830 - Pears,,30.00,30.00,1,,,,Nepal
080840 - Quinces,,30.00,30.00,1,,,,Nepal
080910 - Apricots,,30.00,0.00,1,,1,,Nepal
080921 -- Sour cherries (Prunus cerasus),,30.00,30.00,1,,,,Nepal
080929 -- Other,,30.00,30.00,1,,,,Nepal
"080930 - Peaches, including nectarines",,30.00,30.00,1,,,,Nepal
080940 - Plums and sloes,,25.00,25.00,1,,,,Nepal
081010 - Strawberries,,30.00,0.00,1,,1,,Nepal
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,0.00,1,,1,,Nepal
"081030 - Black, white or red currants and gooseberries",,30.00,0.00,1,,1,,Nepal
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,0.00,1,,1,,Nepal
081050 - Kiwifruit,,30.00,0.00,1,,1,,Nepal
081060 - Durians,,15.00,0.00,1,,1,,Nepal
081070 - Persimmons,,15.00,0.00,1,,1,,Nepal
081090 - Other,,15.00,0.00,7,,7,,Nepal
081110 - Strawberries,,30.00,0.00,3,,3,,Nepal
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,0.00,3,,3,,Nepal
081190 - Other,,30.00,0.00,2,,2,,Nepal
081210 - Cherries,,30.00,30.00,1,,,,Nepal
081290 - Other,,30.00,25.50,2,,2,,Nepal
081310 - Apricots,,30.00,24.00,1,,1,,Nepal
081320 - Prunes,,25.00,0.00,1,,1,,Nepal
081330 - Apples,,30.00,30.00,1,,,,Nepal
081340 - Other fruit,,30.00,27.00,3,,3,,Nepal
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,Nepal
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,0.00,1,,1,,Nepal
,2012,"645,652",35.56,35.56,101,2,,,Nepal
080111 -- Desiccated,,70.00,70.00,1,,,,Nepal
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,Nepal
080119 -- Other,,70.00,70.00,3,,,,Nepal
080121 -- In shell,,30.00,30.00,1,,,,Nepal
080122 -- Shelled,,30.00,30.00,1,,,,Nepal
080131 -- In shell,,0.00,0.00,1,,,,Nepal
080132 -- Shelled,,30.00,30.00,3,,,,Nepal
080211 -- In shell,,,,1,1,,,Nepal
080212 -- Shelled,,,,1,1,,,Nepal
080221 -- In shell,,30.00,30.00,1,,,,Nepal
080222 -- Shelled,,30.00,30.00,1,,,,Nepal
080231 -- In shell,,30.00,30.00,1,,,,Nepal
080232 -- Shelled,,30.00,30.00,1,,,,Nepal
080241 -- In shell,,30.00,30.00,1,,,,Nepal
080242 -- Shelled,,30.00,30.00,1,,,,Nepal
080251 -- In shell,,10.00,10.00,1,,,,Nepal
080252 -- Shelled,,10.00,10.00,1,,,,Nepal
