Importer,Year,Value,Ad val. duties,Number of lines,United States of America
,(US$),Simple average,MFN duties,Pref. duties,United States of America
,MFN,Best,All items,Non ad val.,All items,Non ad val.,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,30.00,30.00,1,,,,United States of America
081090 - Other,,15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,,25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,,30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,,30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2016,"658,599,437",35.10,35.10,101,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,5.00,5.00,1,,,,United States of America
080132 -- Shelled,,45.00,45.00,3,,,,United States of America
080211 -- In shell,"518,303,417",,,1,1,,,United States of America
080212 -- Shelled,"24,831,906",,,1,1,,,United States of America
080221 -- In shell,,10.00,10.00,1,,,,United States of America
080222 -- Shelled,,10.00,10.00,1,,,,United States of America
080231 -- In shell,"32,655,207",30.00,30.00,1,,,,United States of America
080232 -- Shelled,"225,685",30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"2,287,562",10.00,10.00,1,,,,United States of America
080252 -- Shelled,"1,329,783",10.00,10.00,1,,,,United States of America
080261 -- In shell,,30.00,30.00,1,,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,4,,,,United States of America
080290 - Other,,30.00,30.00,1,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,,25.00,25.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"63,238",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"5,963,576",30.00,30.00,1,,,,United States of America
080620 - Dried,"49,314",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"70,081,125",50.00,50.00,1,,,,United States of America
080830 - Pears,"2,364,285",30.00,30.00,1,,,,United States of America
080840 - Quinces,,30.00,30.00,1,,,,United States of America
080910 - Apricots,,30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),"127,294",30.00,30.00,1,,,,United States of America
080929 -- Other,"10,546",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","4,258",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"28,883",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium",,30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,"5,809",30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,30.00,30.00,1,,,,United States of America
081090 - Other,"3,334",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"108,789",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"33,357",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"115,709",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.","6,360",30.00,30.00,1,,,,United States of America
,2015,"726,478,787",35.05,35.05,101,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"302,410",45.00,45.00,3,,,,United States of America
080211 -- In shell,"537,250,195",,,1,1,,,United States of America
080212 -- Shelled,"53,158,121",,,1,1,,,United States of America
080221 -- In shell,,10.00,10.00,1,,,,United States of America
080222 -- Shelled,,10.00,10.00,1,,,,United States of America
080231 -- In shell,"14,825,892",30.00,30.00,1,,,,United States of America
080232 -- Shelled,"375,914",30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"4,140,186",10.00,10.00,1,,,,United States of America
080252 -- Shelled,"1,041,914",10.00,10.00,1,,,,United States of America
080261 -- In shell,,30.00,30.00,1,,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),"76,688",30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,4,,,,United States of America
080290 - Other,,30.00,30.00,1,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,,25.00,25.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"44,558",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",,30.00,30.00,1,,,,United States of America
080590 - Other,681,30.00,30.00,1,,,,United States of America
080610 - Fresh,"6,488,780",30.00,30.00,1,,,,United States of America
080620 - Dried,"23,072",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"103,885,629",50.00,50.00,1,,,,United States of America
080830 - Pears,"3,452,693",30.00,30.00,1,,,,United States of America
080840 - Quinces,,30.00,30.00,1,,,,United States of America
080910 - Apricots,221,30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),"21,467",30.00,30.00,1,,,,United States of America
080929 -- Other,"40,736",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","9,813",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"2,494",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries",,30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","110,958",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,30.00,30.00,1,,,,United States of America
081090 - Other,"11,748",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"1,178,474",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"4,817",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"31,326",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2014,"552,254,917",35.45,35.45,101,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,"13,425",30.00,30.00,1,,,,United States of America
080122 -- Shelled,"5,089",30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"133,945",40.00,40.00,3,,,,United States of America
080211 -- In shell,"435,343,376",,,1,1,,,United States of America
080212 -- Shelled,"21,538,967",,,1,1,,,United States of America
080221 -- In shell,,10.00,10.00,1,,,,United States of America
080222 -- Shelled,"5,197",10.00,10.00,1,,,,United States of America
080231 -- In shell,"3,310,969",30.00,30.00,1,,,,United States of America
080232 -- Shelled,"298,693",30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"5,759,634",10.00,10.00,1,,,,United States of America
080252 -- Shelled,"412,388",10.00,10.00,1,,,,United States of America
080261 -- In shell,,30.00,30.00,1,,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),"9,646",30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,4,,,,United States of America
080290 - Other,,100.00,100.00,1,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,,25.00,25.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"673,164",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos",,25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",307,30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"4,261,755",30.00,30.00,1,,,,United States of America
080620 - Dried,"15,176",100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"75,742,800",50.00,50.00,1,,,,United States of America
080830 - Pears,"3,470,275",30.00,30.00,1,,,,United States of America
080840 - Quinces,,30.00,30.00,1,,,,United States of America
080910 - Apricots,37,30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),"97,528",30.00,30.00,1,,,,United States of America
080929 -- Other,"34,460",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","3,270",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"569,242",25.00,25.00,1,,,,United States of America
081010 - Strawberries,,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","2,727",30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","4,364",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,15.00,15.00,1,,,,United States of America
081090 - Other,"54,616",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"449,566",25.00,25.00,1,,,,United States of America
081330 - Apples,,30.00,30.00,1,,,,United States of America
081340 - Other fruit,"43,601",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,700,30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2013,"479,901,918",35.15,35.15,101,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),"17,847",70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,,30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,,30.00,30.00,3,,,,United States of America
080211 -- In shell,"380,560,279",,,1,1,,,United States of America
080212 -- Shelled,"9,557,312",,,1,1,,,United States of America
080221 -- In shell,,10.00,10.00,1,,,,United States of America
080222 -- Shelled,,10.00,10.00,1,,,,United States of America
080231 -- In shell,"513,283",30.00,30.00,1,,,,United States of America
080232 -- Shelled,540,30.00,30.00,1,,,,United States of America
080241 -- In shell,,30.00,30.00,1,,,,United States of America
080242 -- Shelled,,30.00,30.00,1,,,,United States of America
080251 -- In shell,"11,282,842",10.00,10.00,1,,,,United States of America
080252 -- Shelled,"1,638,803",10.00,10.00,1,,,,United States of America
080261 -- In shell,,30.00,30.00,1,,,,United States of America
080262 -- Shelled,,30.00,30.00,1,,,,United States of America
080270 - Kola nuts (Cola spp.),,30.00,30.00,1,,,,United States of America
080280 - Areca nuts,,100.00,100.00,4,,,,United States of America
080290 - Other,,100.00,100.00,1,,,,United States of America
080310 - Plantains,,30.00,30.00,2,,,,United States of America
080390 - Other,,30.00,30.00,2,,,,United States of America
080410 - Dates,,25.00,25.00,4,,,,United States of America
080420 - Figs,,30.00,30.00,2,,,,United States of America
080430 - Pineapples,,30.00,30.00,1,,,,United States of America
080440 - Avocados,,30.00,30.00,1,,,,United States of America
"080450 - Guavas, mangoes and mangosteens",,30.00,30.00,5,,,,United States of America
080510 - Oranges,"784,586",30.00,30.00,1,,,,United States of America
"080520 - Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",,30.00,30.00,1,,,,United States of America
"080540 - Grapefruit, including pomelos","15,137",25.00,25.00,1,,,,United States of America
"080550 - Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)","2,801",30.00,30.00,1,,,,United States of America
080590 - Other,,30.00,30.00,1,,,,United States of America
080610 - Fresh,"5,752,662",30.00,30.00,1,,,,United States of America
080620 - Dried,,100.00,100.00,2,,,,United States of America
080711 -- Watermelons,,30.00,30.00,1,,,,United States of America
080719 -- Other,,30.00,30.00,1,,,,United States of America
080720 - Papaws (papayas),,30.00,30.00,1,,,,United States of America
080810 - Apples,"64,862,819",50.00,50.00,1,,,,United States of America
080830 - Pears,"3,798,678",30.00,30.00,1,,,,United States of America
080840 - Quinces,,30.00,30.00,1,,,,United States of America
080910 - Apricots,"2,807",30.00,30.00,1,,,,United States of America
080921 -- Sour cherries (Prunus cerasus),"64,071",30.00,30.00,1,,,,United States of America
080929 -- Other,"51,630",30.00,30.00,1,,,,United States of America
"080930 - Peaches, including nectarines","5,120",30.00,30.00,1,,,,United States of America
080940 - Plums and sloes,"497,711",25.00,25.00,1,,,,United States of America
081010 - Strawberries,201,30.00,30.00,1,,,,United States of America
"081020 - Raspberries, blackberries, mulberries and loganberries","1,399",30.00,30.00,1,,,,United States of America
"081030 - Black, white or red currants and gooseberries",,30.00,30.00,1,,,,United States of America
"081040 - Cranberries, bilberries and other fruits of the genus Vaccinium","5,647",30.00,30.00,1,,,,United States of America
081050 - Kiwifruit,,30.00,30.00,1,,,,United States of America
081060 - Durians,,15.00,15.00,1,,,,United States of America
081070 - Persimmons,,15.00,15.00,1,,,,United States of America
081090 - Other,"3,626",15.00,15.00,7,,,,United States of America
081110 - Strawberries,,30.00,30.00,3,,,,United States of America
"081120 - Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",,30.00,30.00,3,,,,United States of America
081190 - Other,,30.00,30.00,2,,,,United States of America
081210 - Cherries,,30.00,30.00,1,,,,United States of America
081290 - Other,,30.00,30.00,2,,,,United States of America
081310 - Apricots,,30.00,30.00,1,,,,United States of America
081320 - Prunes,"392,651",25.00,25.00,1,,,,United States of America
081330 - Apples,"6,483",30.00,30.00,1,,,,United States of America
081340 - Other fruit,"19,361",30.00,30.00,3,,,,United States of America
081350 - Mixtures of nuts or dried fruits of this Chapter,"63,622",30.00,30.00,2,,,,United States of America
"081400 Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",,30.00,30.00,1,,,,United States of America
,2012,"467,471,702",35.56,35.56,101,2,,,United States of America
080111 -- Desiccated,,70.00,70.00,1,,,,United States of America
080112 -- In the inner shell (endocarp),,70.00,70.00,3,,,,United States of America
080119 -- Other,,70.00,70.00,3,,,,United States of America
080121 -- In shell,,30.00,30.00,1,,,,United States of America
080122 -- Shelled,"7,500",30.00,30.00,1,,,,United States of America
080131 -- In shell,,0.00,0.00,1,,,,United States of America
080132 -- Shelled,"3,086",30.00,30.00,3,,,,United States of America
080211 -- In shell,"332,568,767",,,1,1,,,United States of America
080212 -- Shelled,"17,703,905",,,1,1,,,United States of America
080221 -- In shell,,30.00,30.00,1,,,,United States of America
080222 -- Shelled,"4,248",30.00,30.00,1,,,,United States of America
