Importer,Year,Value,Ad val. duties,Number of lines,Cambodia
,(US$),Simple average,MFN duties,Pref. duties,Cambodia
,MFN,Best,All items,Non ad val.,All items,Non ad val.,Cambodia
870840 - Gear boxes and parts thereof,,3.88,0.00,4,,4,,Cambodia
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Cambodia
870870 - Road wheels and parts and accessories thereof,,3.75,0.00,4,,4,,Cambodia
870880 - Suspension systems and parts thereof (including shock-absorbers),,3.80,0.00,5,,5,,Cambodia
870891 - - Radiators and parts thereof,,3.88,0.00,4,,4,,Cambodia
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Cambodia
870893 - - Clutches and parts thereof,,3.75,0.00,2,,2,,Cambodia
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Cambodia
870895 - - Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Cambodia
870899 - - Other,,3.67,0.00,3,,3,,Cambodia
870911 - - Electrical,,3.00,0.00,2,,2,,Cambodia
870919 - - Other,,3.00,0.00,2,,2,,Cambodia
870990 - Parts,,3.50,0.00,1,,1,,Cambodia
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Cambodia
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Cambodia
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Cambodia
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Cambodia
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871160 - With electric motor for propulsion,,6.00,0.00,2,,2,,Cambodia
871190 - Other,,6.00,0.00,1,,1,,Cambodia
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.",,14.50,0.00,2,,2,,Cambodia
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Cambodia
871390 - Other,,0.00,0.00,1,,,,Cambodia
871410 - Of motorcycles (including mopeds),,3.70,0.00,6,,6,,Cambodia
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Cambodia
"871491 - - Frames and forks, and parts thereof",,4.70,0.00,3,,3,,Cambodia
871492 - - Wheel rims and spokes,,4.70,0.00,2,,2,,Cambodia
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",,4.70,0.00,1,,1,,Cambodia
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",,4.70,0.00,2,,2,,Cambodia
871495 - - Saddles,,4.70,0.00,1,,1,,Cambodia
"871496 - - Pedals and crank-gear, and parts thereof",,4.70,0.00,3,,3,,Cambodia
871499 - - Other,,4.70,0.00,4,,4,,Cambodia
871500 Baby carriages and parts thereof.,,2.70,0.00,2,,2,,Cambodia
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Cambodia
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Cambodia
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Cambodia
871639 - - Other,,2.70,0.00,4,,4,,Cambodia
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,Cambodia
871680 - Other vehicles,,1.70,0.00,1,,1,,Cambodia
871690 - Parts,,1.70,0.00,4,,4,,Cambodia
,2017,"327,794,310",6.65,0.00,199,,188,,Cambodia
870110 - Single axle tractors,,3.00,0.00,1,,1,,Cambodia
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Cambodia
870130 - Track-laying tractors,,0.00,0.00,1,,,,Cambodia
870191 - - Not exceeding 18 kW,,3.50,0.00,2,,1,,Cambodia
870192 - - Exceeding 18 kW but not exceeding 37 kW,10,3.50,0.00,2,,1,,Cambodia
870193 - - Exceeding 37 kW but not exceeding 75 kW,5,3.50,0.00,2,,1,,Cambodia
870194 - - Exceeding 75 kW but not exceeding 130 kW,,3.50,0.00,2,,1,,Cambodia
870195 - - Exceeding 130 kW,,3.50,0.00,2,,1,,Cambodia
870210 - With only compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,Cambodia
870220 - With both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion,,13.00,0.00,2,,2,,Cambodia
870230 - With both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion,,13.00,0.00,2,,2,,Cambodia
870240 - With only electric motor for propulsion,,10.00,0.00,1,,1,,Cambodia
870290 - Other,,12.40,0.00,5,,5,,Cambodia
870310 - Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,Cambodia
"870321 - - Of a cylinder capacity not exceeding 1,000 cc",30,10.00,0.00,2,,2,,Cambodia
"870322 - - Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",26,10.00,0.00,2,,2,,Cambodia
"870323 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",59,10.00,0.00,3,,3,,Cambodia
"870324 - - Of a cylinder capacity exceeding 3,000 cc",32,10.00,0.00,2,,2,,Cambodia
"870331 - - Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Cambodia
"870332 - - Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",117,10.00,0.00,3,,3,,Cambodia
"870333 - - Of a cylinder capacity exceeding 2,500 cc",3,10.00,0.00,3,,3,,Cambodia
"870340 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",7,10.00,0.00,2,,2,,Cambodia
"870350 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, other than those capable of being charged by plugging to external source of electric power",,10.00,0.00,1,,1,,Cambodia
"870360 - Other vehicles, with both spark-ignition internal combustion reciprocating piston engine and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,0.00,2,,2,,Cambodia
"870370 - Other vehicles, with both compression-ignition internal combustion piston engine (diesel or semi-diesel) and electric motor as motors for propulsion, capable of being charged by plugging to external source of electric power",,10.00,0.00,1,,1,,Cambodia
"870380 - Other vehicles, with only electric motor for propulsion",,10.00,0.00,2,,2,,Cambodia
870390 - Other,,10.00,0.00,1,,1,,Cambodia
870410 - Dumpers designed for off-highway use,99,0.00,0.00,2,,,,Cambodia
870421 - - g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870422 - - g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870423 - - g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870431 - - g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870432 - - g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Cambodia
870490 - Other,,10.00,0.00,1,,1,,Cambodia
870510 - Crane lorries,,3.70,0.00,1,,1,,Cambodia
870520 - Mobile drilling derricks,,3.70,0.00,1,,1,,Cambodia
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Cambodia
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Cambodia
870590 - Other,,3.70,0.00,2,,2,,Cambodia
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Cambodia
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Cambodia
870790 - Other,,4.50,0.00,2,,2,,Cambodia
870810 - Bumpers and parts thereof,28,3.75,0.00,2,,2,,Cambodia
870821 - - Safety seat belts,,3.75,0.00,2,,2,,Cambodia
870829 - - Other,"7,841",3.75,0.00,2,,2,,Cambodia
870830 - Brakes and servo-brakes; parts thereof,"1,879",4.00,0.00,3,,3,,Cambodia
870840 - Gear boxes and parts thereof,171,3.88,0.00,4,,4,,Cambodia
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",255,4.00,0.00,5,,5,,Cambodia
870870 - Road wheels and parts and accessories thereof,"8,722",3.75,0.00,4,,4,,Cambodia
870880 - Suspension systems and parts thereof (including shock-absorbers),74,3.80,0.00,5,,5,,Cambodia
870891 - - Radiators and parts thereof,"1,753,793",3.88,0.00,4,,4,,Cambodia
870892 - - Silencers (mufflers) and exhaust pipes; parts thereof,2,3.88,0.00,4,,4,,Cambodia
870893 - - Clutches and parts thereof,32,3.75,0.00,2,,2,,Cambodia
"870894 - - Steering wheels, steering columns and steering boxes; parts thereof",6,3.88,0.00,4,,4,,Cambodia
870895 - - Safety airbags with inflater system; parts thereof,18,3.67,0.00,3,,3,,Cambodia
870899 - - Other,529,3.67,0.00,3,,3,,Cambodia
870911 - - Electrical,,3.00,0.00,2,,2,,Cambodia
870919 - - Other,17,3.00,0.00,2,,2,,Cambodia
870990 - Parts,2,3.50,0.00,1,,1,,Cambodia
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Cambodia
871110 - With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Cambodia
871120 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Cambodia
871130 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Cambodia
871140 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,"2,606",6.00,0.00,1,,1,,Cambodia
871150 - With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,"1,430",6.00,0.00,1,,1,,Cambodia
871160 - With electric motor for propulsion,"13,534",6.00,0.00,2,,2,,Cambodia
871190 - Other,2,6.00,0.00,1,,1,,Cambodia
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","324,876,563",14.50,0.00,2,,2,,Cambodia
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Cambodia
871390 - Other,,0.00,0.00,1,,,,Cambodia
871410 - Of motorcycles (including mopeds),"102,470",3.70,0.00,6,,6,,Cambodia
871420 - Of carriages for disabled persons,"1,238",0.00,0.00,1,,,,Cambodia
"871491 - - Frames and forks, and parts thereof","890,966",4.70,0.00,3,,3,,Cambodia
871492 - - Wheel rims and spokes,"93,419",4.70,0.00,2,,2,,Cambodia
"871493 - - Hubs, other than coaster braking hubs and hub brakes, and free-wheel sprocket-wheels",189,4.70,0.00,1,,1,,Cambodia
"871494 - - Brakes, including coaster braking hubs and hub brakes, and parts thereof",6,4.70,0.00,2,,2,,Cambodia
871495 - - Saddles,15,4.70,0.00,1,,1,,Cambodia
"871496 - - Pedals and crank-gear, and parts thereof",7,4.70,0.00,3,,3,,Cambodia
871499 - - Other,"37,185",4.70,0.00,4,,4,,Cambodia
871500 Baby carriages and parts thereof.,231,2.70,0.00,2,,2,,Cambodia
"871610 - Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Cambodia
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Cambodia
871631 - - Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Cambodia
871639 - - Other,,2.70,0.00,4,,4,,Cambodia
871640 - Other trailers and semi-trailers,28,2.70,0.00,1,,1,,Cambodia
871680 - Other vehicles,6,1.70,0.00,1,,1,,Cambodia
871690 - Parts,658,1.70,0.00,4,,4,,Cambodia
,2016,"317,020,495",6.29,0.00,184,,171,,Cambodia
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Cambodia
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Cambodia
870130 -Track-laying tractors,,0.00,0.00,1,,,,Cambodia
870190 - Other,,0.88,0.00,8,,1,,Cambodia
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,Cambodia
870290 - Other,,12.40,0.00,5,,5,,Cambodia
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,Cambodia
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",,10.00,0.00,2,,2,,Cambodia
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",,10.00,0.00,2,,2,,Cambodia
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",,10.00,0.00,3,,3,,Cambodia
"870324 -- Of a cylinder capacity exceeding 3,000 cc","145,337",10.00,0.00,2,,2,,Cambodia
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Cambodia
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,10.00,0.00,3,,3,,Cambodia
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,10.00,0.00,3,,3,,Cambodia
870390 - Other,,10.00,0.00,2,,2,,Cambodia
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Cambodia
870421 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870423 -- g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Cambodia
870490 - Other,,10.00,0.00,1,,1,,Cambodia
870510 - Crane lorries,,3.70,0.00,1,,1,,Cambodia
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Cambodia
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Cambodia
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Cambodia
870590 - Other,,3.70,0.00,2,,2,,Cambodia
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Cambodia
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Cambodia
870790 - Other,,4.50,0.00,2,,2,,Cambodia
870810 - Bumpers and parts thereof,,3.75,0.00,2,,2,,Cambodia
870821 -- Safety seat belts,,3.75,0.00,2,,2,,Cambodia
870829 -- Other,"26,290",3.75,0.00,2,,2,,Cambodia
870830 - Brakes and servo-brakes; parts thereof,,4.00,0.00,3,,3,,Cambodia
870840 - Gear boxes and parts thereof,14,3.88,0.00,4,,4,,Cambodia
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Cambodia
870870 - Road wheels and parts and accessories thereof,,3.75,0.00,4,,4,,Cambodia
870880 - Suspension systems and parts thereof (including shock- absorbers),218,3.80,0.00,5,,5,,Cambodia
870891 -- Radiators and parts thereof,"433,844",3.88,0.00,4,,4,,Cambodia
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Cambodia
870893 -- Clutches and parts thereof,,3.75,0.00,2,,2,,Cambodia
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Cambodia
870895 -- Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Cambodia
870899 -- Other,264,3.67,0.00,3,,3,,Cambodia
870911 -- Electrical,,3.00,0.00,2,,2,,Cambodia
870919 -- Other,,3.00,0.00,2,,2,,Cambodia
870990 - Parts,,3.50,0.00,1,,1,,Cambodia
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Cambodia
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Cambodia
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Cambodia
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Cambodia
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871190 - Other,"3,323",6.00,0.00,2,,2,,Cambodia
"871200 Bicycles and other cycles (including delivery tricycles), not motorised.","315,333,065",14.50,0.00,2,,2,,Cambodia
871310 - Not mechanically propelled,,0.00,0.00,1,,,,Cambodia
871390 - Other,,0.00,0.00,1,,,,Cambodia
871410 - Of motorcycles (including mopeds),"195,259",3.70,0.00,6,,6,,Cambodia
871420 - Of carriages for disabled persons,,0.00,0.00,1,,,,Cambodia
"871491 -- Frames and forks, and parts thereof","724,258",4.70,0.00,3,,3,,Cambodia
871492 -- Wheel rims and spokes,"2,636",4.70,0.00,2,,2,,Cambodia
"871493 -- Hubs, other than coaster braking hubs and hub brakes, and free- wheel sprocket-wheels","23,133",4.70,0.00,1,,1,,Cambodia
"871494 -- Brakes, including coaster braking hubs and hub brakes, and parts thereof","24,294",4.70,0.00,2,,2,,Cambodia
871495 -- Saddles,489,4.70,0.00,1,,1,,Cambodia
"871496 -- Pedals and crank-gear, and parts thereof","37,160",4.70,0.00,3,,3,,Cambodia
871499 -- Other,"70,711",4.70,0.00,4,,4,,Cambodia
871500 Baby carriages and parts thereof.,,2.70,0.00,2,,2,,Cambodia
"871610 -Trailers and semi-trailers of the caravan type, for housing or camping",,2.70,0.00,2,,2,,Cambodia
871620 - Self-loading or self-unloading trailers and semi-trailers for agricultural purposes,,2.70,0.00,1,,1,,Cambodia
871631 -- Tanker trailers and tanker semi-trailers,,2.70,0.00,1,,1,,Cambodia
871639 -- Other,199,2.70,0.00,4,,4,,Cambodia
871640 - Other trailers and semi-trailers,,2.70,0.00,1,,1,,Cambodia
871680 - Other vehicles,,1.70,0.00,1,,1,,Cambodia
871690 - Parts,,1.70,0.00,4,,4,,Cambodia
,2015,"347,817,540",6.29,0.00,184,,171,,Cambodia
870110 - Pedestrian controlled tractors,,3.00,0.00,1,,1,,Cambodia
870120 - Road tractors for semi-trailers,,16.00,0.00,2,,2,,Cambodia
870130 -Track-laying tractors,,0.00,0.00,1,,,,Cambodia
870190 - Other,,0.88,0.00,8,,1,,Cambodia
870210 -With compression-ignition internal combustion piston engine (diesel or semi-diesel),,13.00,0.00,4,,4,,Cambodia
870290 - Other,,12.40,0.00,5,,5,,Cambodia
870310 -Vehicles specially designed for travelling on snow; golf cars and similar vehicles,,7.50,0.00,2,,2,,Cambodia
"870321 -- Of a cylinder capacity not exceeding 1,000 cc",,10.00,0.00,2,,2,,Cambodia
"870322 -- Of a cylinder capacity exceeding 1,000 cc but not exceeding 1,500 cc",,10.00,0.00,2,,2,,Cambodia
"870323 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 3,000 cc",,10.00,0.00,3,,3,,Cambodia
"870324 -- Of a cylinder capacity exceeding 3,000 cc",,10.00,0.00,2,,2,,Cambodia
"870331 -- Of a cylinder capacity not exceeding 1,500 cc",,10.00,0.00,2,,2,,Cambodia
"870332 -- Of a cylinder capacity exceeding 1,500 cc but not exceeding 2,500 cc",,10.00,0.00,3,,3,,Cambodia
"870333 -- Of a cylinder capacity exceeding 2,500 cc",,10.00,0.00,3,,3,,Cambodia
870390 - Other,,10.00,0.00,2,,2,,Cambodia
870410 - Dumpers designed for off-highway use,,0.00,0.00,2,,,,Cambodia
870421 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870422 -- g.v.w. exceeding 5 tonnes but not exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870423 -- g.v.w. exceeding 20 tonnes,,15.83,0.00,3,,3,,Cambodia
870431 -- g.v.w. not exceeding 5 tonnes,,13.50,0.00,5,,5,,Cambodia
870432 -- g.v.w. exceeding 5 tonnes,,15.83,0.00,3,,3,,Cambodia
870490 - Other,,10.00,0.00,1,,1,,Cambodia
870510 - Crane lorries,,3.70,0.00,1,,1,,Cambodia
870520 -Mobile drilling derricks,,3.70,0.00,1,,1,,Cambodia
870530 - Fire fighting vehicles,,3.70,0.00,1,,1,,Cambodia
870540 - Concrete-mixer lorries,,3.70,0.00,1,,1,,Cambodia
870590 - Other,,3.70,0.00,2,,2,,Cambodia
"870600 Chassis fitted with engines, for the motor vehicles of headings 87.01 to 87.05.",,9.88,0.00,4,,4,,Cambodia
870710 - For the vehicles of heading 87.03,,4.50,0.00,2,,2,,Cambodia
870790 - Other,,4.50,0.00,2,,2,,Cambodia
870810 - Bumpers and parts thereof,,3.75,0.00,2,,2,,Cambodia
870821 -- Safety seat belts,,3.75,0.00,2,,2,,Cambodia
870829 -- Other,,3.75,0.00,2,,2,,Cambodia
870830 - Brakes and servo-brakes; parts thereof,71,4.00,0.00,3,,3,,Cambodia
870840 - Gear boxes and parts thereof,,3.88,0.00,4,,4,,Cambodia
"870850 - Drive-axles with differential, whether or not provided with other transmission components, and non-driving axles; parts thereof",,4.00,0.00,5,,5,,Cambodia
870870 - Road wheels and parts and accessories thereof,830,3.75,0.00,4,,4,,Cambodia
870880 - Suspension systems and parts thereof (including shock- absorbers),133,3.80,0.00,5,,5,,Cambodia
870891 -- Radiators and parts thereof,,3.88,0.00,4,,4,,Cambodia
870892 -- Silencers (mufflers) and exhaust pipes; parts thereof,,3.88,0.00,4,,4,,Cambodia
870893 -- Clutches and parts thereof,,3.75,0.00,2,,2,,Cambodia
"870894 -- Steering wheels, steering columns and steering boxes; parts thereof",,3.88,0.00,4,,4,,Cambodia
870895 -- Safety airbags with inflater system; parts thereof,,3.67,0.00,3,,3,,Cambodia
870899 -- Other,"15,151",3.67,0.00,3,,3,,Cambodia
870911 -- Electrical,,3.00,0.00,2,,2,,Cambodia
870919 -- Other,,3.00,0.00,2,,2,,Cambodia
870990 - Parts,,3.50,0.00,1,,1,,Cambodia
"871000 Tanks and other armoured fighting vehicles, motorised, whether or not fitted with weapons, and parts of such vehicles.",,1.70,0.00,1,,1,,Cambodia
871110 -With reciprocating internal combustion piston engine of a cylinder capacity not exceeding 50 cc,,8.00,0.00,1,,1,,Cambodia
871120 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 50 cc but not exceeding 250 cc,,8.00,0.00,3,,3,,Cambodia
871130 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 250 cc but not exceeding 500 cc,,6.00,0.00,2,,2,,Cambodia
871140 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 500 cc but not exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871150 -With reciprocating internal combustion piston engine of a cylinder capacity exceeding 800 cc,,6.00,0.00,1,,1,,Cambodia
871190 - Other,,6.00,0.00,2,,2,,Cambodia
