Importer,Year,Value,Ad val. duties,Number of lines,South Africa
,(US$),Simple average,MFN duties,Pref. duties,South Africa
,MFN,Best,All items,Non ad val.,All items,Non ad val.,South Africa
950619 -- Other,,0.00,0.00,1,,,,South Africa
950621 -- Sailboards,,0.00,0.00,1,,,,South Africa
950629 -- Other,,0.00,0.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,,10.00,10.00,4,,,,South Africa
950669 -- Other,591,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,South Africa
950699 -- Other,"140,514",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2014,"22,818",9.09,9.09,55,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","2,441",10.00,10.00,4,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,3,,,,South Africa
950510 - Articles for Christmas festivities,320,10.00,10.00,1,,,,South Africa
950590 - Other,,10.00,10.00,2,,,,South Africa
950611 -- Skis,,0.00,0.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,South Africa
950619 -- Other,,0.00,0.00,1,,,,South Africa
950621 -- Sailboards,,0.00,0.00,1,,,,South Africa
950629 -- Other,,0.00,0.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,221,10.00,10.00,4,,,,South Africa
950669 -- Other,319,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","3,428",10.00,10.00,2,,,,South Africa
950699 -- Other,"16,089",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2013,"36,170",9.09,9.09,55,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","5,565",10.00,10.00,4,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,South Africa
950490 - Other,"6,318",10.00,10.00,3,,,,South Africa
950510 - Articles for Christmas festivities,289,10.00,10.00,1,,,,South Africa
950590 - Other,339,10.00,10.00,2,,,,South Africa
950611 -- Skis,,0.00,0.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,South Africa
950619 -- Other,,0.00,0.00,1,,,,South Africa
950621 -- Sailboards,,0.00,0.00,1,,,,South Africa
950629 -- Other,"3,066",0.00,0.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,440,10.00,10.00,4,,,,South Africa
950669 -- Other,85,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",902,10.00,10.00,2,,,,South Africa
950699 -- Other,"16,610",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,"2,556",10.00,10.00,1,,,,South Africa
,2012,"57,927",9.09,9.09,55,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.",10,10.00,10.00,4,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment",,10.00,10.00,1,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,3,,,,South Africa
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,South Africa
950590 - Other,,10.00,10.00,2,,,,South Africa
950611 -- Skis,,0.00,0.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,South Africa
950619 -- Other,,0.00,0.00,1,,,,South Africa
950621 -- Sailboards,,0.00,0.00,1,,,,South Africa
950629 -- Other,237,0.00,0.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,"43,630",10.00,10.00,4,,,,South Africa
950669 -- Other,,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,South Africa
950699 -- Other,"14,050",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2011,"358,573",9.09,9.09,55,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","93,235",10.00,10.00,4,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by any other means of payment, other than automatic bowling alley equipment","5,332",10.00,10.00,1,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
"950450 -Video game consoles and machines, other than those of subheading 9504.30",,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,3,,,,South Africa
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,South Africa
950590 - Other,220,10.00,10.00,2,,,,South Africa
950611 -- Skis,,0.00,0.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,0.00,0.00,1,,,,South Africa
950619 -- Other,,0.00,0.00,1,,,,South Africa
950621 -- Sailboards,,0.00,0.00,1,,,,South Africa
950629 -- Other,,0.00,0.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,"4,224",10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,"24,731",10.00,10.00,4,,,,South Africa
950669 -- Other,998,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","200,827",10.00,10.00,2,,,,South Africa
950699 -- Other,"22,184",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,184,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,"6,638",10.00,10.00,1,,,,South Africa
,2010,"98,654",10.00,10.00,56,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","62,330",10.00,10.00,4,,,,South Africa
950410 - Video games of a kind used with a television receiver,"13,422",10.00,10.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,South Africa
950440 - Playing cards,88,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,2,,,,South Africa
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,South Africa
950590 - Other,"2,932",10.00,10.00,2,,,,South Africa
950611 -- Skis,,10.00,10.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,South Africa
950619 -- Other,,10.00,10.00,1,,,,South Africa
950621 -- Sailboards,,10.00,10.00,1,,,,South Africa
950629 -- Other,,10.00,10.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,,10.00,10.00,4,,,,South Africa
950669 -- Other,544,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,South Africa
950699 -- Other,"19,338",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2009,"119,133",10.00,10.00,56,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","1,571",10.00,10.00,4,,,,South Africa
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,South Africa
950440 - Playing cards,38,10.00,10.00,1,,,,South Africa
950490 - Other,"22,239",10.00,10.00,2,,,,South Africa
950510 - Articles for Christmas festivities,,10.00,10.00,1,,,,South Africa
950590 - Other,318,10.00,10.00,2,,,,South Africa
950611 -- Skis,,10.00,10.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,South Africa
950619 -- Other,639,10.00,10.00,1,,,,South Africa
950621 -- Sailboards,,10.00,10.00,1,,,,South Africa
950629 -- Other,,10.00,10.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,"10,960",10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,"10,106",10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,,10.00,10.00,4,,,,South Africa
950669 -- Other,337,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,South Africa
950699 -- Other,"72,438",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,486,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2008,"161,860",10.00,10.00,56,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","95,805",10.00,10.00,4,,,,South Africa
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,3,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,2,,,,South Africa
950510 - Articles for Christmas festivities,300,10.00,10.00,1,,,,South Africa
950590 - Other,"1,111",10.00,10.00,2,,,,South Africa
950611 -- Skis,,10.00,10.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,South Africa
950619 -- Other,,10.00,10.00,1,,,,South Africa
950621 -- Sailboards,,10.00,10.00,1,,,,South Africa
950629 -- Other,,10.00,10.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,201,10.00,10.00,4,,,,South Africa
950669 -- Other,59,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics",,10.00,10.00,2,,,,South Africa
950699 -- Other,"63,966",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
"950720 - Fish-hooks, whether or not snelled",,10.00,10.00,1,,,,South Africa
950730 - Fishing reels,,10.00,10.00,1,,,,South Africa
950790 - Other,418,10.00,10.00,2,,,,South Africa
950810 - Travelling circuses and travelling menageries,,10.00,10.00,1,,,,South Africa
950890 - Other,,10.00,10.00,1,,,,South Africa
,2007,"77,701",10.00,10.00,55,,,,South Africa
"950300 Tricycles, scooters, pedal cars and similar wheeled toys; dolls' carriages; dolls; other toys; reduced-size (""scale"") models and similar recreational models, working or not; puzzles of all kinds.","25,287",10.00,10.00,4,,,,South Africa
950410 - Video games of a kind used with a television receiver,,10.00,10.00,1,,,,South Africa
950420 - Articles and accessories for billiards of all kinds,,10.00,10.00,1,,,,South Africa
"950430 - Other games, operated by coins, banknotes, bank cards, tokens or by other means of payment, other than bowling alley equipment",,10.00,10.00,2,,,,South Africa
950440 - Playing cards,,10.00,10.00,1,,,,South Africa
950490 - Other,,10.00,10.00,2,,,,South Africa
950510 - Articles for Christmas festivities,357,10.00,10.00,1,,,,South Africa
950590 - Other,7,10.00,10.00,2,,,,South Africa
950611 -- Skis,,10.00,10.00,1,,,,South Africa
950612 -- Ski-fastenings (ski-bindings),,10.00,10.00,1,,,,South Africa
950619 -- Other,,10.00,10.00,1,,,,South Africa
950621 -- Sailboards,,10.00,10.00,1,,,,South Africa
950629 -- Other,,10.00,10.00,1,,,,South Africa
"950631 -- Clubs, complete",,10.00,10.00,1,,,,South Africa
950632 -- Balls,,10.00,10.00,1,,,,South Africa
950639 -- Other,39,10.00,10.00,1,,,,South Africa
950640 - Articles and equipment for table-tennis,,10.00,10.00,1,,,,South Africa
"950651 -- Lawn-tennis rackets, whether or not strung",,10.00,10.00,1,,,,South Africa
950659 -- Other,,10.00,10.00,2,,,,South Africa
950661 -- Lawn-tennis balls,,10.00,10.00,1,,,,South Africa
950662 -- Inflatable,,10.00,10.00,4,,,,South Africa
950669 -- Other,,10.00,10.00,5,,,,South Africa
"950670 - Ice skates and roller skates, including skating boots with skates attached",,10.00,10.00,1,,,,South Africa
"950691 -- Articles and equipment for general physical exercise, gymnastics or athletics","9,562",10.00,10.00,2,,,,South Africa
950699 -- Other,"42,448",10.00,10.00,9,,,,South Africa
950710 - Fishing rods,,10.00,10.00,1,,,,South Africa
